step,loss,tracking,position,velocity,attitude,omega,clf,outward,tail,du,ddu,sat,grad_norm,seconds
1,0.2220594435930252,0.10995649546384811,0.09693530201911926,0.008499744348227978,0.004263211041688919,0.0002582260640338063,4.102937509742333e-06,0.0024696672335267067,0.11185406148433685,1.5391780072704364e-09,4.7696591121138e-10,0.0,0.1384379267692566,0.1504047350026667
2,0.30490922927856445,0.15215136110782623,0.14009679853916168,0.00591546343639493,0.005898681469261646,0.0002404180122539401,4.668908331950661e-06,0.0026464371476322412,0.1524912267923355,4.5028791362256015e-08,2.1082058765387046e-08,0.0,0.09570144861936569,0.15547059499658644
