step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_angular_velocity_norm_mean,finite
0,64,0.0597576,0.0418067,0.179509,0.1,0.0179509,-0.00606281,1.15004e-12,-0.00606281,1062.72,0.0936218,0.395711,0.720892,0.70353,0.643848,0.0317268,true
1,64,0.0802413,0.0563854,0.238558,0.1,0.0238558,0.0456728,2.15063e-11,0.0456728,1225.1,0.324766,0.178772,0.715872,0.632375,0.915539,0.0322741,true
2,64,0.0890547,0.0657091,0.233456,0.1,0.0233456,-0.0268868,-1.73115e-11,-0.0268868,1211.93,0.0844925,0.178121,0.714679,0.737119,0.908307,0.0348675,true
3,64,0.0915194,0.0680889,0.234305,0.1,0.0234305,-0.0549729,-3.65312e-11,-0.0549729,1214.13,0.303176,0.239319,0.722622,0.774538,0.907708,0.0323271,true
4,64,0.0598942,0.0419357,0.179585,0.1,0.0179585,-0.00780154,1.21996e-11,-0.00780154,1062.94,0.0862436,0.395854,0.720564,0.705902,0.642682,0.0318328,true
5,64,0.0798554,0.0561573,0.236982,0.1,0.0236982,0.0427511,1.48194e-11,0.0427511,1221.05,0.311452,0.182088,0.715479,0.637552,0.909382,0.032364,true
6,64,0.0891269,0.0658508,0.232761,0.1,0.0232761,-0.0290187,1.32647e-11,-0.0290187,1210.13,0.0906895,0.179871,0.714329,0.739199,0.908025,0.0349407,true
7,64,0.0910851,0.0678003,0.232848,0.1,0.0232848,-0.0547972,4.70944e-12,-0.0547972,1210.35,0.300089,0.237183,0.722408,0.774466,0.905083,0.0323961,true
8,64,0.0598663,0.0419005,0.179658,0.1,0.0179658,-0.00724222,-4.79446e-12,-0.00724222,1063.16,0.0873996,0.395671,0.720276,0.704744,0.642808,0.031687,true
9,64,0.0796148,0.0560101,0.236047,0.1,0.0236047,0.0439545,-8.13914e-12,0.0439545,1218.64,0.312828,0.182312,0.715416,0.636529,0.908726,0.0323029,true
10,64,0.0884829,0.0652767,0.232062,0.1,0.0232062,-0.0268037,-1.59889e-11,-0.0268037,1208.31,0.0848917,0.179159,0.714074,0.736854,0.903329,0.0347213,true
11,64,0.0918401,0.0684339,0.234062,0.1,0.0234062,-0.056086,-9.96344e-12,-0.056086,1213.5,0.305269,0.23293,0.721997,0.776437,0.911077,0.0323462,true
12,64,0.0595411,0.0417382,0.178029,0.1,0.0178029,-0.00729582,3.17955e-11,-0.00729582,1058.33,0.0869656,0.399984,0.720097,0.705382,0.63947,0.0318228,true
13,64,0.0793931,0.0558776,0.235156,0.1,0.0235156,0.0428641,-2.11118e-11,0.0428641,1216.34,0.308541,0.18748,0.715085,0.638726,0.904105,0.0322676,true
14,64,0.0885875,0.0653532,0.232344,0.1,0.0232344,-0.0263426,-9.34195e-12,-0.0263426,1209.04,0.0826653,0.177246,0.71387,0.736316,0.906199,0.0347833,true
15,64,0.0911147,0.067835,0.232797,0.1,0.0232797,-0.0542745,-4.19768e-12,-0.0542745,1210.22,0.297198,0.238566,0.721675,0.77496,0.905391,0.0323032,true
16,64,0.0594591,0.0417745,0.176846,0.1,0.0176846,-0.00652191,7.21379e-12,-0.00652191,1054.81,0.0890523,0.404358,0.719696,0.704961,0.638276,0.031758,true
17,64,0.0790655,0.055694,0.233715,0.1,0.0233715,0.0429068,1.34086e-11,0.0429068,1212.6,0.306636,0.188253,0.714821,0.638794,0.902481,0.0324612,true
18,64,0.08837,0.0651511,0.232188,0.1,0.0232188,-0.0245432,2.43076e-12,-0.0245432,1208.64,0.0747498,0.177714,0.713602,0.733643,0.905002,0.03488,true
19,64,0.0910086,0.067772,0.232366,0.1,0.0232366,-0.0527736,-5.50782e-12,-0.0527736,1209.1,0.288606,0.238464,0.72121,0.773482,0.905066,0.0324493,true
20,64,0.0591846,0.0415674,0.176172,0.1,0.0176172,-0.0063287,3.66496e-12,-0.0063287,1052.8,0.0896179,0.402568,0.719366,0.705036,0.635965,0.0317577,true
21,64,0.0791632,0.0558113,0.233519,0.1,0.0233519,0.0434795,-2.44873e-11,0.0434795,1212.09,0.307669,0.188538,0.71467,0.637852,0.903699,0.0323543,true
22,64,0.0887995,0.0655395,0.2326,0.1,0.02326,-0.0262354,8.68465e-12,-0.0262354,1209.71,0.0821865,0.179159,0.713299,0.736377,0.90828,0.0349568,true
23,64,0.0909271,0.0677422,0.231849,0.1,0.0231849,-0.0531556,1.48087e-11,-0.0531556,1207.75,0.291168,0.234823,0.72118,0.77356,0.905839,0.0324309,true
24,64,0.0595222,0.0417915,0.177308,0.1,0.0177308,-0.00682415,-9.74128e-12,-0.00682415,1056.18,0.0855947,0.400859,0.719186,0.705512,0.638309,0.0317183,true
25,64,0.0792461,0.0559344,0.233117,0.1,0.0233117,0.042403,7.58103e-12,0.042403,1211.05,0.300514,0.192424,0.71439,0.639325,0.902173,0.0323951,true
26,64,0.0885583,0.0653718,0.231864,0.1,0.0231864,-0.0264098,2.70932e-11,-0.0264098,1207.79,0.0833811,0.174764,0.713042,0.73586,0.907239,0.0348963,true
27,64,0.0906782,0.0675562,0.23122,0.1,0.023122,-0.0531647,1.0538e-11,-0.0531647,1206.11,0.290361,0.238261,0.720983,0.772943,0.905166,0.0323194,true
28,64,0.0593003,0.0416893,0.17611,0.1,0.017611,-0.00784668,-2.1348e-11,-0.00784668,1052.61,0.0818578,0.404602,0.718829,0.706666,0.63522,0.0318119,true
29,64,0.0787436,0.0556179,0.231257,0.1,0.0231257,0.0410088,-6.71526e-12,0.0410088,1206.21,0.294432,0.194478,0.714088,0.642048,0.897274,0.0324145,true
30,64,0.0884002,0.0652463,0.231539,0.1,0.0231539,-0.02464,-2.39598e-11,-0.02464,1206.95,0.0782294,0.172852,0.712981,0.733523,0.907448,0.0349415,true
31,64,0.0912386,0.0680371,0.232015,0.1,0.0232015,-0.052624,-6.84589e-12,-0.052624,1208.19,0.290484,0.237284,0.720444,0.77295,0.908745,0.0324233,true
32,64,0.0594425,0.0417914,0.176511,0.1,0.0176511,-0.00768289,-9.85345e-12,-0.00768289,1053.81,0.0815529,0.400126,0.718622,0.707142,0.637242,0.0317711,true
33,64,0.0785136,0.055448,0.230656,0.1,0.0230656,0.0417691,-2.29937e-11,0.0417691,1204.64,0.294417,0.195007,0.713918,0.641237,0.895857,0.0324136,true
