step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_angular_velocity_norm_mean,finite
0,32,0.0515785,0.0119667,0.396118,0.1,0.0396118,0.00249121,-1.85867e-11,0.00249121,1116.28,0.0818917,0.577983,4.16438e-05,0.206977,0.486867,0.029397,true
1,32,0.061153,0.0189896,0.421634,0.1,0.0421634,-0.0412851,4.84638e-12,-0.0412851,1151.67,0.249482,0.492289,0.0018309,0.219447,0.560642,0.0318002,true
2,32,0.0381641,0.0072255,0.309386,0.1,0.0309386,-0.00252155,5.78236e-12,-0.00252155,986.531,0.0616379,0.731628,0,0.202837,0.306654,0.0359394,true
3,32,0.0417957,0.0102581,0.315376,0.1,0.0315376,0.0237073,-1.21184e-11,0.0237073,996.035,0.203629,0.587728,0,0.199821,0.403886,0.0352849,true
4,32,0.0515024,0.0119345,0.395679,0.1,0.0395679,0.00364668,-1.48074e-11,0.00364668,1115.66,0.0858025,0.580892,6.11941e-05,0.206561,0.486602,0.0294004,true
5,32,0.0612219,0.0190085,0.422134,0.1,0.0422134,-0.0414945,6.1968e-13,-0.0414945,1152.35,0.248056,0.49294,0.00200113,0.218748,0.561528,0.0317297,true
6,32,0.038083,0.00720291,0.308801,0.1,0.0308801,-0.00247292,-6.16625e-12,-0.00247292,985.598,0.0611608,0.733541,0,0.202176,0.30609,0.0359159,true
7,32,0.0417874,0.0102915,0.314959,0.1,0.0314959,0.0235341,1.84051e-11,0.0235341,995.377,0.203664,0.584391,0,0.199825,0.404219,0.0353599,true
8,32,0.0515623,0.0119326,0.396298,0.1,0.0396298,0.00424629,-2.2863e-11,0.00424629,1116.53,0.088074,0.581685,9.47317e-05,0.205804,0.486909,0.0294567,true
9,32,0.0611014,0.0189912,0.421102,0.1,0.0421102,-0.0413689,-3.56745e-11,-0.0413689,1150.94,0.247564,0.492655,0.00221682,0.219614,0.561273,0.0317213,true
10,32,0.038101,0.0072165,0.308845,0.1,0.0308845,-0.00247626,1.1374e-11,-0.00247626,985.668,0.0622293,0.732951,0,0.202214,0.30648,0.0359418,true
11,32,0.0418977,0.0102583,0.316395,0.1,0.0316395,0.0240051,-1.8506e-11,0.0240051,997.643,0.206224,0.586833,0,0.199418,0.403815,0.0352121,true
12,32,0.0515558,0.011972,0.395838,0.1,0.0395838,0.00434569,7.73309e-12,0.00434569,1115.88,0.087744,0.579305,0.000127633,0.206287,0.487269,0.0294723,true
13,32,0.0611609,0.0190512,0.421098,0.1,0.0421098,-0.0421383,3.17911e-12,-0.0421383,1150.94,0.252013,0.492411,0.00238546,0.219549,0.561781,0.0317247,true
14,32,0.0380588,0.00719387,0.308649,0.1,0.0308649,-0.0028577,-1.28667e-11,-0.0028577,985.356,0.063907,0.733887,0,0.202304,0.305265,0.0358863,true
15,32,0.0418766,0.0102768,0.315998,0.1,0.0315998,0.0239351,4.34551e-11,0.0239351,997.017,0.204269,0.58431,0,0.19968,0.40468,0.0351256,true
16,32,0.0515042,0.0119459,0.395583,0.1,0.0395583,0.00395028,1.94394e-11,0.00395028,1115.53,0.0867509,0.580994,0.000167847,0.206325,0.48704,0.0294154,true
17,32,0.0611103,0.0190228,0.420875,0.1,0.0420875,-0.0419049,-2.27206e-11,-0.0419049,1150.63,0.252391,0.49235,0.00267522,0.219375,0.561441,0.0317168,true
18,32,0.038092,0.0071959,0.308961,0.1,0.0308961,-0.00284603,3.19485e-12,-0.00284603,985.854,0.0644752,0.733622,0,0.202872,0.306129,0.0358216,true
19,32,0.0419457,0.0102909,0.316548,0.1,0.0316548,0.0247087,2.69067e-11,0.0247087,997.885,0.207147,0.585775,0,0.199755,0.404707,0.0350591,true
20,32,0.0514285,0.0119452,0.394834,0.1,0.0394834,0.00503274,-2.16777e-11,0.00503274,1114.47,0.0902432,0.580851,0.000199795,0.206257,0.487043,0.0293733,true
21,32,0.0611144,0.0190733,0.420411,0.1,0.0420411,-0.0424731,2.58264e-11,-0.0424731,1150,0.253021,0.491964,0.00294971,0.220029,0.561871,0.031673,true
22,32,0.038142,0.00719546,0.309466,0.1,0.0309466,-0.00233692,5.93015e-12,-0.00233692,986.658,0.0630889,0.733683,0,0.202417,0.306272,0.0358995,true
23,32,0.041895,0.0102984,0.315966,0.1,0.0315966,0.0250371,-7.65869e-14,0.0250371,996.968,0.2097,0.585042,0,0.199688,0.404102,0.0350791,true
24,32,0.0514495,0.0119591,0.394904,0.1,0.0394904,0.00467625,1.4802e-12,0.00467625,1114.57,0.0894357,0.579956,0.000257015,0.20643,0.48722,0.0294172,true
25,32,0.0610655,0.019022,0.420435,0.1,0.0420435,-0.0414225,-1.63794e-11,-0.0414225,1150.03,0.249945,0.492411,0.00321213,0.219197,0.561384,0.0316227,true
26,32,0.0379604,0.00716743,0.30793,0.1,0.030793,-0.00195253,2.33637e-11,-0.00195253,984.207,0.0625458,0.734741,0,0.202419,0.304886,0.0357452,true
27,32,0.0418674,0.010291,0.315764,0.1,0.0315764,0.0247522,1.54481e-11,0.0247522,996.648,0.204852,0.58433,0,0.199877,0.404218,0.0351585,true
28,32,0.0514581,0.0119827,0.394754,0.1,0.0394754,0.00370935,-5.05678e-11,0.00370935,1114.36,0.0867012,0.577983,0.000329653,0.206271,0.48763,0.029383,true
29,32,0.0609563,0.018987,0.419694,0.1,0.0419694,-0.0422569,-1.72763e-11,-0.0422569,1149.02,0.250891,0.490804,0.00337013,0.219864,0.560934,0.0316362,true
30,32,0.0380173,0.00719232,0.30825,0.1,0.030825,-0.00244167,-3.23652e-12,-0.00244167,984.718,0.065096,0.733317,0,0.20299,0.305724,0.0359237,true
31,32,0.0418422,0.0102869,0.315553,0.1,0.0315553,0.0251397,2.93004e-11,0.0251397,996.315,0.20709,0.586507,0,0.199069,0.404141,0.0351412,true
32,32,0.0514369,0.0119663,0.394705,0.1,0.0394705,0.00435178,-1.23683e-11,0.00435178,1114.29,0.0874299,0.580912,0.000412305,0.206745,0.486775,0.0293608,true
33,32,0.0610031,0.0190503,0.419527,0.1,0.0419527,-0.0423946,1.3682e-11,-0.0423946,1148.79,0.255269,0.492167,0.00371202,0.219537,0.562056,0.0316563,true
34,32,0.0380759,0.00717528,0.309006,0.1,0.0309006,-0.00163094,3.83728e-12,-0.00163094,985.925,0.0645883,0.733744,0,0.202345,0.305677,0.0360164,true
35,32,0.0418287,0.0102686,0.315601,0.1,0.0315601,0.025345,-2.4827e-11,0.025345,996.391,0.209124,0.584208,0,0.199805,0.403203,0.0349098,true
36,32,0.0513453,0.0119372,0.394081,0.1,0.0394081,0.00597512,7.36952e-12,0.00597512,1113.41,0.0922678,0.582926,0.000505765,0.206391,0.486725,0.0293873,true
37,32,0.0609997,0.019051,0.419486,0.1,0.0419487,-0.0418501,4.63959e-12,-0.0418501,1148.73,0.253153,0.492025,0.00407203,0.21971,0.561676,0.0315798,true
38,32,0.0380208,0.00717411,0.308467,0.1,0.0308467,-0.00131873,1.55941e-11,-0.00131873,985.065,0.0634278,0.734151,0,0.202251,0.305605,0.0357374,true
39,32,0.0417779,0.0102785,0.314994,0.1,0.0314994,0.025588,1.39499e-11,0.025588,995.433,0.20847,0.584574,0,0.199531,0.403502,0.0350276,true
40,32,0.0513092,0.0119072,0.394021,0.1,0.0394021,0.00513197,1.12797e-11,0.00513197,1113.32,0.0914371,0.585022,0.000590007,0.206175,0.486176,0.0292972,true
41,32,0.0609465,0.0190042,0.419423,0.1,0.0419423,-0.041734,-3.36583e-14,-0.041734,1148.65,0.252334,0.491801,0.00435321,0.218681,0.56169,0.0315884,true
42,32,0.0380919,0.00716655,0.309254,0.1,0.0309254,-0.00193498,-1.67794e-11,-0.00193498,986.32,0.0638338,0.733541,0,0.202501,0.305493,0.0357604,true
43,32,0.0417365,0.0102671,0.314694,0.1,0.0314694,0.0255571,9.99909e-12,0.0255571,994.958,0.206017,0.586222,0,0.199826,0.403851,0.0350938,true
44,32,0.0514318,0.0119843,0.394475,0.1,0.0394475,0.00489323,1.23383e-11,0.00489323,1113.96,0.0906489,0.576965,0.000740687,0.206234,0.487728,0.0293387,true
45,32,0.0609768,0.0190486,0.419282,0.1,0.0419282,-0.042298,1.26694e-11,-0.042298,1148.45,0.255737,0.492106,0.00461737,0.2191,0.561755,0.0315364,true
46,32,0.0378842,0.00713426,0.3075,0.1,0.03075,-0.00157263,-5.121e-12,-0.00157263,983.519,0.0657761,0.735636,0,0.202523,0.304724,0.0356642,true
47,32,0.0418795,0.0102461,0.316334,0.1,0.0316334,0.026433,1.42833e-11,0.026433,997.547,0.210324,0.587016,0,0.199106,0.403237,0.0348611,true
48,32,0.0513282,0.0119719,0.393563,0.1,0.0393563,0.00573896,-1.28916e-11,0.00573896,1112.67,0.0945792,0.578044,0.000825246,0.206252,0.487635,0.0294339,true
49,32,0.0609103,0.0190045,0.419059,0.1,0.0419059,-0.0425618,-5.26489e-11,-0.0425618,1148.15,0.255529,0.491414,0.00499741,0.218805,0.561054,0.0314972,true
50,32,0.0379367,0.00714411,0.307926,0.1,0.0307926,-0.00161171,1.34287e-11,-0.00161171,984.201,0.0663715,0.733744,0,0.202245,0.304732,0.0356247,true
