step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_angular_velocity_norm_mean,finite
0,32,0.085017,0.0351861,0.498309,0.1,0.0498309,0.00659803,-1.55854e-11,0.00659803,1252.02,2.14762,0.477559,0,0.211847,0.642613,0.980977,true
1,32,0.105382,0.0555593,0.498227,0.1,0.0498227,0.00567301,-2.86471e-11,0.00567301,1251.91,2.24473,0.325724,0,0.229627,0.869356,0.988141,true
2,32,0.0806526,0.0308965,0.497561,0.1,0.0497561,0.00593344,1.47437e-11,0.00593344,1251.08,2.24076,0.461121,0,0.208764,0.559997,0.955626,true
3,32,0.073953,0.0240025,0.499505,0.1,0.0499505,0.00612451,2.22807e-11,0.00612451,1253.52,1.84458,0.513774,0,0.202884,0.501488,0.910057,true
4,32,0.082238,0.0323872,0.498508,0.1,0.0498508,0.00547341,-2.47721e-11,0.00547341,1252.27,1.88463,0.496379,0,0.211684,0.634456,0.877397,true
5,32,0.102432,0.0525941,0.498375,0.1,0.0498375,0.00453019,-9.36006e-12,0.00453019,1252.1,1.96937,0.33842,0,0.228428,0.862301,0.88281,true
6,32,0.0777917,0.0280044,0.497873,0.1,0.0497873,0.00488089,-2.24116e-11,0.00488089,1251.47,1.95417,0.465373,0,0.208397,0.553035,0.849835,true
7,32,0.0716537,0.0216753,0.499785,0.1,0.0499785,0.0050805,4.2286e-12,0.0050805,1253.87,1.606,0.524719,0,0.203362,0.494638,0.80887,true
8,32,0.0799335,0.0300699,0.498636,0.1,0.0498636,0.00441401,-1.45363e-11,0.00441401,1252.43,1.65011,0.511251,0,0.2115,0.62632,0.780232,true
9,32,0.10023,0.0503861,0.498437,0.1,0.0498437,0.00347818,8.01164e-12,0.00347818,1252.18,1.71985,0.34491,0,0.228772,0.8585,0.784064,true
10,32,0.0755748,0.02576,0.498148,0.1,0.0498148,0.00384291,1.35998e-11,0.00384291,1251.81,1.69586,0.467773,0,0.207401,0.549107,0.753291,true
11,32,0.0697356,0.0197365,0.499991,0.1,0.0499991,0.00408823,-3.03482e-11,0.00408823,1254.13,1.39578,0.534098,0,0.203188,0.487349,0.714584,true
12,32,0.0781507,0.0282774,0.498733,0.1,0.0498733,0.00339336,-3.43151e-11,0.00339336,1252.55,1.43273,0.518921,0,0.211608,0.62106,0.688849,true
13,32,0.0981172,0.0482719,0.498453,0.1,0.0498453,0.00250663,1.90921e-11,0.00250663,1252.2,1.48838,0.354736,0,0.228433,0.851431,0.691031,true
14,32,0.0737082,0.0238694,0.498388,0.1,0.0498388,0.0029242,-3.35372e-11,0.0029242,1252.12,1.47036,0.470805,0,0.208078,0.544746,0.662578,true
15,32,0.0681954,0.0181879,0.500075,0.1,0.0500075,0.00318003,-1.77493e-12,0.00318003,1254.23,1.20966,0.541646,0,0.20338,0.481133,0.6271,true
16,32,0.0765306,0.0266564,0.498742,0.1,0.0498742,0.00253386,-1.18595e-11,0.00253386,1252.56,1.22467,0.525655,0,0.211376,0.614072,0.602134,true
17,32,0.0964718,0.0466305,0.498413,0.1,0.0498413,0.00163405,8.71832e-12,0.00163405,1252.15,1.27896,0.359843,0,0.228609,0.846506,0.605699,true
18,32,0.0723377,0.0224755,0.498622,0.1,0.0498622,0.00209236,-2.28915e-12,0.00209236,1252.41,1.26602,0.473409,0,0.207857,0.541357,0.581102,true
19,32,0.0668526,0.0168399,0.500127,0.1,0.0500127,0.00242646,3.0858e-11,0.00242646,1254.3,1.02452,0.545715,0,0.203099,0.474388,0.544882,true
20,32,0.0753049,0.0254311,0.498738,0.1,0.0498738,0.00178028,1.68577e-11,0.00178028,1252.56,1.04705,0.530131,0,0.211153,0.608111,0.524531,true
21,32,0.0953785,0.0455445,0.49834,0.1,0.049834,0.000899262,2.82338e-12,0.000899262,1252.05,1.10237,0.36322,0,0.228509,0.844212,0.529227,true
22,32,0.0710555,0.0211723,0.498832,0.1,0.0498832,0.00145694,1.12189e-11,0.00145694,1252.67,1.07475,0.475932,0,0.207765,0.536501,0.505688,true
23,32,0.0658769,0.0158682,0.500087,0.1,0.0500087,0.00183264,-2.80239e-13,0.00183264,1254.25,0.869491,0.550659,0,0.203208,0.470343,0.470596,true
24,32,0.0742543,0.0243892,0.498651,0.1,0.0498651,0.00116561,-5.47155e-14,0.00116561,1252.45,0.887417,0.531576,0,0.210836,0.602249,0.454017,true
25,32,0.0944149,0.0445912,0.498236,0.1,0.0498236,0.000329589,3.07644e-12,0.000329589,1251.92,0.937992,0.36792,0,0.227996,0.841315,0.459606,true
26,32,0.07028,0.0203855,0.498946,0.1,0.0498946,0.000949127,-2.45992e-11,0.000949127,1252.82,0.912594,0.480428,0,0.20809,0.534834,0.439086,true
27,32,0.0651238,0.0151272,0.499966,0.1,0.0499966,0.00136378,2.93743e-12,0.00136378,1254.1,0.725611,0.55544,0,0.202739,0.466219,0.404458,true
28,32,0.0735993,0.0237448,0.498545,0.1,0.0498545,0.000713869,-1.84605e-11,0.000713869,1252.31,0.747274,0.532735,0,0.211423,0.598847,0.391335,true
29,32,0.0937969,0.0439874,0.498095,0.1,0.0498095,-8.03911e-05,2.40918e-11,-8.03911e-05,1251.75,0.793858,0.371155,0,0.229064,0.839268,0.398706,true
30,32,0.0696684,0.0197595,0.499089,0.1,0.0499089,0.00060759,-2.39058e-11,0.00060759,1253,0.775643,0.482869,0,0.207723,0.532652,0.382168,true
31,32,0.0645497,0.0145637,0.49986,0.1,0.049986,0.00103033,1.56566e-12,0.00103033,1253.96,0.606697,0.556315,0,0.202755,0.462849,0.346548,true
32,32,0.0730756,0.0232375,0.498381,0.1,0.0498381,0.000410788,1.5953e-13,0.000410788,1252.11,0.620721,0.534485,0,0.211392,0.594858,0.336652,true
33,32,0.0931198,0.0433241,0.497957,0.1,0.0497957,-0.000352062,-2.16824e-11,-0.000352062,1251.57,0.669802,0.372884,0,0.228569,0.836597,0.345281,true
34,32,0.0692039,0.019287,0.499169,0.1,0.0499169,0.000371621,2.81361e-12,0.000371621,1253.1,0.647834,0.481954,0,0.206833,0.531989,0.331754,true
35,32,0.0641164,0.0141462,0.499702,0.1,0.0499702,0.000862703,6.32065e-12,0.000862703,1253.76,0.491338,0.558329,0,0.203364,0.460359,0.293665,true
36,32,0.072645,0.0228186,0.498264,0.1,0.0498264,0.000275088,1.40304e-11,0.000275088,1251.96,0.514256,0.53127,0,0.210698,0.592323,0.289313,true
37,32,0.0926014,0.042818,0.497834,0.1,0.0497834,-0.000502242,4.2017e-11,-0.000502242,1251.42,0.56887,0.37498,0,0.228118,0.833566,0.30059,true
38,32,0.0688082,0.0188836,0.499246,0.1,0.0499246,0.000292482,9.45137e-12,0.000292482,1253.19,0.545037,0.48586,0,0.20783,0.528924,0.28875,true
39,32,0.063833,0.0138732,0.499598,0.1,0.0499598,0.000843656,3.83397e-12,0.000843656,1253.63,0.398457,0.556478,0,0.203442,0.458605,0.250698,true
40,32,0.0723381,0.0225244,0.498137,0.1,0.0498137,0.000205503,2.25046e-12,0.000205503,1251.8,0.423023,0.533671,0,0.211403,0.589242,0.249374,true
