step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_angular_velocity_norm_mean,finite
0,32,0.0436566,0.00986369,0.337929,0.1,0.0337929,0.0390992,-1.46783e-11,0.0390992,1031.04,0.196869,0.720723,0.0115755,0.200991,0.420041,0.0307715,true
1,32,0.0508815,0.0166393,0.342423,0.1,0.0342423,-0.0499468,-5.44276e-12,-0.0499468,1037.87,0.440711,0.534078,0.00887839,0.212897,0.497909,0.0329547,true
2,32,0.0330727,0.00567663,0.273961,0.1,0.0273961,0.0339313,1.40629e-11,0.0339313,928.335,0.0440853,0.819702,0.000331402,0.196079,0.261825,0.0350451,true
3,32,0.0384641,0.00829104,0.301731,0.1,0.0301731,0.0718018,3.94855e-12,0.0718018,974.25,0.244733,0.714844,0.00224845,0.194179,0.367785,0.0347659,true
4,32,0.0435451,0.00979778,0.337473,0.1,0.0337473,0.0392882,-4.05012e-11,0.0392882,1030.34,0.198262,0.724223,0.0110006,0.200369,0.418365,0.0307435,true
5,32,0.0507973,0.0165737,0.342236,0.1,0.0342236,-0.0500508,-8.96467e-12,-0.0500508,1037.58,0.443376,0.535522,0.00858943,0.21233,0.497011,0.0329479,true
6,32,0.0329041,0.00564249,0.272616,0.1,0.0272616,0.0341861,1.04532e-11,0.0341861,926.054,0.0441195,0.821208,0.000263532,0.196259,0.26083,0.0349127,true
7,32,0.0381872,0.00820159,0.299856,0.1,0.0299856,0.0721119,-2.50273e-11,0.0721119,971.218,0.242733,0.72172,0.00188112,0.194861,0.365413,0.0347548,true
8,32,0.0434043,0.00970724,0.336971,0.1,0.0336971,0.0394661,-1.91265e-11,0.0394661,1029.57,0.198497,0.729553,0.0102282,0.200385,0.415597,0.0305004,true
9,32,0.0507608,0.0165414,0.342194,0.1,0.0342194,-0.0494683,6.6307e-12,-0.0494683,1037.52,0.440121,0.53658,0.00822941,0.212085,0.495858,0.0329907,true
10,32,0.0328622,0.00563857,0.272236,0.1,0.0272236,0.0348066,1.3405e-12,0.0348066,925.409,0.0450525,0.822164,0.000207583,0.196367,0.260246,0.0351008,true
11,32,0.0381509,0.00816388,0.29987,0.1,0.029987,0.0731343,2.97492e-12,0.0731343,971.241,0.245056,0.72288,0.00155814,0.194352,0.364452,0.0350054,true
12,32,0.0434038,0.00971651,0.336873,0.1,0.0336873,0.0393137,-1.0656e-11,0.0393137,1029.42,0.198558,0.728963,0.00960191,0.200522,0.415383,0.0308166,true
13,32,0.0504805,0.0163751,0.341054,0.1,0.0341054,-0.0497278,-1.08779e-11,-0.0497278,1035.79,0.441649,0.537109,0.00788355,0.212293,0.493236,0.0329165,true
14,32,0.0327322,0.00560044,0.271317,0.1,0.0271317,0.0349472,1.19029e-12,0.0349472,923.845,0.0450036,0.823507,0.000167529,0.196376,0.259223,0.0352259,true
15,32,0.0380727,0.0081382,0.299345,0.1,0.0299345,0.0733191,3.27938e-11,0.0733191,970.391,0.244037,0.725321,0.001369,0.194098,0.364353,0.0349431,true
16,32,0.043278,0.00965566,0.336224,0.1,0.0336224,0.0401738,-2.53615e-11,0.0401738,1028.43,0.202164,0.730021,0.00900761,0.200164,0.413972,0.0308428,true
17,32,0.0504024,0.0163465,0.340559,0.1,0.0340559,-0.0503299,2.25046e-11,-0.0503299,1035.04,0.449013,0.539286,0.0074323,0.211975,0.492187,0.0331013,true
18,32,0.0327308,0.00561753,0.271133,0.1,0.0271133,0.0349442,-1.4748e-11,0.0349442,923.531,0.0445858,0.824565,0.00012366,0.196307,0.260178,0.0352281,true
19,32,0.0380059,0.00805895,0.29947,0.1,0.029947,0.073272,2.14878e-11,0.073272,970.593,0.244896,0.730916,0.00116698,0.1935,0.362408,0.0348291,true
20,32,0.0431517,0.00959098,0.335607,0.1,0.0335607,0.0398465,-2.8441e-11,0.0398465,1027.49,0.202025,0.734273,0.00821527,0.200303,0.411942,0.0307297,true
21,32,0.05031,0.0162909,0.340191,0.1,0.0340191,-0.0508371,2.05839e-11,-0.0508371,1034.48,0.457144,0.538981,0.00701459,0.211324,0.490952,0.033014,true
22,32,0.0326031,0.00556487,0.270382,0.1,0.0270382,0.0354875,1.79487e-11,0.0354875,922.253,0.0450491,0.827677,9.26654e-05,0.196038,0.258747,0.0353986,true
23,32,0.0380085,0.00804121,0.299673,0.1,0.0299673,0.0735857,-5.05855e-13,0.0735857,970.922,0.244378,0.734212,0.000904401,0.19397,0.362048,0.0349721,true
24,32,0.0430308,0.00953128,0.334995,0.1,0.0334995,0.0407444,-1.18512e-11,0.0407444,1026.55,0.203459,0.738973,0.00765896,0.20018,0.410074,0.0306957,true
25,32,0.0501146,0.016222,0.338927,0.1,0.0338927,-0.0505573,1.89502e-11,-0.0505573,1032.56,0.459334,0.540934,0.00663503,0.211958,0.490074,0.0331331,true
26,32,0.0326182,0.00558254,0.270356,0.1,0.0270356,0.0356046,-8.33592e-13,0.0356046,922.208,0.0454008,0.827047,6.86646e-05,0.196382,0.259201,0.0355381,true
27,32,0.0377753,0.00795494,0.298203,0.1,0.0298203,0.0746599,7.45406e-12,0.0746599,968.538,0.245064,0.738912,0.000809828,0.193983,0.359648,0.0350312,true
28,32,0.0429149,0.00947628,0.334386,0.1,0.0334386,0.0417895,1.66664e-11,0.0417895,1025.62,0.209085,0.742045,0.00720867,0.199572,0.409295,0.0308185,true
29,32,0.0501666,0.016217,0.339496,0.1,0.0339496,-0.0506734,1.91938e-11,-0.0506734,1033.42,0.459375,0.539144,0.00644732,0.211308,0.48923,0.0331523,true
