step,loss,tracking,position,velocity,attitude,omega,clf,outward,tail,du,ddu,sat,grad_norm,seconds,success_rate,tail_success_rate,invalid_fraction,full_position_mean,full_position_max_mean,full_position_max_std,full_angle_mean,full_angle_max_mean,full_angle_max_std,full_linear_velocity_mean,full_linear_velocity_max_mean,full_linear_velocity_max_std,full_angular_velocity_mean,full_angular_velocity_max_mean,full_angular_velocity_max_std,full_angular_acceleration_mean,full_angular_acceleration_max_mean,full_angular_acceleration_max_std,full_action_mean,full_action_max_mean,full_action_max_std,full_action_relative_mean,full_action_relative_max_mean,full_action_relative_max_std,tail_position_mean,tail_position_max_mean,tail_position_max_std,tail_angle_mean,tail_angle_max_mean,tail_angle_max_std,tail_linear_velocity_mean,tail_linear_velocity_max_mean,tail_linear_velocity_max_std,tail_angular_velocity_mean,tail_angular_velocity_max_mean,tail_angular_velocity_max_std,tail_angular_acceleration_mean,tail_angular_acceleration_max_mean,tail_angular_acceleration_max_std,tail_action_mean,tail_action_max_mean,tail_action_max_std,tail_action_relative_mean,tail_action_relative_max_mean,tail_action_relative_max_std,full_position_settling_fraction_10mm,tail_position_settling_fraction_10mm
11,107.33537292480469,6.591620445251465,5.827014446258545,0.5582741498947144,0.1586659848690033,0.04765993356704712,0.023909294977784157,825.5748901367188,18.185392379760742,1.6194314866879722e-07,3.642119494884355e-08,0.0,5672.2021484375,41.31859685399104,0.0,0.0,0.0,7.808650016784668,22.251251220703125,11.258444786071777,1.412142038345337,3.1344683170318604,0.0056944251991808414,5.0505499839782715,10.084498405456543,5.037052154541016,13.079551696777344,47.568565368652344,80.50086975097656,34.4787712097168,496.5946960449219,2831.126708984375,0.021360035985708237,0.04522532969713211,0.006709658075124025,0.010680017992854118,0.022612664848566055,0.0033548295032233,20.05253791809082,22.251251220703125,11.258444786071777,1.6218798160552979,3.09413480758667,0.03471273556351662,9.476888656616211,10.062665939331055,5.064291477203369,37.650211334228516,47.568565368652344,80.50086975097656,218.83030700683594,496.5946960449219,2831.126708984375,0.0421539768576622,0.04522532969713211,0.006709658075124025,0.0210769884288311,0.022612664848566055,0.0033548295032233,0.0,0.0
12,75.34650421142578,5.481802940368652,4.824919700622559,0.45609232783317566,0.1548444777727127,0.04598776996135712,0.017653867602348328,545.5409545898438,15.308772087097168,1.4412351845294324e-07,3.0848703147512424e-08,0.0,3061.648193359375,45.07067039597314,0.0,0.0,0.0,7.286416530609131,20.977855682373047,9.862083435058594,1.3948601484298706,3.1348166465759277,0.005330626852810383,4.73305606842041,9.634872436523438,4.372732162475586,13.409818649291992,45.44000244140625,22.07762908935547,26.10795021057129,341.1754455566406,814.1597900390625,0.022922685369849205,0.049303580075502396,0.005949243437498808,0.011461342684924603,0.02465178817510605,0.002974621718749404,18.857208251953125,20.977855682373047,9.862083435058594,1.6068530082702637,3.0924932956695557,0.03541062772274017,9.049229621887207,9.61383056640625,4.401179313659668,38.19755935668945,45.44000244140625,22.07762908935547,155.59085083007812,341.1754455566406,814.1597900390625,0.0462704636156559,0.049303580075502396,0.005949243437498808,0.02313523180782795,0.02465178817510605,0.002974621718749404,0.0,0.0
13,64.96451568603516,5.095148086547852,4.451632499694824,0.4393954277038574,0.15389852225780487,0.0501997172832489,0.01623031310737133,450.37884521484375,14.830564498901367,1.5274228815087554e-07,3.290070793582345e-08,0.0,3317.2666015625,48.82488748093601,0.0,0.0,0.0,6.482448101043701,18.761869430541992,8.51207160949707,1.3928431272506714,3.1349196434020996,0.005332430358976126,4.296451091766357,8.836912155151367,3.6734018325805664,14.305763244628906,48.96571350097656,21.835586547851562,26.98521614074707,383.5590515136719,852.2282104492188,0.02486390806734562,0.05382687598466873,0.005112737417221069,0.01243195403367281,0.026913437992334366,0.002556368475779891,16.81808853149414,18.761869430541992,8.51207160949707,1.6058731079101562,3.0926098823547363,0.037840817123651505,8.298663139343262,8.823481559753418,3.692406415939331,41.153377532958984,48.96571350097656,21.835586547851562,165.91140747070312,383.5590515136719,852.2282104492188,0.050603702664375305,0.05382687598466873,0.005112737417221069,0.025301851332187653,0.026913437992334366,0.002556368475779891,0.0,0.0
14,42.42443084716797,4.4970269203186035,3.9359235763549805,0.35272613167762756,0.15316620469093323,0.0552060566842556,0.012452146969735622,251.31838989257812,12.794319152832031,2.262486731297031e-07,5.561483362725994e-08,0.0,2116.02490234375,52.581973292981274,0.0,0.0,0.0,5.6790266036987305,14.945619583129883,6.871302127838135,1.3968405723571777,3.134575843811035,0.005524944514036179,3.446824550628662,6.607381820678711,3.2303709983825684,15.085237503051758,53.644554138183594,32.49365234375,30.973840713500977,496.59649658203125,1321.1485595703125,0.02619602344930172,0.05694315582513809,0.00484560988843441,0.01309801172465086,0.028471577912569046,0.0024228047113865614,13.546557426452637,14.94178581237793,6.877665996551514,1.5976192951202393,3.0927042961120605,0.039908722043037415,6.173540115356445,6.561944007873535,3.2797558307647705,43.84933853149414,53.644554138183594,32.49365234375,201.35110473632812,496.59649658203125,1321.1485595703125,0.05347640812397003,0.05694315582513809,0.00484560988843441,0.026738205924630165,0.028471577912569046,0.0024228047113865614,0.0,0.0
15,20.67233657836914,3.477743625640869,3.0358309745788574,0.23041577637195587,0.15282411873340607,0.05868352949619293,0.0067983027547597885,78.3865737915039,9.355836868286133,2.7591474349719647e-07,6.688000553367601e-08,0.0,825.9324951171875,56.32629445102066,0.0,0.0,0.0,5.6741156578063965,13.946502685546875,5.9908623695373535,1.4094626903533936,3.13421630859375,0.005556594114750624,3.170712471008301,5.467084884643555,2.395007371902466,16.012277603149414,58.017303466796875,58.640323638916016,35.82114028930664,633.7693481445312,2314.718505859375,0.027195392176508904,0.05773273855447769,0.004990058019757271,0.013597696088254452,0.028866369277238846,0.0024950287770479918,12.839936256408691,13.940338134765625,5.999545574188232,1.5938410758972168,3.09354305267334,0.03714248538017273,5.004758834838867,5.275555610656738,2.5490007400512695,46.30591583251953,58.017303466796875,58.640323638916016,243.20730590820312,633.7693481445312,2314.718505859375,0.0540754534304142,0.05773273855447769,0.004990058019757271,0.0270377304404974,0.028866369277238846,0.0024950287770479918,0.0,0.0
16,20.88714599609375,3.8913345336914062,3.442751407623291,0.22897683084011078,0.1545645147562027,0.06503203511238098,0.007943090982735157,70.45894622802734,9.9495210647583,4.936237019137479e-07,1.3220716255091247e-07,0.0,1065.925537109375,60.06885635096114,0.0,0.0,0.0,6.414449691772461,16.061832427978516,6.81471586227417,1.4214810132980347,3.1347386837005615,0.005563920829445124,3.592907667160034,6.157440185546875,2.6076388359069824,16.747669219970703,64.88168334960938,63.879085540771484,47.428958892822266,926.1951293945312,2546.575439453125,0.02779238112270832,0.05819001421332359,0.005824154708534479,0.013896189630031586,0.029095007106661797,0.002912078285589814,14.780373573303223,16.061817169189453,6.814733505249023,1.6040844917297363,3.0931944847106934,0.0384858176112175,5.745980739593506,6.052658557891846,2.711054801940918,48.96902084350586,64.88168334960938,63.879085540771484,344.870849609375,926.1951293945312,2546.575439453125,0.054025664925575256,0.05819001421332359,0.005824154708534479,0.027012832462787628,0.029095007106661797,0.002912078285589814,0.0,0.0
17,22.030363082885742,4.113491535186768,3.6455440521240234,0.24376578629016876,0.1555064469575882,0.06866850703954697,0.008760412223637104,74.50692749023438,10.466222763061523,6.258835014705255e-07,1.683050214751347e-07,0.0,1386.883544921875,63.815041546942666,0.0,0.0,0.0,5.42678165435791,12.659208297729492,5.522148609161377,1.419260859489441,3.1345765590667725,0.005543553736060858,3.018152952194214,5.073783874511719,2.0796926021575928,16.334672927856445,57.507225036621094,48.14665603637695,37.32379913330078,638.9951782226562,1927.69775390625,0.02729550004005432,0.057254619896411896,0.005481771193444729,0.01364775002002716,0.028627309948205948,0.0027408853638917208,11.697710037231445,12.647368431091309,5.539172649383545,1.5971862077713013,3.095038414001465,0.03638944774866104,4.637170314788818,4.910661697387695,2.215869903564453,46.40968704223633,57.507225036621094,48.14665603637695,252.55389404296875,638.9951782226562,1927.69775390625,0.053063973784446716,0.057254619896411896,0.005481771193444729,0.026531986892223358,0.028627309948205948,0.0027408853638917208,0.0,0.0
18,15.50725269317627,3.488771915435791,3.0849242210388184,0.18663279712200165,0.15441222488880157,0.06279183179140091,0.005900172051042318,34.24534606933594,8.593863487243652,4.3132183691341197e-07,8.220408886927544e-08,0.0,894.395751953125,67.56157418398652,0.0,0.0,0.0,4.085369110107422,8.889806747436523,3.859693765640259,1.406237006187439,3.1350831985473633,0.005054410081356764,2.3765783309936523,4.453042030334473,1.8550478219985962,15.080410957336426,48.624786376953125,15.570632934570312,25.19582176208496,325.6134033203125,621.852294921875,0.02563786879181862,0.05481785163283348,0.004641320090740919,0.01281893439590931,0.02740892581641674,0.0023206607438623905,8.114373207092285,8.850349426269531,3.9124391078948975,1.5897341966629028,3.0921316146850586,0.03749770671129227,3.968506336212158,4.286581039428711,1.9774744510650635,42.01105499267578,48.624786376953125,15.570632934570312,146.16409301757812,325.6134033203125,621.852294921875,0.05095749720931053,0.05481785163283348,0.004641320090740919,0.025478748604655266,0.02740892581641674,0.0023206607438623905,0.0,0.0
19,9.021712303161621,2.3674027919769287,2.0340700149536133,0.12174058705568314,0.1539476215839386,0.05766420066356659,0.0029941084794700146,10.6158447265625,5.593062877655029,3.738423970389704e-07,5.9249845918429855e-08,0.0,221.22279357910156,71.31167640001513,0.0,0.0,0.0,3.7509753704071045,9.132112503051758,4.125439167022705,1.4016265869140625,3.1353373527526855,0.005211780313402414,2.3763701915740967,4.7733306884765625,2.1222240924835205,14.110321998596191,44.6934928894043,8.873821258544922,20.27561378479004,222.6490478515625,325.94927978515625,0.02418297715485096,0.05228715389966965,0.004196797031909227,0.01209148857742548,0.026143576949834824,0.0020983985159546137,8.182974815368652,9.107367515563965,4.15721321105957,1.5923528671264648,3.094078302383423,0.03873155266046524,4.390552997589111,4.725571632385254,2.1735172271728516,39.19651412963867,44.6934928894043,8.873821258544922,106.64007568359375,222.6490478515625,325.94927978515625,0.049082569777965546,0.05228715389966965,0.004196797031909227,0.024541284888982773,0.026143576949834824,0.0020983985159546137,0.0,0.0
20,9.138652801513672,2.1230013370513916,1.789535641670227,0.1289534866809845,0.15296205878257751,0.05158130079507828,0.002895871875807643,13.403685569763184,5.6755475997924805,2.9572848347925174e-07,4.10936848993515e-08,0.0,227.70883178710938,75.05043062695768,0.0,0.0,0.0,3.69755482673645,9.088088989257812,3.7363457679748535,1.3946616649627686,3.135338306427002,0.0052048880606889725,2.30377459526062,4.394382476806641,1.9543460607528687,12.857322692871094,39.8082275390625,6.617992401123047,14.443699836730957,114.09020233154297,189.25624084472656,0.02198595367372036,0.047784510999917984,0.0037067634984850883,0.01099297683686018,0.023892253637313843,0.0018533819820731878,8.205512046813965,9.081275939941406,3.7472288608551025,1.5793849229812622,3.0951499938964844,0.032760776579380035,4.0563645362854,4.319634437561035,2.0354983806610107,35.36404037475586,39.8082275390625,6.617992401123047,61.3715934753418,114.09020233154297,189.25624084472656,0.04503870755434036,0.047784510999917984,0.0037067634984850883,0.02251935377717018,0.023892253637313843,0.0018533819820731878,0.0,0.0
21,9.490873336791992,2.1854970455169678,1.8585036993026733,0.12754684686660767,0.1527261883020401,0.04674210399389267,0.0029177467804402113,14.383652687072754,5.867182731628418,2.0066647721250774e-07,2.7965619153746957e-08,0.0,291.1097717285156,78.79280349891633,0.0,0.0,0.0,3.273430824279785,7.384486675262451,3.542797088623047,1.3973851203918457,3.135723114013672,0.004907106980681419,2.033991575241089,3.7797093391418457,1.8424944877624512,11.706209182739258,35.21540451049805,5.155892372131348,10.483396530151367,53.32073974609375,70.3987045288086,0.01966535672545433,0.04213942214846611,0.0034261916298419237,0.009832678362727165,0.021069712936878204,0.0017130958149209619,6.6670966148376465,7.3288421630859375,3.6102046966552734,1.5777255296707153,3.096238136291504,0.03426177799701691,3.4444596767425537,3.6836256980895996,1.9434813261032104,31.553871154785156,35.21540451049805,5.155892372131348,33.69163513183594,53.32073974609375,70.3987045288086,0.03975360840559006,0.04213942214846611,0.0034261916298419237,0.01987680420279503,0.021069712936878204,0.0017130958149209619,0.0,0.0
22,6.482933521270752,1.7112300395965576,1.4243820905685425,0.09371697157621384,0.1528216302394867,0.04031971096992493,0.0017719253664836287,5.133427619934082,4.258699417114258,1.1436834057576561e-07,1.7897313853154628e-08,0.0,195.21263122558594,82.53563017293345,0.0,0.0,0.0,2.792253017425537,6.405495643615723,3.055014133453369,1.4048770666122437,3.1353511810302734,0.00515157263725996,1.9796572923660278,4.063746452331543,1.8620312213897705,10.489025115966797,30.417034149169922,4.147461414337158,8.627767562866211,29.630290985107422,20.323444366455078,0.0170143935829401,0.0356036014854908,0.0029674842953681946,0.008507197722792625,0.0178018007427454,0.0014837422640994191,5.590773582458496,6.323400497436523,3.146866798400879,1.5891642570495605,3.0981125831604004,0.030097048729658127,3.703296422958374,4.001358985900879,1.9314807653427124,27.38888168334961,30.417034149169922,4.147461414337158,21.851531982421875,29.630290985107422,20.323444366455078,0.03340407460927963,0.0356036014854908,0.0029674842953681946,0.016702037304639816,0.0178018007427454,0.0014837422640994191,0.0,0.0
23,5.389253616333008,1.3726494312286377,1.0931980609893799,0.09120646119117737,0.153815358877182,0.034442171454429626,0.0013661117991432548,4.525543212890625,3.5642881393432617,8.843308307859843e-08,1.625734569188353e-08,0.0,88.32303619384766,86.27434055996127,0.0,0.0,0.0,2.678185224533081,5.70775032043457,2.8509819507598877,1.4067798852920532,3.135633945465088,0.0049256375059485435,1.8036695718765259,3.491054058074951,1.6530382633209229,9.592672348022461,26.941913604736328,3.734707832336426,7.272552967071533,19.370121002197266,9.245514869689941,0.015054425224661827,0.030505863949656487,0.002719867043197155,0.0075272126123309135,0.015252932906150818,0.0013599337544292212,5.021309852600098,5.606663703918457,2.9391860961914062,1.5859930515289307,3.0994365215301514,0.02926226705312729,3.160289764404297,3.408433675765991,1.7266747951507568,24.36347198486328,26.941913604736328,3.734707832336426,15.7368745803833,19.36632537841797,9.248047828674316,0.02855202928185463,0.030505863949656487,0.002719867043197155,0.014276014640927315,0.015252932906150818,0.0013599337544292212,0.0,0.0
24,4.518370151519775,1.2723428010940552,1.0159409046173096,0.07491618394851685,0.15264678001403809,0.02884875237941742,0.0009964227210730314,2.463954448699951,3.0001461505889893,7.657704514940633e-08,1.568826135667223e-08,0.0,83.68964385986328,90.01583042298444,0.0,0.0,0.0,2.558624744415283,4.766859531402588,2.3855538368225098,1.3934152126312256,3.13590669631958,0.004991437308490276,1.5024876594543457,2.539520263671875,1.1914087533950806,8.4105806350708,23.0047550201416,3.5264952182769775,6.2209320068359375,14.30164909362793,6.6987223625183105,0.012879494577646255,0.025401782244443893,0.002810172736644745,0.006439747288823128,0.012700892053544521,0.001405086019076407,4.296756744384766,4.637955665588379,2.48024845123291,1.5755165815353394,3.1034493446350098,0.028081683441996574,2.1522767543792725,2.315171241760254,1.3007112741470337,20.866981506347656,23.0047550201416,3.5264952182769775,12.345526695251465,14.215862274169922,6.717735767364502,0.023689942434430122,0.025401782244443893,0.002810172736644745,0.011844971217215061,0.012700892053544521,0.001405086019076407,0.0,0.0
25,3.8340671062469482,1.2064919471740723,0.9738337397575378,0.05467236787080765,0.15333589911460876,0.02467120625078678,0.0007449357071891427,1.2409734725952148,2.5038390159606934,7.48385602378221e-08,1.5506563144640495e-08,0.0,77.18131256103516,93.75813694891986,0.0,0.0,0.0,2.4145846366882324,4.564387798309326,2.1271917819976807,1.4012423753738403,3.136030912399292,0.00488303042948246,1.4993679523468018,2.4346213340759277,0.9079696536064148,7.426980018615723,19.208396911621094,2.871630907058716,5.85357141494751,13.863128662109375,4.056471347808838,0.010709317401051521,0.020103078335523605,0.002194399246945977,0.005354659166187048,0.010051537305116653,0.0010971998563036323,4.085556983947754,4.441950798034668,2.2218735218048096,1.5672005414962769,3.104120969772339,0.025210445746779442,2.1263766288757324,2.2531824111938477,0.9959614276885986,17.540910720825195,19.208396911621094,2.871630907058716,12.246527671813965,13.667766571044922,4.051189422607422,0.018518777564167976,0.020103078335523605,0.002194399246945977,0.009259389713406563,0.010051537305116653,0.0010971998563036323,0.0,0.0
