teacher_count,condition,train_seed,eval_domain,eval_seed,success_rate,mean_final_position_norm,mean_final_velocity_norm,mean_final_angular_velocity_norm,invalid_or_nan_rate,mean_action_norm,skipped_updates,training_nan_inf,checkpoint
16,diff_init,2,narrow,10000,0,3.91117,5.33315,1.52984,0,0.365825,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_16/seed_2/checkpoint.h5
16,diff_init,2,narrow,10001,0,3.95618,5.41669,1.64046,0,0.364413,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_16/seed_2/checkpoint.h5
16,diff_init,2,narrow,10002,0,3.93951,5.37931,1.71693,0,0.367712,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_16/seed_2/checkpoint.h5
16,diff_init,2,medium,10000,0,3.62124,4.84638,1.52903,0,0.353761,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_16/seed_2/checkpoint.h5
16,diff_init,2,medium,10001,0,3.71913,5.00859,1.66916,0,0.354726,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_16/seed_2/checkpoint.h5
16,diff_init,2,medium,10002,0,3.56915,4.87515,1.61236,0,0.348531,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_16/seed_2/checkpoint.h5
32,scratch,0,fixed,10000,0,7.64134,12.4117,10.7464,0,0.0715277,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_0/checkpoint.h5
32,scratch,0,fixed,10001,0,7.43352,12.082,10.2588,0,0.0677552,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_0/checkpoint.h5
32,scratch,0,fixed,10002,0,7.44358,12.1168,10.9073,0,0.0674581,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_0/checkpoint.h5
32,scratch,0,narrow,10000,0,7.33917,11.9512,11.3251,0,0.067957,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_0/checkpoint.h5
32,scratch,0,narrow,10001,0,7.41783,12.1291,11.6973,0,0.0693814,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_0/checkpoint.h5
32,scratch,0,narrow,10002,0,7.69061,12.4797,12.1734,0,0.0700155,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_0/checkpoint.h5
32,scratch,0,medium,10000,0,7.19267,11.7544,11.9677,0,0.0697043,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_0/checkpoint.h5
32,scratch,0,medium,10001,0,7.35012,12.0429,12.2917,0,0.0726809,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_0/checkpoint.h5
32,scratch,0,medium,10002,0,7.15437,11.8056,11.9743,0,0.0701885,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_0/checkpoint.h5
32,diff_init,0,fixed,10000,0,4.22845,5.79261,1.60115,0,0.380838,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_0/checkpoint.h5
32,diff_init,0,fixed,10001,0,4.13203,5.70692,1.53243,0,0.374493,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_0/checkpoint.h5
32,diff_init,0,fixed,10002,0,4.11243,5.67931,1.57168,0,0.373935,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_0/checkpoint.h5
32,diff_init,0,narrow,10000,0,3.90051,5.31484,1.53471,0,0.369205,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_0/checkpoint.h5
32,diff_init,0,narrow,10001,0,3.94531,5.39768,1.64638,0,0.36777,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_0/checkpoint.h5
32,diff_init,0,narrow,10002,0,3.9275,5.35913,1.72348,0,0.371019,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_0/checkpoint.h5
32,diff_init,0,medium,10000,0,3.61002,4.82711,1.53402,0,0.357046,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_0/checkpoint.h5
32,diff_init,0,medium,10001,0,3.70779,4.9887,1.67527,0,0.35799,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_0/checkpoint.h5
32,diff_init,0,medium,10002,0,3.5571,4.85487,1.61685,0,0.351753,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_0/checkpoint.h5
32,scratch,1,fixed,10000,0,7.68781,12.317,5.88243,0,0.0880538,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_1/checkpoint.h5
32,scratch,1,fixed,10001,0,7.44648,12.2269,6.32577,0,0.0876798,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_1/checkpoint.h5
32,scratch,1,fixed,10002,0,7.44967,12.129,5.82684,0,0.0899196,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_1/checkpoint.h5
32,scratch,1,narrow,10000,0,7.28695,11.9653,5.44387,0,0.0869909,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_1/checkpoint.h5
32,scratch,1,narrow,10001,0,7.42944,12.2182,5.85641,0,0.0877142,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_1/checkpoint.h5
32,scratch,1,narrow,10002,0,7.65133,12.3325,6.36762,0,0.092247,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_1/checkpoint.h5
32,scratch,1,medium,10000,0,7.17761,11.8267,5.58981,0,0.0860885,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_1/checkpoint.h5
32,scratch,1,medium,10001,0,7.36691,12.1702,6.12643,0,0.0873063,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_1/checkpoint.h5
32,scratch,1,medium,10002,0,7.19952,11.9354,6.14829,0,0.0893588,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_1/checkpoint.h5
32,diff_init,1,fixed,10000,0,4.22345,5.78406,1.60649,0,0.382512,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_1/checkpoint.h5
32,diff_init,1,fixed,10001,0,4.12722,5.69832,1.53763,0,0.376124,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_1/checkpoint.h5
32,diff_init,1,fixed,10002,0,4.10749,5.67078,1.57609,0,0.375551,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_1/checkpoint.h5
32,diff_init,1,narrow,10000,0,3.89506,5.30534,1.53998,0,0.370884,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_1/checkpoint.h5
32,diff_init,1,narrow,10001,0,3.94021,5.38874,1.65147,0,0.369421,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_1/checkpoint.h5
32,diff_init,1,narrow,10002,0,3.92222,5.35011,1.72924,0,0.372651,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_1/checkpoint.h5
32,diff_init,1,medium,10000,0,3.60425,4.81715,1.53935,0,0.358684,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_1/checkpoint.h5
32,diff_init,1,medium,10001,0,3.70247,4.97949,1.68078,0,0.359607,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_1/checkpoint.h5
32,diff_init,1,medium,10002,0,3.55168,4.84536,1.62182,0,0.35334,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_1/checkpoint.h5
32,scratch,2,fixed,10000,0,7.65871,12.1737,29.2102,0,0.18891,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_2/checkpoint.h5
32,scratch,2,fixed,10001,0,7.55221,12.0678,28.4861,0,0.184139,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_2/checkpoint.h5
32,scratch,2,fixed,10002,0,7.48539,11.938,28.3672,0,0.185543,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_2/checkpoint.h5
32,scratch,2,narrow,10000,0,7.53537,12.0855,28.769,0,0.175898,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_2/checkpoint.h5
32,scratch,2,narrow,10001,0,7.50333,12.0492,28.4239,0,0.172282,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_2/checkpoint.h5
32,scratch,2,narrow,10002,0,7.5589,12.0895,29.2339,0,0.177738,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_2/checkpoint.h5
32,scratch,2,medium,10000,0,7.4793,12.0296,29.1347,0,0.177373,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_2/checkpoint.h5
32,scratch,2,medium,10001,0,7.44783,11.9529,29.0561,0,0.179881,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_2/checkpoint.h5
32,scratch,2,medium,10002,0,7.26546,11.8025,27.9551,0,0.176407,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/scratch/teachers_32/seed_2/checkpoint.h5
32,diff_init,2,fixed,10000,0,4.24274,5.81799,1.58205,0,0.376183,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_2/checkpoint.h5
32,diff_init,2,fixed,10001,0,4.14719,5.73335,1.51319,0,0.369863,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_2/checkpoint.h5
32,diff_init,2,fixed,10002,0,4.12654,5.70425,1.5523,0,0.36925,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_2/checkpoint.h5
32,diff_init,2,narrow,10000,0,3.91547,5.34141,1.51727,0,0.364678,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_2/checkpoint.h5
32,diff_init,2,narrow,10001,0,3.95988,5.42311,1.62899,0,0.363244,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_2/checkpoint.h5
32,diff_init,2,narrow,10002,0,3.94148,5.38413,1.70673,0,0.366516,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_2/checkpoint.h5
32,diff_init,2,medium,10000,0,3.62567,4.85433,1.51868,0,0.352688,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_2/checkpoint.h5
32,diff_init,2,medium,10001,0,3.72259,5.01399,1.65926,0,0.353611,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_2/checkpoint.h5
32,diff_init,2,medium,10002,0,3.57185,4.88021,1.60104,0,0.347436,0,0,/home/lvmingyang/raptor_diff_20260531_215150/diffphys/rl-tools/runs/teacher_cost_pilot/mini_teachers_2026-06-02/diff_init/teachers_32/seed_2/checkpoint.h5
