step,loss,position,velocity,attitude,omega,motor,smooth,seconds
1,12284.1416015625,11757.966796875,510.15338134765625,13.597126960754395,2.430623769760132,7.279398772652712e-08,1.4693267436083346e-11,1.1866565610980615
