seed,group,phase,rows,first_step,last_step,first_loss,median_loss,final_loss,loss_slope,median_final_p,median_final_v,median_final_w,final_p,final_v,final_w,median_actor_grad_norm_pre_clip,actor_grad_clip_fraction,median_actor_grad_clip_scale,median_action_grad_norm_pre_clip,action_grad_clip_fraction,median_action_grad_clip_scale,action_mean,action_std,action_abs_mean,action_saturation_ratio,action_delta_mean,action_delta_max,loss_position_fraction,loss_velocity_fraction,loss_angular_velocity_fraction,loss_terminal_position_fraction,loss_terminal_velocity_fraction,loss_terminal_angular_velocity_fraction,training_success_rate,eval_euler_success,eval_l2f_success
7,success_control,H64_easy,500,1000,1499,587.109,527.2715000000001,308.36,-0.5586152304609219,1.167635,3.18716,0.9355454999999999,0.926903,2.47658,0.576885,100.411,0.924,0.4979525,798.1,1.0,0.01252975,0.14779599999999998,0.07575180000000001,0.15354649999999997,0.0,0.006776175,0.0785269,0.005562377769680629,0.011427358916800913,0.004247489394482096,0.12472880798630206,0.7737738664402316,0.050402749853833737,0.0,0.29333333333333333,0.11666666666666665
7,success_control,H128_easy,2500,1500,3999,1169.31,873.788,2826.3,0.663061224489796,2.10077,2.29681,2.895175,2.40115,5.08428,6.04474,183.24599999999998,0.9944,0.272857,6441.485,1.0,0.001552435,0.49518949999999995,0.12278649999999999,0.4952725,0.0,0.014363899999999999,0.173881,0.01448460922586817,0.006032549850645752,0.010303724505164587,0.2820262600429294,0.26106233936206485,0.3542887371791672,0.0,0.29333333333333333,0.11666666666666665
7,success_control,H128_medium,2000,4000,5999,3413.87,763.6945000000001,953.501,-1.2307998999499747,2.328285,2.3636600000000003,1.7021950000000001,2.56529,2.47777,1.54237,194.459,0.9845,0.2571235,12864.35,1.0,0.000777341,0.6045195,0.09810479999999999,0.6045670000000001,0.0,0.007268395,0.210515,0.021367977738792253,0.009769786042325644,0.008439716826775686,0.3929024267797822,0.3697946674995426,0.11626798586386781,0.0,0.29333333333333333,0.11666666666666665
7,success_control,H128_full,6000,6000,11999,684.816,154.025,852.964,0.028029338223037176,1.1150099999999998,0.572636,0.8117650000000001,0.665394,1.19435,5.42054,211.1655,0.993,0.23678100000000002,4074.635,1.0,0.00245421,0.672515,0.09925085,0.6725975,0.0,0.00731393,0.2372785,0.04470701222415402,0.012683355231347605,0.022391178188235248,0.49051561888986084,0.12319957828436076,0.12872474240013126,0.5,0.29333333333333333,0.11666666666666665
9,failed,H16_easy,500,0,499,5486.16,356.829,76.0018,-10.842000400801602,0.16021950000000001,1.03625,3.0742599999999998,0.127432,0.984772,0.832463,84.16990000000001,0.902,0.59404,713.1949999999999,1.0,0.014021450000000001,0.017285500000000002,0.1118625,0.0926583,0.0,0.009770615,0.05971805,0.000515079343976841,0.001780148175225255,0.02596463314344053,0.0036671965985813028,0.11893103481582895,0.7991311070614004,0.75,0.27666666666666667,0.22666666666666666
9,failed,H32_easy,500,500,999,165.748,266.3145,224.29,0.1173186372745491,0.39748700000000003,2.01717,1.282235,0.427289,2.00235,0.784422,91.7224,0.93,0.545123,453.66650000000004,1.0,0.0220427,0.03155335,0.0638548,0.059117050000000004,0.0,0.0064692,0.06041645,0.0021975033312715483,0.008817884552727393,0.019907044579115112,0.030324199523202467,0.6452697772373073,0.17402285845764864,0.5,0.27666666666666667,0.22666666666666666
9,failed,H64_easy,500,1000,1499,647.904,599.4639999999999,469.166,-0.3581923847695391,1.22132,3.44028,0.945476,1.11632,3.02767,0.845613,98.67865,0.954,0.5066955,740.3420000000001,1.0,0.0135073,0.08634005,0.059743450000000003,0.09512385000000001,0.0,0.00543425,0.06970889999999999,0.005168982853432622,0.01118561109550922,0.004741492599461458,0.11987795799509926,0.7909816462257637,0.04295639344077451,0.0,0.27666666666666667,0.22666666666666666
9,failed,H128_easy,2500,1500,3999,2427.19,1147.98,1928.46,-0.1995718287314926,2.910285,3.59632,1.160675,2.67278,3.00318,5.75454,164.161,0.9884,0.30457900000000004,5192.18,1.0,0.001925975,0.3582025,0.09956485,0.359027,0.0,0.01074595,0.141043,0.01563439104507243,0.00844570246470758,0.003268863871759135,0.3663305646630235,0.4991251569628333,0.03308010179426711,0.0,0.27666666666666667,0.22666666666666666
9,failed,H128_medium,2000,4000,5999,2196.74,1481.4250000000002,4856.35,1.330470235117559,2.5240400000000003,3.4653650000000003,3.221945,4.22534,7.47856,6.85641,182.88150000000002,0.988,0.27340149999999996,12377.75,1.0,0.000807903,0.5570565000000001,0.10724449999999999,0.557102,0.0,0.007594345000000001,0.1830265,0.010810332557653284,0.006726624727392851,0.010437172509728067,0.24565610234509144,0.38906940044098715,0.21300042158837335,0.0,0.27666666666666667,0.22666666666666666
9,failed,H128_full,6000,6000,11999,2507.79,455.9945,274.518,-0.372274045674279,1.77602,1.52405,1.53192,1.5129,0.982139,1.30563,227.2415,0.9895,0.22003050000000002,11809.5,1.0,0.0008467749999999999,0.6847525000000001,0.0943009,0.6847525000000001,0.0,0.00609922,0.212517,0.02594643683617081,0.010405278034533814,0.013422909631310723,0.37718459282631855,0.26999836413750744,0.16721196784521725,0.25,0.27666666666666667,0.22666666666666666
