step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_angular_velocity_norm_mean,finite
0,128,0.0348834,7.00899e-05,0.348133,0.1,0.0348133,0.483398,5.30564e-11,0.483398,854.452,0.5,0.949341,0,0.169045,0.17264,0.0629374,true
1,128,0.0334726,7.23375e-05,0.334003,0.1,0.0334003,0.468715,-2.08247e-12,0.468715,836.932,0.5,0.943848,0,0.17107,0.174288,0.0639254,true
2,128,0.0320974,7.49416e-05,0.320224,0.1,0.0320224,0.452587,1.14866e-12,0.452587,819.487,0.5,0.937744,0,0.173213,0.176683,0.0651497,true
3,128,0.0307462,7.80678e-05,0.306682,0.1,0.0306682,0.435281,3.05958e-11,0.435281,801.971,0.5,0.931152,0,0.175451,0.18,0.066511,true
4,128,0.029314,8.18086e-05,0.292322,0.1,0.0292322,0.415196,-1.81887e-11,0.415196,782.971,0.5,0.92334,0,0.178173,0.18411,0.0679731,true
5,128,0.0281086,8.53198e-05,0.280233,0.1,0.0280233,0.396295,3.1906e-11,0.396295,766.61,0.5,0.916138,0,0.180579,0.187915,0.069116,true
6,128,0.027109,8.83937e-05,0.270206,0.1,0.0270206,0.37914,5.57212e-11,0.37914,752.771,0.5,0.90979,0,0.182768,0.191085,0.0701027,true
7,128,0.0261295,9.17934e-05,0.260378,0.1,0.0260378,0.36056,-2.26196e-11,0.36056,738.953,0.5,0.902832,0,0.185165,0.194631,0.0711817,true
8,128,0.0252767,9.51881e-05,0.251815,0.1,0.0251815,0.342007,3.08333e-11,0.342007,726.701,0.5,0.895874,0,0.187469,0.198191,0.0722367,true
9,128,0.0244498,9.90216e-05,0.243507,0.1,0.0243507,0.321636,-5.67708e-11,0.321636,714.613,0.5,0.888184,0,0.190079,0.20224,0.0734031,true
10,128,0.0236927,0.000102893,0.235899,0.1,0.0235899,0.300143,8.685e-12,0.300143,703.36,0.5,0.880005,0,0.192951,0.206249,0.0745657,true
