step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_angular_velocity_norm_mean,finite
0,128,0.0873961,3.40621e-05,0.87362,0.1,0.087362,-0.268545,1.36737e-11,-0.268545,1353.56,0.5,1,0,0.145159,0.0931065,0.0233601,true
1,128,0.0872474,3.40598e-05,0.872133,0.1,0.0872133,-0.266508,-4.83584e-11,-0.266508,1352.4,0.5,1,0,0.145155,0.0931043,0.0233647,true
2,128,0.08692,3.40564e-05,0.868859,0.1,0.0868859,-0.262468,-1.59237e-11,-0.262468,1349.86,0.288502,1,0,0.145151,0.0930974,0.0233674,true
3,128,0.0867123,3.4053e-05,0.866782,0.1,0.0866782,-0.259438,-3.87159e-11,-0.259438,1348.25,0.5,1,0,0.145148,0.0930889,0.0233699,true
4,128,0.0866959,3.40512e-05,0.866618,0.1,0.0866618,-0.258848,-2.14927e-11,-0.258848,1348.12,0.5,1,0,0.145145,0.0930875,0.0233714,true
5,128,0.0866888,3.40491e-05,0.866548,0.1,0.0866548,-0.258977,-1.26591e-11,-0.258977,1348.07,0.5,1,0,0.145143,0.0930823,0.0233682,true
6,128,0.086765,3.40472e-05,0.86731,0.1,0.086731,-0.260379,5.6623e-12,-0.260379,1348.66,0.5,1,0,0.145141,0.0930748,0.0233602,true
7,128,0.0870879,3.40471e-05,0.870539,0.1,0.0870539,-0.264479,-1.223e-11,-0.264479,1351.17,0.5,1,0,0.145138,0.0930758,0.0233463,true
8,128,0.0871763,3.40454e-05,0.871423,0.1,0.0871423,-0.26583,1.2424e-11,-0.26583,1351.85,0.430656,1,0,0.145137,0.0930687,0.0233342,true
9,128,0.08729,3.4044e-05,0.87256,0.1,0.087256,-0.267453,2.18005e-11,-0.267453,1352.73,0.5,1,0,0.145135,0.0930663,0.0233257,true
10,128,0.0876701,3.4043e-05,0.87636,0.1,0.087636,-0.272355,-1.96859e-11,-0.272355,1355.68,0.5,1,0,0.145139,0.0930553,0.0233175,true
11,128,0.0877262,3.40404e-05,0.876921,0.1,0.0876921,-0.273332,-2.66688e-11,-0.273332,1356.11,0.5,1,0,0.145135,0.0930475,0.0233134,true
12,128,0.0879713,3.40378e-05,0.879373,0.1,0.0879373,-0.27703,1.54864e-11,-0.27703,1358.01,0.46074,1,0,0.145134,0.0930348,0.0233146,true
13,128,0.0881415,3.40371e-05,0.881075,0.1,0.0881075,-0.27906,3.29686e-12,-0.27906,1359.32,0.5,1,0,0.145131,0.0930384,0.0233133,true
14,128,0.0880359,3.40341e-05,0.880019,0.1,0.0880019,-0.278067,5.49905e-12,-0.278067,1358.5,0.5,1,0,0.145128,0.0930291,0.0233088,true
15,128,0.0878087,3.40302e-05,0.877746,0.1,0.0877746,-0.274849,2.68172e-12,-0.274849,1356.75,0.5,1,0,0.145123,0.0930196,0.0233019,true
16,128,0.0877263,3.40283e-05,0.876923,0.1,0.0876923,-0.273886,1.38737e-11,-0.273886,1356.11,0.5,1,0,0.14512,0.0930158,0.023293,true
17,128,0.0878408,3.40258e-05,0.878068,0.1,0.0878068,-0.275713,-3.42917e-11,-0.275713,1357,0.5,1,0,0.145118,0.0930048,0.0232857,true
18,128,0.0881113,3.40251e-05,0.880773,0.1,0.0880773,-0.279114,5.42914e-11,-0.279114,1359.09,0.5,1,0,0.145118,0.0930017,0.0232777,true
19,128,0.0881598,3.40229e-05,0.881257,0.1,0.0881258,-0.279628,1.96296e-11,-0.279628,1359.46,0.5,1,0,0.145117,0.0929936,0.0232692,true
20,128,0.0879455,3.40191e-05,0.879115,0.1,0.0879115,-0.277333,4.40452e-11,-0.277333,1357.81,0.5,1,0,0.145116,0.0929774,0.0232623,true
21,128,0.0876823,3.40167e-05,0.876483,0.1,0.0876483,-0.273459,1.01057e-11,-0.273459,1355.77,0.5,1,0,0.145112,0.092976,0.0232564,true
22,128,0.0875504,3.40146e-05,0.875164,0.1,0.0875164,-0.271895,2.53341e-11,-0.271895,1354.75,0.5,1,0,0.145114,0.0929663,0.0232491,true
23,128,0.08723,3.40118e-05,0.87196,0.1,0.087196,-0.268174,3.70031e-11,-0.268174,1352.27,0.5,1,0,0.145109,0.0929629,0.02325,true
24,128,0.0869036,3.40075e-05,0.868696,0.1,0.0868696,-0.263728,-5.14183e-12,-0.263728,1349.74,0.477271,1,0,0.145106,0.0929481,0.0232436,true
25,128,0.0866657,3.4004e-05,0.866317,0.1,0.0866317,-0.260685,-7.54105e-12,-0.260685,1347.89,0.5,1,0,0.145101,0.0929394,0.0232358,true
26,128,0.0865808,3.40014e-05,0.865468,0.1,0.0865468,-0.258573,4.76563e-12,-0.258573,1347.23,0.5,1,0,0.145097,0.0929326,0.0232279,true
27,128,0.0865219,3.39985e-05,0.864879,0.1,0.0864879,-0.25727,3.95137e-12,-0.25727,1346.77,0.5,1,0,0.145095,0.0929221,0.0232201,true
28,128,0.0865156,3.39963e-05,0.864816,0.1,0.0864816,-0.257268,1.19592e-11,-0.257268,1346.72,0.5,1,0,0.145094,0.0929132,0.0232124,true
29,128,0.0865321,3.39945e-05,0.864981,0.1,0.0864981,-0.258135,-1.29962e-11,-0.258135,1346.85,0.5,1,0,0.145096,0.0929024,0.0232062,true
30,128,0.0866339,3.39931e-05,0.865999,0.1,0.0865999,-0.260209,-4.26004e-12,-0.260209,1347.64,0.5,1,0,0.145098,0.092894,0.0231999,true
31,128,0.0869179,3.39926e-05,0.868839,0.1,0.0868839,-0.264961,5.59303e-12,-0.264961,1349.85,0.5,1,0,0.145105,0.0928822,0.0231932,true
32,128,0.0875065,3.39915e-05,0.874725,0.1,0.0874725,-0.27269,-2.99627e-12,-0.27269,1354.41,0.43738,1,0,0.14511,0.0928683,0.023191,true
33,128,0.0880041,3.39912e-05,0.879701,0.1,0.0879701,-0.279401,-5.27184e-12,-0.279401,1358.26,0.335547,1,0,0.145114,0.0928576,0.0231889,true
34,128,0.0884398,3.39918e-05,0.884058,0.1,0.0884058,-0.285392,2.05845e-11,-0.285392,1361.62,0.5,1,0,0.145117,0.0928592,0.0231877,true
35,128,0.0889718,3.3991e-05,0.889378,0.1,0.0889378,-0.292266,-1.7137e-11,-0.292266,1365.71,0.5,1,0,0.145115,0.0928521,0.0231891,true
36,128,0.0893722,3.39888e-05,0.893382,0.1,0.0893382,-0.297426,3.31928e-11,-0.297426,1368.78,0.5,1,0,0.145118,0.0928368,0.0231844,true
37,128,0.0895136,3.39877e-05,0.894796,0.1,0.0894796,-0.299369,-6.92504e-11,-0.299369,1369.86,0.5,1,0,0.145119,0.0928315,0.0231794,true
38,128,0.0895066,3.39855e-05,0.894726,0.1,0.0894726,-0.299386,1.48322e-11,-0.299386,1369.81,0.5,1,0,0.145118,0.0928228,0.0231722,true
39,128,0.0894153,3.39831e-05,0.893813,0.1,0.0893814,-0.298082,-2.61244e-11,-0.298082,1369.11,0.5,1,0,0.145119,0.0928122,0.0231637,true
40,128,0.0890834,3.39794e-05,0.890494,0.1,0.0890494,-0.294122,4.96755e-11,-0.294122,1366.57,0.322722,1,0,0.145115,0.0927994,0.0231551,true
41,128,0.0886829,3.39779e-05,0.886489,0.1,0.0886489,-0.289277,3.26877e-11,-0.289277,1363.49,0.5,1,0,0.145112,0.0928035,0.0231445,true
42,128,0.0883016,3.39736e-05,0.882676,0.1,0.0882676,-0.284195,1.82255e-11,-0.284195,1360.55,0.5,1,0,0.145114,0.0927842,0.0231356,true
43,128,0.0878179,3.39685e-05,0.877839,0.1,0.0877839,-0.277566,-1.41448e-12,-0.277566,1356.82,0.5,1,0,0.145117,0.0927627,0.0231261,true
44,128,0.0871279,3.39637e-05,0.870939,0.1,0.0870939,-0.269004,-5.86006e-12,-0.269004,1351.48,0.5,1,0,0.145108,0.092754,0.0231224,true
45,128,0.0867104,3.39627e-05,0.866764,0.1,0.0866764,-0.262626,8.32417e-12,-0.262626,1348.23,0.5,1,0,0.145103,0.0927586,0.0231147,true
46,128,0.0866217,3.39601e-05,0.865877,0.1,0.0865877,-0.260438,-4.3332e-12,-0.260438,1347.54,0.5,1,0,0.145101,0.092752,0.0231132,true
47,128,0.0863534,3.39581e-05,0.863195,0.1,0.0863195,-0.257116,-6.2278e-12,-0.257116,1345.46,0.5,1,0,0.145094,0.0927532,0.0231104,true
48,128,0.0863368,3.39557e-05,0.863028,0.1,0.0863028,-0.256406,2.09888e-11,-0.256406,1345.33,0.5,1,0,0.145093,0.0927438,0.0231025,true
49,128,0.0863302,3.39537e-05,0.862962,0.1,0.0862962,-0.256338,-6.69867e-12,-0.256338,1345.27,0.5,1,0,0.145093,0.0927362,0.0230963,true
50,128,0.0862389,3.39507e-05,0.86205,0.1,0.086205,-0.254764,4.02051e-11,-0.254764,1344.56,0.5,1,0,0.145092,0.092724,0.0230887,true
51,128,0.0862166,3.39487e-05,0.861827,0.1,0.0861827,-0.254411,1.48186e-11,-0.254411,1344.39,0.5,1,0,0.145089,0.0927194,0.0230853,true
