step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_angular_velocity_norm_mean,finite
0,128,0.0757768,4.57079e-05,0.757311,0.1,0.0757311,-0.244446,1.57728e-11,-0.244446,1260.24,0.387768,1,0,0.160993,0.115028,0.0371172,true
1,128,0.0758929,4.56741e-05,0.758473,0.1,0.0758473,-0.245446,6.64283e-11,-0.245446,1261.2,0.298558,1,0,0.160963,0.114939,0.0370746,true
2,128,0.0759461,4.56305e-05,0.759005,0.1,0.0759005,-0.245551,3.90434e-11,-0.245551,1261.64,0.42318,1,0,0.160906,0.114836,0.0370087,true
3,128,0.0760644,4.55971e-05,0.760188,0.1,0.0760188,-0.246574,-3.13685e-11,-0.246574,1262.63,0.297122,1,0,0.160857,0.114763,0.0369619,true
4,128,0.0761724,4.55615e-05,0.761268,0.1,0.0761269,-0.247599,2.96307e-11,-0.247599,1263.53,0.5,1,0,0.160807,0.114685,0.0369296,true
5,128,0.0764007,4.55478e-05,0.763552,0.1,0.0763552,-0.2503,5.10757e-11,-0.2503,1265.42,0.5,1,0,0.160774,0.11466,0.0369373,true
6,128,0.0764673,4.54968e-05,0.764218,0.1,0.0764218,-0.250446,4.37091e-11,-0.250446,1265.97,0.5,1,0,0.160709,0.114538,0.036911,true
7,128,0.0764243,4.54146e-05,0.763789,0.1,0.0763789,-0.248756,3.1233e-11,-0.248756,1265.62,0.454029,1,0,0.160632,0.114326,0.0368534,true
8,128,0.0764728,4.5358e-05,0.764274,0.1,0.0764274,-0.248522,-3.95689e-12,-0.248522,1266.02,0.5,1,0,0.160563,0.114186,0.0368092,true
9,128,0.0764697,4.52875e-05,0.764245,0.1,0.0764245,-0.247623,-1.1574e-11,-0.247623,1265.99,0.5,1,0,0.160483,0.114007,0.036742,true
10,128,0.0765795,4.52374e-05,0.765343,0.1,0.0765343,-0.248335,4.71845e-16,-0.248335,1266.9,0.5,1,0,0.160426,0.113877,0.036694,true
11,128,0.0768635,4.52143e-05,0.768183,0.1,0.0768183,-0.251503,-2.6331e-11,-0.251503,1269.25,0.344707,1,0,0.160409,0.113804,0.0366805,true
12,128,0.0770362,4.51742e-05,0.76991,0.1,0.076991,-0.252896,-4.18917e-11,-0.252896,1270.68,0.5,1,0,0.160365,0.113702,0.0366438,true
13,128,0.0769696,4.5089e-05,0.769245,0.1,0.0769245,-0.251073,-1.89754e-12,-0.251073,1270.13,0.5,1,0,0.160275,0.113482,0.0365656,true
14,128,0.0770834,4.50461e-05,0.770384,0.1,0.0770384,-0.25204,2.84725e-11,-0.25204,1271.07,0.5,1,0,0.160232,0.113375,0.0365321,true
15,128,0.0773825,4.50398e-05,0.773374,0.1,0.0773374,-0.255422,-4.02682e-11,-0.255422,1273.53,0.5,1,0,0.160226,0.113357,0.0365359,true
16,128,0.0774549,4.49986e-05,0.774099,0.1,0.0774099,-0.255752,1.81849e-11,-0.255752,1274.13,0.5,1,0,0.160175,0.113255,0.0365052,true
17,128,0.0776801,4.49857e-05,0.776351,0.1,0.0776351,-0.258378,-3.92614e-12,-0.258378,1275.98,0.5,1,0,0.160161,0.113225,0.0365068,true
18,128,0.0777368,4.49428e-05,0.776919,0.1,0.0776919,-0.258282,1.66221e-11,-0.258282,1276.45,0.5,1,0,0.160103,0.113123,0.0364734,true
19,128,0.0776251,4.48747e-05,0.775802,0.1,0.0775802,-0.255906,3.65898e-11,-0.255906,1275.53,0.5,1,0,0.160021,0.112953,0.0364089,true
20,128,0.0774622,4.47955e-05,0.774174,0.1,0.0774174,-0.25194,4.13169e-12,-0.25194,1274.19,0.314579,1,0,0.159914,0.112769,0.03633,true
21,128,0.0772582,4.4719e-05,0.772135,0.1,0.0772135,-0.248317,-2.01312e-11,-0.248317,1272.51,0.5,1,0,0.159797,0.112591,0.036253,true
22,128,0.0772269,4.46684e-05,0.771822,0.1,0.0771822,-0.246813,-2.80931e-11,-0.246813,1272.25,0.5,1,0,0.159726,0.112476,0.036204,true
23,128,0.0773293,4.46434e-05,0.772847,0.1,0.0772847,-0.24785,1.68639e-11,-0.24785,1273.1,0.5,1,0,0.159697,0.112407,0.0361818,true
24,128,0.0772909,4.4602e-05,0.772463,0.1,0.0772463,-0.246381,3.26535e-11,-0.246381,1272.78,0.5,1,0,0.159629,0.112323,0.0361386,true
25,128,0.0773605,4.45693e-05,0.77316,0.1,0.077316,-0.246653,-8.70762e-12,-0.246653,1273.36,0.5,1,0,0.159589,0.11224,0.0361133,true
26,128,0.0773215,4.45259e-05,0.772769,0.1,0.0772769,-0.245344,-9.47772e-12,-0.245344,1273.03,0.377689,1,0,0.159514,0.112147,0.0360692,true
27,128,0.0773227,4.44866e-05,0.772782,0.1,0.0772782,-0.244755,-1.87511e-11,-0.244755,1273.04,0.392936,1,0,0.159452,0.112061,0.0360361,true
28,128,0.0773774,4.4446e-05,0.77333,0.1,0.077333,-0.244752,1.34526e-11,-0.244752,1273.5,0.409031,1,0,0.159397,0.111963,0.0360044,true
29,128,0.0774208,4.43976e-05,0.773764,0.1,0.0773764,-0.244505,5.22757e-11,-0.244505,1273.85,0.5,1,0,0.159337,0.111843,0.0359623,true
30,128,0.0775858,4.43729e-05,0.775414,0.1,0.0775414,-0.246251,-3.94085e-12,-0.246251,1275.21,0.5,1,0,0.159307,0.111777,0.0359464,true
31,128,0.0775995,4.43227e-05,0.775551,0.1,0.0775551,-0.245738,-1.8461e-11,-0.245738,1275.32,0.5,1,0,0.159243,0.111651,0.0359012,true
32,128,0.077763,4.42975e-05,0.777187,0.1,0.0777187,-0.247463,-1.68261e-11,-0.247463,1276.67,0.5,1,0,0.159222,0.111578,0.0358795,true
33,128,0.0780022,4.4284e-05,0.779579,0.1,0.0779579,-0.250314,-5.45397e-13,-0.250314,1278.63,0.5,1,0,0.15922,0.111532,0.0358724,true
34,128,0.0781145,4.42486e-05,0.780702,0.1,0.0780702,-0.250967,-1.72401e-11,-0.250967,1279.55,0.402629,1,0,0.159183,0.111437,0.0358383,true
35,128,0.0781377,4.42056e-05,0.780935,0.1,0.0780935,-0.250611,1.00799e-11,-0.250611,1279.74,0.5,1,0,0.15912,0.111338,0.0357985,true
