train_seed,status_complete,first_loss,final_loss,loss_reduction,loss_increased_flag,final_train_p,final_train_v,final_train_w,total_applied_steps,total_skipped_steps,total_invalid_rollouts,any_nan_or_inf,euler_success_mean,euler_success_std,euler_success_min,euler_success_max,euler_final_p_mean,euler_final_v_mean,euler_final_w_mean,euler_invalid_or_nan_rate_mean,l2f_success_mean,l2f_success_std,l2f_success_min,l2f_success_max,l2f_final_p_mean,l2f_final_v_mean,l2f_final_w_mean,l2f_invalid_or_nan_rate_mean,beats_euler_baseline,beats_l2f_baseline,beats_both_baselines,action_saturation_median,action_saturation_high_fraction,actor_grad_clip_fraction,actor_grad_scale_median,early_divergence_flag,curriculum_collapse_flag,failure_type,failure_reason_short
1,True,1513.71,1745.09,-231.37999999999988,True,0.933049,1.36997,7.20735,6000,0,0,False,0.3566666666666667,0.016996731711975948,0.34,0.38,1.1859866666666667,1.06407,3.9145766666666666,0.0,0.20666666666666667,0.01885618083164127,0.18,0.22,1.4536166666666666,1.7386733333333333,5.571363333333333,0.0,True,True,True,0.0,0.0,1.0,0.004145355,True,False,PASS_WEAK,beats both baselines but misses strong-pass threshold
2,True,1614.79,791.665,823.125,False,2.19969,3.03274,1.89154,6000,0,0,False,0.0,0.0,0.0,0.0,2.7332899999999998,3.3324633333333336,1.72055,0.0,0.0,0.0,0.0,0.0,2.8478366666666663,3.5626433333333334,2.24441,0.0,False,False,False,0.0,0.0,1.0,0.0011517099999999998,False,False,TYPE_G_OBJECTIVE_MISMATCH,loss decreased but both evaluation success rates remain below baseline
3,True,10908.5,233.265,10675.235,False,0.838276,0.411153,2.45978,6000,0,0,False,0.56,0.032659863237109024,0.52,0.6,0.9897266666666668,0.7585766666666667,2.8998299999999997,0.0,0.36,0.0282842712474619,0.32,0.38,1.1565933333333334,1.070455,4.151043333333333,0.0,True,True,True,0.0,0.0,1.0,0.002269605,False,False,PASS_STRONG,"beats both baselines, L2F success >= 0.25, and loss decreased"
4,True,2817.89,3524.43,-706.54,True,3.22072,5.89307,5.97259,6000,0,0,False,0.1,0.008164965809277261,0.09,0.11,2.8495133333333333,5.12723,6.709416666666667,0.0,0.049999999999999996,0.01414213562373095,0.03,0.06,3.21771,5.84834,7.26438,0.0,False,False,False,0.0,0.0,1.0,0.002238515,True,False,TYPE_D_ANGULAR_INSTABILITY,angular velocity is abnormally high relative to passing seeds
6,True,5999.68,3851.92,2147.76,False,3.66473,5.89749,5.32183,6000,0,0,False,0.060000000000000005,0.008164965809277261,0.05,0.07,2.080696666666667,3.414773333333333,7.95113,0.0,0.03666666666666667,0.0047140452079103175,0.03,0.04,2.5862166666666666,4.721123333333333,8.636363333333334,0.0,False,False,False,0.0,0.0,1.0,0.0014511799999999998,False,False,TYPE_D_ANGULAR_INSTABILITY,angular velocity is abnormally high relative to passing seeds
7,True,3030.59,795.622,2234.9680000000003,False,2.46028,2.51373,2.02462,6000,0,0,False,0.11666666666666667,0.009428090415820635,0.11,0.13,2.1401499999999998,2.4879166666666666,2.070736666666667,0.0,0.07333333333333333,0.01247219128924647,0.06,0.09,2.4094433333333334,2.8782033333333334,2.2373566666666664,0.0,True,False,False,0.0,0.0,1.0,0.0023047149999999997,False,False,TYPE_F_EULER_TO_L2F_TRANSFER_MISMATCH,Euler beats baseline but L2F does not
9,True,5486.16,567.795,4918.365,False,2.19561,1.80668,0.793538,6000,0,0,False,0.3,0.021602468994692862,0.27,0.32,1.5783166666666666,1.28623,1.08742,0.0,0.22666666666666666,0.01699673171197595,0.21,0.25,1.74587,1.5806833333333334,1.58328,0.0,True,True,True,0.0,0.0,1.0,0.00228577,False,True,PASS_WEAK,beats both baselines but misses strong-pass threshold
