group_key,size_mass_bin,thrust_to_weight_bin,torque_to_inertia_bin,motor_delay_bin,curve_shape_bin,sample_count,loss_mean,success_mean,action_saturation_mean
878,3,1,2,3,2,6250,0.123983,0.82128,0.041545
879,3,1,2,3,3,6250,0.130723,0.77776,0.0426275
880,3,1,3,0,0,6250,0.198231,0.90144,0.02679
881,3,1,3,0,1,6250,0.260423,0.88928,0.024445
882,3,1,3,0,2,6250,0.216495,0.84832,0.023025
883,3,1,3,0,3,6250,0.16369,0.804,0.0251075
884,3,1,3,1,0,6250,0.188719,0.896,0.03833
885,3,1,3,1,1,6250,0.178221,0.884,0.0343875
886,3,1,3,1,2,6250,0.196931,0.83968,0.0337025
887,3,1,3,1,3,6250,0.21051,0.79392,0.03298
888,3,1,3,2,0,6250,0.179973,0.89136,0.0465575
889,3,1,3,2,1,6250,0.156763,0.87936,0.04427
890,3,1,3,2,2,6250,0.192914,0.83168,0.043315
891,3,1,3,2,3,6250,0.212502,0.784,0.0439875
892,3,1,3,3,0,6250,0.166999,0.87536,0.056975
893,3,1,3,3,1,6250,0.163521,0.8696,0.0545075
894,3,1,3,3,2,6250,0.167445,0.82896,0.0553075
895,3,1,3,3,3,6250,0.161041,0.77856,0.05526
896,3,2,0,0,0,6250,0.0787888,0.78464,0.0138175
897,3,2,0,0,1,6250,0.0611919,0.85216,0.012185
898,3,2,0,0,2,6250,0.0547526,0.83488,0.0111075
899,3,2,0,0,3,6250,0.0525464,0.79648,0.0116275
900,3,2,0,1,0,6250,0.0832378,0.78528,0.016335
901,3,2,0,1,1,6250,0.0648233,0.84432,0.01447
902,3,2,0,1,2,6250,0.0568745,0.83328,0.01354
903,3,2,0,1,3,6250,0.0574943,0.79664,0.01473
904,3,2,0,2,0,6250,0.0921328,0.79008,0.0194075
905,3,2,0,2,1,6250,0.0725346,0.84688,0.01702
906,3,2,0,2,2,6250,0.0649312,0.84192,0.0170425
907,3,2,0,2,3,6250,0.0662732,0.78496,0.018935
908,3,2,0,3,0,6250,0.102447,0.7912,0.022065
909,3,2,0,3,1,6250,0.0827733,0.8456,0.019245
910,3,2,0,3,2,6250,0.0773227,0.82224,0.0200925
911,3,2,0,3,3,6250,0.0767224,0.78432,0.0223275
912,3,2,1,0,0,6250,0.0851725,0.82528,0.0190925
913,3,2,1,0,1,6250,0.0795163,0.8624,0.0152125
914,3,2,1,0,2,6250,0.0661466,0.84704,0.01281
915,3,2,1,0,3,6250,0.082562,0.80032,0.01215
916,3,2,1,1,0,6250,0.0856202,0.80192,0.024355
917,3,2,1,1,1,6250,0.0687834,0.85712,0.0197275
918,3,2,1,1,2,6250,0.0793837,0.84064,0.0182275
919,3,2,1,1,3,6250,0.0728889,0.79136,0.0164575
920,3,2,1,2,0,6250,0.097584,0.79968,0.031385
921,3,2,1,2,1,6250,0.084099,0.85408,0.0259825
922,3,2,1,2,2,6250,0.0762525,0.83104,0.022515
923,3,2,1,2,3,6250,0.0666826,0.78816,0.02176
924,3,2,1,3,0,6250,0.124186,0.78912,0.037745
925,3,2,1,3,1,6250,0.101929,0.85072,0.03132
926,3,2,1,3,2,6250,0.094953,0.8248,0.028335
927,3,2,1,3,3,6250,0.0858141,0.78304,0.02842
928,3,2,2,0,0,6250,0.111054,0.82928,0.0265275
929,3,2,2,0,1,6250,0.125943,0.8648,0.0208125
930,3,2,2,0,2,6250,0.111429,0.8424,0.0174725
931,3,2,2,0,3,6250,0.142981,0.79856,0.016485
932,3,2,2,1,0,6250,0.136333,0.82448,0.034755
933,3,2,2,1,1,6250,0.106088,0.8624,0.027945
934,3,2,2,1,2,6250,0.122117,0.84128,0.0251725
935,3,2,2,1,3,6250,0.110512,0.79728,0.0232075
936,3,2,2,2,0,6250,0.119807,0.8104,0.045495
937,3,2,2,2,1,6250,0.125386,0.85104,0.03702
938,3,2,2,2,2,6250,0.0952926,0.84128,0.0329575
939,3,2,2,2,3,6250,0.11672,0.78528,0.03031
940,3,2,2,3,0,6250,0.146595,0.796,0.052565
941,3,2,2,3,1,6250,0.125378,0.8384,0.0445675
942,3,2,2,3,2,6250,0.107779,0.83168,0.0403625
943,3,2,2,3,3,6250,0.0974317,0.79184,0.0394675
944,3,2,3,0,0,6250,0.191672,0.83824,0.030995
945,3,2,3,0,1,6250,0.248432,0.85888,0.0264625
946,3,2,3,0,2,6250,0.221628,0.8456,0.02287
947,3,2,3,0,3,6250,0.278809,0.79264,0.0226325
948,3,2,3,1,0,6250,0.213516,0.82,0.0439225
949,3,2,3,1,1,6250,0.200585,0.86064,0.036935
950,3,2,3,1,2,6250,0.181055,0.83232,0.0314
951,3,2,3,1,3,6250,0.182403,0.79456,0.0307825
952,3,2,3,2,0,6250,0.170848,0.80608,0.0542175
953,3,2,3,2,1,6250,0.177612,0.85088,0.04756
954,3,2,3,2,2,6250,0.158535,0.82976,0.0422475
955,3,2,3,2,3,6250,0.17864,0.79456,0.04042
956,3,2,3,3,0,6250,0.188606,0.79968,0.06519
957,3,2,3,3,1,6250,0.2024,0.82544,0.0583675
958,3,2,3,3,2,6250,0.161107,0.82208,0.0525475
959,3,2,3,3,3,6250,0.157055,0.78048,0.0513175
960,3,3,0,0,0,6250,0.108115,0.60208,0.016245
961,3,3,0,0,1,6250,0.0776279,0.7624,0.013075
962,3,3,0,0,2,6250,0.0623549,0.80864,0.01197
963,3,3,0,0,3,6250,0.0563411,0.7832,0.0114375
964,3,3,0,1,0,6250,0.113173,0.59472,0.0187925
965,3,3,0,1,1,6250,0.0794695,0.78256,0.0155275
966,3,3,0,1,2,6250,0.0638802,0.80432,0.0144175
967,3,3,0,1,3,6250,0.0585167,0.79392,0.0140775
968,3,3,0,2,0,6250,0.122791,0.59056,0.0239175
969,3,3,0,2,1,6250,0.0851669,0.78576,0.01783
970,3,3,0,2,2,6250,0.0707154,0.80672,0.0174425
971,3,3,0,2,3,6250,0.064308,0.788,0.01647
972,3,3,0,3,0,6250,0.133992,0.60944,0.0256675
973,3,3,0,3,1,6250,0.0986548,0.79168,0.0193575
974,3,3,0,3,2,6250,0.0803206,0.81056,0.018995
975,3,3,0,3,3,6250,0.074859,0.78496,0.020825
976,3,3,1,0,0,6250,0.11638,0.64128,0.022965
977,3,3,1,0,1,6250,0.0905128,0.80768,0.016685
978,3,3,1,0,2,6250,0.0784866,0.82576,0.0141625
979,3,3,1,0,3,6250,0.0790223,0.79664,0.0117025
980,3,3,1,1,0,6250,0.114374,0.62752,0.03108
981,3,3,1,1,1,6250,0.0871656,0.8056,0.022775
982,3,3,1,1,2,6250,0.0782152,0.812,0.0194
983,3,3,1,1,3,6250,0.0680089,0.79104,0.0161425
984,3,3,1,2,0,6250,0.137022,0.62864,0.0386575
985,3,3,1,2,1,6250,0.0914339,0.80144,0.0283625
986,3,3,1,2,2,6250,0.0751746,0.82928,0.023065
987,3,3,1,2,3,6250,0.0733584,0.78464,0.0212075
988,3,3,1,3,0,6250,0.157308,0.61536,0.045855
989,3,3,1,3,1,6250,0.120337,0.78736,0.034625
990,3,3,1,3,2,6250,0.0911135,0.8168,0.0289425
991,3,3,1,3,3,6250,0.0886743,0.77712,0.02687
992,3,3,2,0,0,6250,0.15446,0.6648,0.03205
993,3,3,2,0,1,6250,0.115151,0.8128,0.02414
994,3,3,2,0,2,6250,0.124246,0.8376,0.017705
995,3,3,2,0,3,6250,0.138619,0.79104,0.01618
996,3,3,2,1,0,6250,0.145442,0.64208,0.0446225
997,3,3,2,1,1,6250,0.130946,0.81168,0.033045
998,3,3,2,1,2,6250,0.0988046,0.82912,0.0272225
999,3,3,2,1,3,6250,0.0933063,0.7904,0.0220175
1000,3,3,2,2,0,6250,0.142098,0.63392,0.05233
1001,3,3,2,2,1,6250,0.128659,0.804,0.040545
1002,3,3,2,2,2,6250,0.0864722,0.8184,0.03309
1003,3,3,2,2,3,6250,0.11484,0.79072,0.0302425
1004,3,3,2,3,0,6250,0.177601,0.61744,0.0631925
1005,3,3,2,3,1,6250,0.14716,0.78368,0.050205
1006,3,3,2,3,2,6250,0.106373,0.81504,0.0429225
1007,3,3,2,3,3,6250,0.123186,0.77664,0.038395
1008,3,3,3,0,0,6250,0.211558,0.68256,0.0403925
1009,3,3,3,0,1,6250,0.241806,0.81792,0.0294225
1010,3,3,3,0,2,6250,0.258158,0.83216,0.023735
1011,3,3,3,0,3,6250,0.187129,0.80224,0.0214425
1012,3,3,3,1,0,6250,0.215129,0.6504,0.0537525
1013,3,3,3,1,1,6250,0.217153,0.81072,0.042745
1014,3,3,3,1,2,6250,0.158911,0.82688,0.0349675
1015,3,3,3,1,3,6250,0.184756,0.7896,0.030815
1016,3,3,3,2,0,6250,0.219075,0.63392,0.06656
1017,3,3,3,2,1,6250,0.187389,0.80816,0.0521375
1018,3,3,3,2,2,6250,0.188287,0.81424,0.0430475
1019,3,3,3,2,3,6250,0.163985,0.78496,0.0391725
1020,3,3,3,3,0,6250,0.218526,0.60768,0.0776375
1021,3,3,3,3,1,6250,0.18299,0.78464,0.06314
1022,3,3,3,3,2,6250,0.160357,0.80928,0.05486
1023,3,3,3,3,3,6250,0.172977,0.78256,0.0511075
