group_key,size_mass_bin,thrust_to_weight_bin,torque_to_inertia_bin,motor_delay_bin,curve_shape_bin,sample_count,loss_mean,success_mean,action_saturation_mean
428,1,2,2,3,0,6250,0.131921,0.8424,0.0553225
429,1,2,2,3,1,6250,0.133098,0.92352,0.0476725
430,1,2,2,3,2,6250,0.0995,0.94592,0.04256
431,1,2,2,3,3,6250,0.102393,0.948,0.0424225
432,1,2,3,0,0,6250,0.174915,0.88368,0.0330475
433,1,2,3,0,1,6250,0.167652,0.94976,0.0264775
434,1,2,3,0,2,6250,0.208276,0.97072,0.023885
435,1,2,3,0,3,6250,0.212413,0.96144,0.022625
436,1,2,3,1,0,6250,0.19797,0.87616,0.0453775
437,1,2,3,1,1,6250,0.193414,0.94384,0.0387125
438,1,2,3,1,2,6250,0.1712,0.96144,0.0338675
439,1,2,3,1,3,6250,0.153959,0.95664,0.03318
440,1,2,3,2,0,6250,0.196613,0.85088,0.0575775
441,1,2,3,2,1,6250,0.192647,0.93696,0.050515
442,1,2,3,2,2,6250,0.149367,0.95136,0.0458675
443,1,2,3,2,3,6250,0.157007,0.95328,0.04301
444,1,2,3,3,0,6250,0.21803,0.82928,0.0676
445,1,2,3,3,1,6250,0.181439,0.93136,0.059225
446,1,2,3,3,2,6250,0.170413,0.94928,0.05713
447,1,2,3,3,3,6250,0.168674,0.94368,0.0547775
448,1,3,0,0,0,6250,0.10253,0.64048,0.01691
449,1,3,0,0,1,6250,0.0704125,0.85248,0.0131825
450,1,3,0,0,2,6250,0.0550254,0.9264,0.0123525
451,1,3,0,0,3,6250,0.0479623,0.94496,0.0115225
452,1,3,0,1,0,6250,0.109692,0.62352,0.02006
453,1,3,0,1,1,6250,0.0745652,0.844,0.0161925
454,1,3,0,1,2,6250,0.0570304,0.93232,0.014555
455,1,3,0,1,3,6250,0.0513215,0.9456,0.01385
456,1,3,0,2,0,6250,0.117151,0.64336,0.02372
457,1,3,0,2,1,6250,0.0814888,0.86032,0.0182575
458,1,3,0,2,2,6250,0.0644641,0.93456,0.01624
459,1,3,0,2,3,6250,0.0582393,0.95232,0.0170125
460,1,3,0,3,0,6250,0.129101,0.64928,0.02604
461,1,3,0,3,1,6250,0.0920952,0.87184,0.0217075
462,1,3,0,3,2,6250,0.076007,0.94112,0.018305
463,1,3,0,3,3,6250,0.0690302,0.94944,0.0197175
464,1,3,1,0,0,6250,0.107313,0.69216,0.024175
465,1,3,1,0,1,6250,0.0787595,0.88624,0.018155
466,1,3,1,0,2,6250,0.0682924,0.94432,0.0137525
467,1,3,1,0,3,6250,0.0642675,0.96192,0.01206
468,1,3,1,1,0,6250,0.115751,0.66816,0.0328225
469,1,3,1,1,1,6250,0.0797764,0.88272,0.0247725
470,1,3,1,1,2,6250,0.0624915,0.94608,0.0193225
471,1,3,1,1,3,6250,0.058888,0.95584,0.0170425
472,1,3,1,2,0,6250,0.12644,0.6672,0.0393175
473,1,3,1,2,1,6250,0.0946991,0.8856,0.02946
474,1,3,1,2,2,6250,0.0734399,0.93936,0.0248625
475,1,3,1,2,3,6250,0.0673632,0.95856,0.0225175
476,1,3,1,3,0,6250,0.153643,0.65168,0.04903
477,1,3,1,3,1,6250,0.11552,0.87184,0.0359925
478,1,3,1,3,2,6250,0.0931251,0.93584,0.03048
479,1,3,1,3,3,6250,0.0798425,0.94496,0.0273625
480,1,3,2,0,0,6250,0.148776,0.7208,0.0323175
481,1,3,2,0,1,6250,0.131771,0.9,0.023145
482,1,3,2,0,2,6250,0.116335,0.95184,0.01866
483,1,3,2,0,3,6250,0.153498,0.96144,0.0164
484,1,3,2,1,0,6250,0.154953,0.69488,0.043995
485,1,3,2,1,1,6250,0.112779,0.89152,0.0343825
486,1,3,2,1,2,6250,0.130585,0.94864,0.027545
487,1,3,2,1,3,6250,0.110653,0.95728,0.024435
488,1,3,2,2,0,6250,0.158547,0.66096,0.0557
489,1,3,2,2,1,6250,0.109097,0.87888,0.04235
490,1,3,2,2,2,6250,0.0990556,0.94416,0.0364575
491,1,3,2,2,3,6250,0.123253,0.95472,0.03226
492,1,3,2,3,0,6250,0.176783,0.65392,0.066635
493,1,3,2,3,1,6250,0.142171,0.87168,0.05307
494,1,3,2,3,2,6250,0.110757,0.93344,0.04508
495,1,3,2,3,3,6250,0.10318,0.94384,0.0394275
496,1,3,3,0,0,6250,0.21482,0.72992,0.04117
497,1,3,3,0,1,6250,0.281599,0.90224,0.0297925
498,1,3,3,0,2,6250,0.231117,0.95312,0.02313
499,1,3,3,0,3,6250,0.237198,0.96,0.02282
500,1,3,3,1,0,6250,0.228412,0.67968,0.0568325
501,1,3,3,1,1,6250,0.251115,0.89696,0.0428925
502,1,3,3,1,2,6250,0.226882,0.94704,0.0371375
503,1,3,3,1,3,6250,0.167628,0.95184,0.0321
504,1,3,3,2,0,6250,0.17748,0.6552,0.0680925
505,1,3,3,2,1,6250,0.195743,0.87536,0.05406
506,1,3,3,2,2,6250,0.195785,0.93888,0.0472225
507,1,3,3,2,3,6250,0.211249,0.95152,0.0429675
508,1,3,3,3,0,6250,0.248757,0.65168,0.080245
509,1,3,3,3,1,6250,0.165763,0.8672,0.0662875
510,1,3,3,3,2,6250,0.208954,0.9312,0.0569575
511,1,3,3,3,3,6250,0.134199,0.94272,0.0523775
512,2,0,0,0,0,6250,0.0506213,0.9576,0.0132875
513,2,0,0,0,1,6250,0.0526629,0.94848,0.01319
514,2,0,0,0,2,6250,0.0543464,0.91808,0.014375
515,2,0,0,0,3,6250,0.0601485,0.8744,0.0162925
516,2,0,0,1,0,6250,0.0568455,0.9608,0.0166425
517,2,0,0,1,1,6250,0.0563076,0.9472,0.018315
518,2,0,0,1,2,6250,0.0615016,0.91568,0.019255
519,2,0,0,1,3,6250,0.0647355,0.86496,0.0234975
520,2,0,0,2,0,6250,0.0640282,0.95424,0.0196525
521,2,0,0,2,1,6250,0.0644583,0.94192,0.0224725
522,2,0,0,2,2,6250,0.0685641,0.90704,0.0253875
523,2,0,0,2,3,6250,0.0740515,0.85424,0.029095
524,2,0,0,3,0,6250,0.0740388,0.95712,0.02244
525,2,0,0,3,1,6250,0.0768846,0.94016,0.0254425
526,2,0,0,3,2,6250,0.0799858,0.90336,0.02917
527,2,0,0,3,3,6250,0.0855954,0.84512,0.0352
528,2,0,1,0,0,6250,0.0573649,0.96448,0.0137725
529,2,0,1,0,1,6250,0.0680775,0.94848,0.0136
530,2,0,1,0,2,6250,0.0732883,0.92112,0.0147775
531,2,0,1,0,3,6250,0.0796805,0.87568,0.0159825
532,2,0,1,1,0,6250,0.0628945,0.95856,0.018855
533,2,0,1,1,1,6250,0.0673647,0.94128,0.0194575
534,2,0,1,1,2,6250,0.0806417,0.91232,0.0214975
535,2,0,1,1,3,6250,0.0804591,0.87696,0.022655
536,2,0,1,2,0,6250,0.0716742,0.9552,0.0253875
537,2,0,1,2,1,6250,0.07258,0.9408,0.02599
538,2,0,1,2,2,6250,0.0784,0.90496,0.0277475
539,2,0,1,2,3,6250,0.0794489,0.85312,0.0312875
540,2,0,1,3,0,6250,0.0957733,0.94816,0.0317825
541,2,0,1,3,1,6250,0.0994024,0.92928,0.0340575
542,2,0,1,3,2,6250,0.095667,0.89184,0.0364575
543,2,0,1,3,3,6250,0.0996786,0.83728,0.039015
544,2,0,2,0,0,6250,0.101131,0.96384,0.0192975
545,2,0,2,0,1,6250,0.115056,0.94848,0.0192775
546,2,0,2,0,2,6250,0.0890597,0.91952,0.02005
547,2,0,2,0,3,6250,0.166277,0.88144,0.022695
548,2,0,2,1,0,6250,0.0947945,0.9624,0.02734
549,2,0,2,1,1,6250,0.12807,0.94352,0.02727
550,2,0,2,1,2,6250,0.10142,0.9136,0.0280075
551,2,0,2,1,3,6250,0.110951,0.87184,0.0303325
552,2,0,2,2,0,6250,0.0922624,0.95712,0.033945
553,2,0,2,2,1,6250,0.136425,0.9344,0.0353
554,2,0,2,2,2,6250,0.107615,0.91312,0.0368525
555,2,0,2,2,3,6250,0.101915,0.8576,0.0401175
556,2,0,2,3,0,6250,0.113003,0.94608,0.0428925
557,2,0,2,3,1,6250,0.108253,0.92672,0.0435425
558,2,0,2,3,2,6250,0.1178,0.89792,0.0477275
559,2,0,2,3,3,6250,0.111305,0.84176,0.050335
560,2,0,3,0,0,6250,0.127935,0.96464,0.02503
561,2,0,3,0,1,6250,0.248444,0.95008,0.02614
562,2,0,3,0,2,6250,0.273,0.92256,0.0284125
563,2,0,3,0,3,6250,0.338421,0.87824,0.0301425
564,2,0,3,1,0,6250,0.194492,0.96112,0.03495
565,2,0,3,1,1,6250,0.173164,0.93744,0.0360375
566,2,0,3,1,2,6250,0.207368,0.91408,0.0368725
567,2,0,3,1,3,6250,0.189628,0.87216,0.0389425
568,2,0,3,2,0,6250,0.160928,0.9552,0.0445725
569,2,0,3,2,1,6250,0.213486,0.936,0.045965
570,2,0,3,2,2,6250,0.197544,0.90272,0.04743
571,2,0,3,2,3,6250,0.165347,0.85632,0.0478475
572,2,0,3,3,0,6250,0.207453,0.94704,0.056175
573,2,0,3,3,1,6250,0.223392,0.92048,0.05765
574,2,0,3,3,2,6250,0.16654,0.89584,0.0604425
575,2,0,3,3,3,6250,0.179538,0.83824,0.0631725
576,2,1,0,0,0,6250,0.0579878,0.91776,0.0124075
577,2,1,0,0,1,6250,0.0529011,0.93632,0.01223
578,2,1,0,0,2,6250,0.0509405,0.91248,0.012025
579,2,1,0,0,3,6250,0.0535628,0.89552,0.0130425
580,2,1,0,1,0,6250,0.0609435,0.92432,0.01504
581,2,1,0,1,1,6250,0.0552762,0.9272,0.0146325
582,2,1,0,1,2,6250,0.0551879,0.91856,0.0160475
583,2,1,0,1,3,6250,0.0564395,0.88672,0.0167775
584,2,1,0,2,0,6250,0.0688341,0.92112,0.0184425
585,2,1,0,2,1,6250,0.063132,0.93152,0.0178125
586,2,1,0,2,2,6250,0.0636429,0.91168,0.0192
587,2,1,0,2,3,6250,0.0669819,0.87184,0.0228125
588,2,1,0,3,0,6250,0.0798612,0.92624,0.0194675
589,2,1,0,3,1,6250,0.0743531,0.93168,0.0201775
590,2,1,0,3,2,6250,0.0746486,0.91552,0.02239
591,2,1,0,3,3,6250,0.0775335,0.88112,0.025995
592,2,1,1,0,0,6250,0.0700542,0.9416,0.01532
593,2,1,1,0,1,6250,0.0592071,0.94304,0.013965
594,2,1,1,0,2,6250,0.0773548,0.9248,0.0131625
595,2,1,1,0,3,6250,0.0684756,0.89104,0.0130375
596,2,1,1,1,0,6250,0.0642906,0.93712,0.0211375
597,2,1,1,1,1,6250,0.0580403,0.9424,0.0191275
598,2,1,1,1,2,6250,0.0681392,0.91744,0.01772
599,2,1,1,1,3,6250,0.0717262,0.89024,0.0186275
600,2,1,1,2,0,6250,0.0790287,0.93104,0.02627
601,2,1,1,2,1,6250,0.070495,0.9328,0.0238675
602,2,1,1,2,2,6250,0.0688663,0.91888,0.0238375
603,2,1,1,2,3,6250,0.0779128,0.88704,0.02582
604,2,1,1,3,0,6250,0.0958115,0.92192,0.032315
605,2,1,1,3,1,6250,0.087705,0.92736,0.031
606,2,1,1,3,2,6250,0.0863131,0.91104,0.0304725
607,2,1,1,3,3,6250,0.09115,0.86976,0.033015
608,2,1,2,0,0,6250,0.100357,0.94352,0.021495
609,2,1,2,0,1,6250,0.124859,0.94656,0.018245
610,2,1,2,0,2,6250,0.151564,0.92592,0.0179375
611,2,1,2,0,3,6250,0.176578,0.89024,0.0188375
612,2,1,2,1,0,6250,0.097181,0.9344,0.0306525
613,2,1,2,1,1,6250,0.118412,0.94208,0.02763
614,2,1,2,1,2,6250,0.119776,0.92608,0.0255225
615,2,1,2,1,3,6250,0.108584,0.88208,0.0259425
616,2,1,2,2,0,6250,0.0996267,0.924,0.037935
617,2,1,2,2,1,6250,0.0972392,0.93872,0.035105
618,2,1,2,2,2,6250,0.116168,0.91888,0.03362
619,2,1,2,2,3,6250,0.113228,0.8792,0.03429
620,2,1,2,3,0,6250,0.118916,0.91376,0.046185
621,2,1,2,3,1,6250,0.125754,0.92384,0.042655
622,2,1,2,3,2,6250,0.104717,0.91136,0.04306
623,2,1,2,3,3,6250,0.137081,0.87344,0.0432
624,2,1,3,0,0,6250,0.194153,0.936,0.0272375
625,2,1,3,0,1,6250,0.276494,0.94816,0.02497
626,2,1,3,0,2,6250,0.202368,0.92352,0.0243175
627,2,1,3,0,3,6250,0.250862,0.89392,0.0252575
628,2,1,3,1,0,6250,0.143302,0.9408,0.037675
629,2,1,3,1,1,6250,0.200936,0.93808,0.0348125
630,2,1,3,1,2,6250,0.222799,0.9224,0.0334525
631,2,1,3,1,3,6250,0.18567,0.888,0.034615
632,2,1,3,2,0,6250,0.166049,0.92448,0.04651
633,2,1,3,2,1,6250,0.160032,0.93408,0.04486
634,2,1,3,2,2,6250,0.174305,0.91408,0.04426
635,2,1,3,2,3,6250,0.158148,0.87536,0.04428
636,2,1,3,3,0,6250,0.173416,0.91536,0.05953
637,2,1,3,3,1,6250,0.192234,0.92496,0.056125
638,2,1,3,3,2,6250,0.152848,0.9032,0.0558525
639,2,1,3,3,3,6250,0.158752,0.86704,0.0561125
640,2,2,0,0,0,6250,0.0769581,0.82368,0.013885
641,2,2,0,0,1,6250,0.0600852,0.89504,0.0121075
642,2,2,0,0,2,6250,0.0510344,0.91136,0.0118925
643,2,2,0,0,3,6250,0.0498943,0.88272,0.01178
644,2,2,0,1,0,6250,0.0827305,0.8224,0.01726
645,2,2,0,1,1,6250,0.0638838,0.89808,0.01524
646,2,2,0,1,2,6250,0.0564554,0.90656,0.01475
647,2,2,0,1,3,6250,0.0550052,0.8864,0.0147975
648,2,2,0,2,0,6250,0.0882918,0.82256,0.01909
649,2,2,0,2,1,6250,0.0706631,0.89584,0.0172875
650,2,2,0,2,2,6250,0.0621805,0.91056,0.01751
651,2,2,0,2,3,6250,0.0624368,0.88448,0.0188075
652,2,2,0,3,0,6250,0.0992313,0.8312,0.020695
653,2,2,0,3,1,6250,0.081263,0.9072,0.0196
654,2,2,0,3,2,6250,0.0736724,0.91024,0.0199925
655,2,2,0,3,3,6250,0.0739627,0.8904,0.0227275
656,2,2,1,0,0,6250,0.0849182,0.84944,0.0193325
657,2,2,1,0,1,6250,0.0661202,0.91936,0.015095
658,2,2,1,0,2,6250,0.0666224,0.91824,0.0134025
659,2,2,1,0,3,6250,0.0656213,0.89488,0.0119125
660,2,2,1,1,0,6250,0.0912691,0.852,0.0256175
661,2,2,1,1,1,6250,0.0664801,0.9104,0.02023
662,2,2,1,1,2,6250,0.0668927,0.91648,0.01799
663,2,2,1,1,3,6250,0.0638503,0.88976,0.0168575
664,2,2,1,2,0,6250,0.102438,0.83808,0.0318075
665,2,2,1,2,1,6250,0.0811621,0.9088,0.0261575
666,2,2,1,2,2,6250,0.07445,0.91488,0.022945
667,2,2,1,2,3,6250,0.0824403,0.88464,0.022975
668,2,2,1,3,0,6250,0.120926,0.83216,0.03829
669,2,2,1,3,1,6250,0.0965351,0.89872,0.0317975
670,2,2,1,3,2,6250,0.0820005,0.9056,0.02892
671,2,2,1,3,3,6250,0.0853392,0.87712,0.0293775
672,2,2,2,0,0,6250,0.121777,0.86416,0.02513
673,2,2,2,0,1,6250,0.149191,0.92096,0.0205325
674,2,2,2,0,2,6250,0.153292,0.92192,0.0182275
675,2,2,2,0,3,6250,0.0998232,0.88544,0.017265
676,2,2,2,1,0,6250,0.14193,0.85616,0.03674
677,2,2,2,1,1,6250,0.111841,0.91136,0.0289925
678,2,2,2,1,2,6250,0.0999502,0.92032,0.02586
679,2,2,2,1,3,6250,0.0905169,0.88864,0.023295
680,2,2,2,2,0,6250,0.119255,0.8464,0.0438425
681,2,2,2,2,1,6250,0.111212,0.90832,0.037985
682,2,2,2,2,2,6250,0.112285,0.91552,0.033545
683,2,2,2,2,3,6250,0.0968823,0.8824,0.030695
684,2,2,2,3,0,6250,0.141945,0.83344,0.0525675
685,2,2,2,3,1,6250,0.110964,0.89584,0.04534
686,2,2,2,3,2,6250,0.126999,0.90624,0.0412025
687,2,2,2,3,3,6250,0.11169,0.8768,0.040465
688,2,2,3,0,0,6250,0.2107,0.86448,0.032845
689,2,2,3,0,1,6250,0.224544,0.9224,0.02658
690,2,2,3,0,2,6250,0.306438,0.92336,0.0238025
691,2,2,3,0,3,6250,0.22594,0.8936,0.0221325
692,2,2,3,1,0,6250,0.190087,0.86064,0.044765
693,2,2,3,1,1,6250,0.205675,0.91968,0.0374925
694,2,2,3,1,2,6250,0.236573,0.91776,0.03313
695,2,2,3,1,3,6250,0.270131,0.88224,0.0317
696,2,2,3,2,0,6250,0.183434,0.84096,0.0559575
697,2,2,3,2,1,6250,0.199642,0.9144,0.04706
698,2,2,3,2,2,6250,0.157465,0.90272,0.04339
699,2,2,3,2,3,6250,0.146156,0.89184,0.04101
700,2,2,3,3,0,6250,0.179003,0.83424,0.06451
701,2,2,3,3,1,6250,0.178759,0.8968,0.058815
702,2,2,3,3,2,6250,0.180562,0.90096,0.053825
703,2,2,3,3,3,6250,0.156826,0.87136,0.052305
704,2,3,0,0,0,6250,0.105966,0.63472,0.0156775
705,2,3,0,0,1,6250,0.0744446,0.8208,0.0135475
706,2,3,0,0,2,6250,0.0595038,0.88288,0.0117925
707,2,3,0,0,3,6250,0.0523169,0.87936,0.011
708,2,3,0,1,0,6250,0.109995,0.62176,0.0200475
709,2,3,0,1,1,6250,0.0775713,0.82912,0.0162575
710,2,3,0,1,2,6250,0.0603017,0.8856,0.0140325
711,2,3,0,1,3,6250,0.0538272,0.8808,0.01379
712,2,3,0,2,0,6250,0.118977,0.63504,0.023035
713,2,3,0,2,1,6250,0.0842773,0.84,0.01819
714,2,3,0,2,2,6250,0.0677797,0.88208,0.017115
715,2,3,0,2,3,6250,0.0612448,0.87936,0.0166675
716,2,3,0,3,0,6250,0.129905,0.64208,0.02607
717,2,3,0,3,1,6250,0.0944563,0.84448,0.01997
718,2,3,0,3,2,6250,0.0780837,0.89056,0.0190325
719,2,3,0,3,3,6250,0.0714211,0.88,0.0197525
720,2,3,1,0,0,6250,0.107329,0.68576,0.023665
721,2,3,1,0,1,6250,0.0810811,0.85744,0.0172525
722,2,3,1,0,2,6250,0.0743655,0.89856,0.0145825
723,2,3,1,0,3,6250,0.067718,0.89168,0.0119125
724,2,3,1,1,0,6250,0.12046,0.64944,0.03125
725,2,3,1,1,1,6250,0.0850688,0.85456,0.0247575
726,2,3,1,1,2,6250,0.0744502,0.90336,0.0186625
727,2,3,1,1,3,6250,0.0644278,0.88688,0.0161375
728,2,3,1,2,0,6250,0.127768,0.64912,0.040735
729,2,3,1,2,1,6250,0.0896379,0.8568,0.0293575
730,2,3,1,2,2,6250,0.0792389,0.89152,0.0239075
731,2,3,1,2,3,6250,0.0701441,0.88176,0.0213825
732,2,3,1,3,0,6250,0.159691,0.63424,0.0479075
733,2,3,1,3,1,6250,0.110587,0.85216,0.0356725
734,2,3,1,3,2,6250,0.0905155,0.89088,0.029045
735,2,3,1,3,3,6250,0.0854262,0.8784,0.0273175
736,2,3,2,0,0,6250,0.13946,0.70464,0.0314775
737,2,3,2,0,1,6250,0.123763,0.87312,0.02389
738,2,3,2,0,2,6250,0.135589,0.90128,0.018425
739,2,3,2,0,3,6250,0.1845,0.88832,0.016605
740,2,3,2,1,0,6250,0.14426,0.6752,0.04527
741,2,3,2,1,1,6250,0.107796,0.87392,0.0344675
742,2,3,2,1,2,6250,0.0970022,0.90256,0.02657
743,2,3,2,1,3,6250,0.0851718,0.88496,0.02257
744,2,3,2,2,0,6250,0.153482,0.65184,0.054215
745,2,3,2,2,1,6250,0.113535,0.85456,0.0421725
746,2,3,2,2,2,6250,0.101937,0.89712,0.033905
747,2,3,2,2,3,6250,0.114697,0.8816,0.0315825
748,2,3,2,3,0,6250,0.178936,0.64608,0.06357
749,2,3,2,3,1,6250,0.142851,0.84128,0.0501425
750,2,3,2,3,2,6250,0.114219,0.8912,0.0426
751,2,3,2,3,3,6250,0.117415,0.8744,0.03855
752,2,3,3,0,0,6250,0.254038,0.71456,0.0408675
753,2,3,3,0,1,6250,0.231845,0.86976,0.0303425
754,2,3,3,0,2,6250,0.298608,0.89952,0.0240225
755,2,3,3,0,3,6250,0.208877,0.89488,0.02135
756,2,3,3,1,0,6250,0.232317,0.68576,0.055085
757,2,3,3,1,1,6250,0.223797,0.86416,0.0431625
758,2,3,3,1,2,6250,0.144188,0.89408,0.0346475
759,2,3,3,1,3,6250,0.178519,0.87936,0.0320225
760,2,3,3,2,0,6250,0.241191,0.65104,0.0657275
761,2,3,3,2,1,6250,0.141536,0.85584,0.0509125
762,2,3,3,2,2,6250,0.168945,0.89504,0.0448675
763,2,3,3,2,3,6250,0.131183,0.87744,0.0402775
764,2,3,3,3,0,6250,0.252576,0.63328,0.0796475
765,2,3,3,3,1,6250,0.198208,0.83856,0.0640275
766,2,3,3,3,2,6250,0.158239,0.884,0.0558075
767,2,3,3,3,3,6250,0.179541,0.87376,0.05168
768,3,0,0,0,0,6250,0.0521386,0.91408,0.0130625
769,3,0,0,0,1,6250,0.0526982,0.89072,0.01336
770,3,0,0,0,2,6250,0.0575306,0.8256,0.0139275
771,3,0,0,0,3,6250,0.0636403,0.7776,0.01659
772,3,0,0,1,0,6250,0.056704,0.91024,0.016235
773,3,0,0,1,1,6250,0.0583011,0.88096,0.0178625
774,3,0,0,1,2,6250,0.0645269,0.83584,0.0206275
775,3,0,0,1,3,6250,0.0687801,0.78016,0.0237475
776,3,0,0,2,0,6250,0.0653523,0.916,0.02007
777,3,0,0,2,1,6250,0.0672983,0.87696,0.02162
778,3,0,0,2,2,6250,0.0728614,0.83568,0.0251025
779,3,0,0,2,3,6250,0.0769571,0.7752,0.0295125
780,3,0,0,3,0,6250,0.0769565,0.91296,0.02279
781,3,0,0,3,1,6250,0.0789303,0.87392,0.026305
782,3,0,0,3,2,6250,0.0823982,0.82832,0.02864
783,3,0,0,3,3,6250,0.0886926,0.76288,0.0326575
784,3,0,1,0,0,6250,0.0686777,0.92672,0.0145925
785,3,0,1,0,1,6250,0.0734863,0.8888,0.014075
786,3,0,1,0,2,6250,0.0721209,0.836,0.014775
787,3,0,1,0,3,6250,0.0845199,0.7912,0.0164325
788,3,0,1,1,0,6250,0.0613653,0.92112,0.01947
789,3,0,1,1,1,6250,0.0750858,0.88944,0.019755
790,3,0,1,1,2,6250,0.0799558,0.83984,0.0213575
791,3,0,1,1,3,6250,0.0774641,0.77632,0.023025
792,3,0,1,2,0,6250,0.0703038,0.92016,0.0248425
793,3,0,1,2,1,6250,0.0730844,0.88256,0.025315
794,3,0,1,2,2,6250,0.0769571,0.82944,0.02748
795,3,0,1,2,3,6250,0.0899239,0.76432,0.03088
796,3,0,1,3,0,6250,0.0962734,0.91536,0.0311225
797,3,0,1,3,1,6250,0.0893496,0.87376,0.0327
798,3,0,1,3,2,6250,0.0974092,0.81872,0.0346375
799,3,0,1,3,3,6250,0.103752,0.75616,0.0374325
800,3,0,2,0,0,6250,0.106754,0.92016,0.01925
801,3,0,2,0,1,6250,0.115386,0.892,0.019655
802,3,0,2,0,2,6250,0.129235,0.84672,0.019815
803,3,0,2,0,3,6250,0.176431,0.77792,0.0226625
804,3,0,2,1,0,6250,0.10895,0.92,0.027115
805,3,0,2,1,1,6250,0.100421,0.88624,0.0262625
806,3,0,2,1,2,6250,0.127174,0.83472,0.027865
807,3,0,2,1,3,6250,0.136064,0.77296,0.0296775
808,3,0,2,2,0,6250,0.093668,0.91456,0.033405
809,3,0,2,2,1,6250,0.11188,0.884,0.03607
810,3,0,2,2,2,6250,0.144107,0.82944,0.036815
811,3,0,2,2,3,6250,0.120778,0.76816,0.0380675
812,3,0,2,3,0,6250,0.124957,0.9072,0.0427175
813,3,0,2,3,1,6250,0.132819,0.8672,0.04422
814,3,0,2,3,2,6250,0.113125,0.8248,0.0457775
815,3,0,2,3,3,6250,0.127404,0.75584,0.0494625
816,3,0,3,0,0,6250,0.243218,0.9248,0.0247025
817,3,0,3,0,1,6250,0.183316,0.88624,0.0254025
818,3,0,3,0,2,6250,0.288393,0.82992,0.0275075
819,3,0,3,0,3,6250,0.322584,0.78752,0.0310425
820,3,0,3,1,0,6250,0.154812,0.91696,0.0348525
821,3,0,3,1,1,6250,0.224168,0.88384,0.0351775
822,3,0,3,1,2,6250,0.242882,0.83184,0.0358675
823,3,0,3,1,3,6250,0.297385,0.7616,0.03777
824,3,0,3,2,0,6250,0.152801,0.9112,0.0442
825,3,0,3,2,1,6250,0.156289,0.87632,0.043905
826,3,0,3,2,2,6250,0.163922,0.82672,0.0467325
827,3,0,3,2,3,6250,0.172171,0.76896,0.048755
828,3,0,3,3,0,6250,0.189226,0.90368,0.0538725
829,3,0,3,3,1,6250,0.159612,0.8736,0.055475
830,3,0,3,3,2,6250,0.188431,0.82016,0.0586875
831,3,0,3,3,3,6250,0.162818,0.75632,0.05959
832,3,1,0,0,0,6250,0.0607551,0.87776,0.01324
833,3,1,0,0,1,6250,0.0526907,0.88016,0.0116775
834,3,1,0,0,2,6250,0.0528181,0.83856,0.0121425
835,3,1,0,0,3,6250,0.0603971,0.796,0.0127775
836,3,1,0,1,0,6250,0.063222,0.88384,0.015345
837,3,1,0,1,1,6250,0.0586999,0.87632,0.01462
838,3,1,0,1,2,6250,0.0575874,0.84416,0.0151125
839,3,1,0,1,3,6250,0.0601188,0.78992,0.0171525
840,3,1,0,2,0,6250,0.071751,0.88672,0.018025
841,3,1,0,2,1,6250,0.0655117,0.87424,0.0177325
842,3,1,0,2,2,6250,0.065894,0.83168,0.0196525
843,3,1,0,2,3,6250,0.0694013,0.78912,0.0225075
844,3,1,0,3,0,6250,0.0823071,0.88,0.019675
845,3,1,0,3,1,6250,0.0774733,0.87872,0.02062
846,3,1,0,3,2,6250,0.0766952,0.83456,0.02293
847,3,1,0,3,3,6250,0.0800311,0.78144,0.0272475
848,3,1,1,0,0,6250,0.0729515,0.90064,0.01616
849,3,1,1,0,1,6250,0.0723205,0.88688,0.0139375
850,3,1,1,0,2,6250,0.0718169,0.85344,0.0128325
851,3,1,1,0,3,6250,0.0702582,0.78736,0.0125275
852,3,1,1,1,0,6250,0.066401,0.89696,0.020545
853,3,1,1,1,1,6250,0.0659694,0.8816,0.018905
854,3,1,1,1,2,6250,0.0704966,0.83632,0.0174875
855,3,1,1,1,3,6250,0.0710615,0.78992,0.0177525
856,3,1,1,2,0,6250,0.0811114,0.89328,0.025925
857,3,1,1,2,1,6250,0.0793824,0.8776,0.023495
858,3,1,1,2,2,6250,0.0726148,0.83872,0.0238425
859,3,1,1,2,3,6250,0.0819831,0.796,0.024755
860,3,1,1,3,0,6250,0.0973888,0.88256,0.0314175
861,3,1,1,3,1,6250,0.0870538,0.87136,0.0298975
862,3,1,1,3,2,6250,0.0894687,0.83376,0.0298375
863,3,1,1,3,3,6250,0.0918981,0.7784,0.0325225
864,3,1,2,0,0,6250,0.136942,0.89696,0.0212025
865,3,1,2,0,1,6250,0.169225,0.87376,0.0195775
866,3,1,2,0,2,6250,0.155491,0.84368,0.0178125
867,3,1,2,0,3,6250,0.12749,0.78944,0.01783
868,3,1,2,1,0,6250,0.099984,0.9008,0.02983
869,3,1,2,1,1,6250,0.0950088,0.88624,0.026095
870,3,1,2,1,2,6250,0.101326,0.84096,0.0250425
871,3,1,2,1,3,6250,0.120473,0.79696,0.02513
872,3,1,2,2,0,6250,0.109688,0.89152,0.03636
873,3,1,2,2,1,6250,0.114922,0.88,0.0339475
874,3,1,2,2,2,6250,0.10024,0.82912,0.0326475
875,3,1,2,2,3,6250,0.112151,0.7824,0.0337
876,3,1,2,3,0,6250,0.133184,0.88224,0.0455425
877,3,1,2,3,1,6250,0.123604,0.86496,0.042635
