step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_attitude_error_mean,final_angular_velocity_norm_mean,loss_position_mean,loss_velocity_mean,loss_attitude_mean,loss_angular_velocity_mean,loss_action_magnitude_mean,loss_action_smoothness_mean,loss_saturation_mean,loss_terminal_mean,loss_terminal_position_mean,loss_terminal_velocity_mean,loss_terminal_attitude_mean,loss_terminal_angular_velocity_mean,ratio_position,ratio_velocity,ratio_attitude,ratio_angular_velocity,ratio_action_magnitude,ratio_action_smoothness,ratio_saturation,ratio_terminal,finite
0,16,0.0643998,0.0146647,0.497351,0.1,0.0497351,0.00676823,8.15604e-10,0.00676823,63.8302,2.27834,0,0,0.0508241,0.229934,0.0802135,1.03785,0.0207123,0.0184575,0.0207994,0.487578,9.83024e-06,0.000373708,0,28.7815,0.137853,1.27893,0.713333,26.6513,0.000706195,0.000629319,0.000709165,0.0166242,3.35167e-07,1.27417e-05,0,0.981318,true
