step,horizon,training_episode_steps,window_start_mean,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_attitude_error_mean,final_angular_velocity_norm_mean,loss_position_mean,loss_velocity_mean,loss_attitude_mean,loss_angular_velocity_mean,loss_linear_acceleration_mean,loss_angular_acceleration_mean,loss_action_magnitude_mean,loss_action_smoothness_mean,loss_saturation_mean,loss_terminal_mean,loss_terminal_position_mean,loss_terminal_velocity_mean,loss_terminal_attitude_mean,loss_terminal_angular_velocity_mean,ratio_position,ratio_velocity,ratio_attitude,ratio_angular_velocity,ratio_linear_acceleration,ratio_angular_acceleration,ratio_action_magnitude,ratio_action_smoothness,ratio_saturation,ratio_terminal,finite
42,16,500,240.37,0.00629409,0.00523815,0.0105594,0.1,0.00105594,0.0276407,7.29404e-11,0.0276407,18.6014,0.0387151,0.918945,0.0362854,0.450685,1.06264,0.697357,0.232611,1.84066,3.17781,5.1469,0.235522,0.0452664,0.017861,0.00404643,0.00492743,0.00328699,0,0,0,0,0,0.175698,0.303334,0.491291,0.0224815,0.00432085,0.00170489,0.000386246,0.000470341,0.000313755,0,true
43,16,500,246.182,0.0064709,0.00532898,0.0114192,0.1,0.00114192,-0.0180669,8.73068e-12,-0.0180669,19.3439,0.112941,0.917969,0.0403137,0.451876,1.08766,0.70414,0.225373,1.83137,3.32984,5.18589,0.23523,0.0458173,0.0171338,0.00413914,0.00486892,0.00367686,0,0,0,0,0,0.171831,0.312427,0.486574,0.0220708,0.00429888,0.00160761,0.000388361,0.000456835,0.000344988,0,true
44,16,500,241.96,0.00633617,0.00514437,0.011918,0.1,0.0011918,0.023981,1.94638e-10,0.023981,19.7618,0.0349629,0.922852,0.0381012,0.456264,1.06098,0.673718,0.230777,1.90033,3.18484,4.89022,0.238135,0.044337,0.0182612,0.00410934,0.00505138,0.0034526,0,0,0,0,0,0.1847,0.309546,0.475298,0.0231452,0.00430928,0.00177487,0.000399402,0.000490962,0.000335571,0,true
45,16,500,242.082,0.00632198,0.0051652,0.0115678,0.1,0.00115678,0.00782792,-1.04104e-10,0.00782792,19.4693,0.0605107,0.916016,0.036087,0.449491,1.08617,0.670171,0.225341,1.83725,3.33261,4.86872,0.217453,0.0451929,0.0171169,0.00394495,0.00483099,0.00328417,0,0,0,0,0,0.177849,0.322602,0.4713,0.0210498,0.00437475,0.00165695,0.000381878,0.000467648,0.000317914,0,true
46,16,500,236.875,0.0068299,0.00557185,0.0125805,0.1,0.00125805,-0.077938,1.26747e-10,-0.077938,20.3036,0.23271,0.895508,0.0348969,0.457825,1.12924,0.729698,0.229924,1.8801,3.47851,5.47469,0.233077,0.0478964,0.0173319,0.0040517,0.00485747,0.00316623,0,0,0,0,0,0.168714,0.312151,0.491282,0.0209156,0.00429807,0.00155531,0.000363587,0.000435894,0.000284127,0,true
47,16,500,236.543,0.00640327,0.00521037,0.0119289,0.1,0.00119289,0.0376562,2.65051e-10,0.0376562,19.7709,0.0955179,0.921875,0.0379181,0.457485,1.07693,0.681455,0.222408,1.88483,3.26579,4.96803,0.226969,0.044937,0.017827,0.00405071,0.00486728,0.00343937,0,0,0,0,0,0.180873,0.313393,0.476745,0.0217805,0.00431226,0.00171072,0.000388716,0.000467076,0.00033005,0,true
48,16,500,244.26,0.00651043,0.00540876,0.0110167,0.1,0.00110167,0.00849747,1.75684e-10,0.00849747,18.9999,0.0648995,0.910156,0.045639,0.454976,1.11675,0.707257,0.231044,1.84735,3.44146,5.20895,0.242316,0.0464875,0.0176999,0.00419994,0.00494381,0.0041195,0,0,0,0,0,0.170774,0.318137,0.481529,0.0224003,0.00429743,0.00163622,0.000388253,0.000457019,0.000380818,0,true
49,16,500,240.317,0.00664067,0.00553152,0.0110914,0.1,0.00110914,-0.000428085,-1.29976e-11,-0.000428085,19.0642,0.0699023,0.90625,0.0434265,0.465794,1.1279,0.722277,0.233194,1.91313,3.46451,5.36577,0.240516,0.0477557,0.0181527,0.0042005,0.00505144,0.00396439,0,0,0,0,0,0.172929,0.313161,0.485017,0.0217404,0.00431669,0.00164084,0.000379687,0.000456605,0.000358345,0,true
50,16,500,234.896,0.00652994,0.0055157,0.0101424,0.1,0.00101424,-0.00223621,-3.91025e-11,-0.00223621,18.2304,0.0638259,0.90625,0.0436249,0.449394,1.11485,0.724682,0.225639,1.8344,3.39744,5.50161,0.221689,0.0476094,0.0157747,0.00422641,0.00470984,0.00394331,0,0,0,0,0,0.166289,0.307979,0.498723,0.0200962,0.00431581,0.00142998,0.000383125,0.000426948,0.000357462,0,true
51,16,500,236.743,0.00645193,0.00532773,0.011242,0.1,0.0011242,0.0353619,1.26619e-11,0.0353619,19.1931,0.113616,0.917969,0.0459137,0.462839,1.08941,0.697098,0.227254,1.90084,3.34478,5.09795,0.235436,0.0449558,0.0180139,0.00433891,0.00503333,0.00413009,0,0,0,0,0,0.178391,0.313902,0.478435,0.0220953,0.00421904,0.00169058,0.000407201,0.000472371,0.000387603,0,true
