step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_attitude_error_mean,final_angular_velocity_norm_mean,loss_position_mean,loss_velocity_mean,loss_attitude_mean,loss_angular_velocity_mean,loss_linear_acceleration_mean,loss_angular_acceleration_mean,loss_action_magnitude_mean,loss_action_smoothness_mean,loss_saturation_mean,loss_terminal_mean,loss_terminal_position_mean,loss_terminal_velocity_mean,loss_terminal_attitude_mean,loss_terminal_angular_velocity_mean,ratio_position,ratio_velocity,ratio_attitude,ratio_angular_velocity,ratio_linear_acceleration,ratio_angular_acceleration,ratio_action_magnitude,ratio_action_smoothness,ratio_saturation,ratio_terminal,finite
638,16,0.0318921,0.000103375,0.317887,0.1,0.0317887,0.001313,-1.09285e-12,0.001313,288.673,0.00329307,0.889893,0,0.0275794,0.0568577,0.0390957,0.027406,0.00641807,0.0116465,0.0174555,0.000558457,0.000139546,7.84044e-06,0.000157329,9.03902e-06,0,0.170358,0.00798702,0.133377,0.0259961,0.00299728,0.0310427,0.0563314,0.0844282,0.00270112,0.000674953,3.79223e-05,0.000760964,4.37196e-05,0,0.823979,true
639,16,0.0318897,0.000103373,0.317863,0.1,0.0317863,0.00130886,-1.58648e-11,0.00130886,288.662,0.00330441,0.889893,0,0.0275794,0.056857,0.0390951,0.0274045,0.00641807,0.0116464,0.0174553,0.000558615,0.000139544,7.84621e-06,0.000157333,9.03822e-06,0,0.170354,0.00798701,0.133375,0.0259953,0.002997,0.0310432,0.0563319,0.0844285,0.00270194,0.000674952,3.79509e-05,0.000760995,4.37165e-05,0,0.823977,true
640,16,0.0318872,0.000103371,0.317838,0.1,0.0317838,0.0013091,-1.12345e-10,0.0013091,288.651,0.00333983,0.889893,0,0.0275794,0.0568564,0.0390946,0.027403,0.00641807,0.0116463,0.017455,0.000558771,0.000139541,7.852e-06,0.000157336,9.03747e-06,0,0.170351,0.00798701,0.133372,0.0259946,0.00299672,0.0310438,0.0563322,0.0844288,0.00270274,0.000674951,3.79796e-05,0.000761025,4.37137e-05,0,0.823976,true
641,16,0.0318848,0.000103369,0.317814,0.1,0.0317814,0.00128707,1.12542e-11,0.00128707,288.64,0.00327375,0.889893,0,0.0275794,0.0568559,0.039094,0.0274014,0.00641807,0.0116461,0.0174548,0.00055893,0.000139539,7.85782e-06,0.000157339,9.03672e-06,0,0.170347,0.00798701,0.133369,0.0259939,0.00299645,0.0310444,0.0563327,0.0844292,0.00270356,0.000674952,3.80085e-05,0.000761054,4.37109e-05,0,0.823972,true
642,16,0.0318823,0.000103367,0.31779,0.1,0.031779,0.00129387,-4.48783e-11,0.00129387,288.629,0.00334006,0.889893,0,0.0275793,0.0568552,0.0390937,0.0273999,0.00641806,0.011646,0.0174545,0.000559088,0.000139536,7.8636e-06,0.000157342,9.03597e-06,0,0.170343,0.007987,0.133367,0.0259932,0.00299617,0.0310449,0.056333,0.0844296,0.00270438,0.000674951,3.80372e-05,0.000761084,4.37081e-05,0,0.823969,true
643,16,0.0318799,0.000103365,0.317765,0.1,0.0317765,0.00127387,2.39999e-11,0.00127387,288.618,0.00327885,0.889893,0,0.0275793,0.0568546,0.039093,0.0273984,0.00641806,0.0116458,0.0174542,0.000559247,0.000139533,7.86944e-06,0.000157345,9.03521e-06,0,0.170339,0.007987,0.133365,0.0259925,0.00299589,0.0310455,0.0563333,0.0844299,0.00270519,0.000674952,3.80662e-05,0.000761112,4.37052e-05,0,0.823968,true
644,16,0.0318775,0.000103363,0.317741,0.1,0.0317741,0.00126826,2.00288e-11,0.00126826,288.607,0.00328225,0.889893,0,0.0275794,0.0568541,0.0390926,0.0273969,0.00641806,0.0116457,0.017454,0.000559404,0.000139531,7.8753e-06,0.000157348,9.03449e-06,0,0.170336,0.007987,0.133362,0.0259918,0.00299561,0.0310461,0.0563337,0.0844302,0.00270601,0.000674951,3.80952e-05,0.000761141,4.37026e-05,0,0.823965,true
645,16,0.031875,0.000103361,0.317717,0.1,0.0317717,0.00127128,-1.48675e-10,0.00127128,288.596,0.00332774,0.889893,0,0.0275793,0.0568536,0.0390921,0.0273954,0.00641807,0.0116455,0.0174537,0.00055956,0.000139528,7.88112e-06,0.000157351,9.03369e-06,0,0.170332,0.00798699,0.133359,0.0259911,0.00299533,0.0310467,0.056334,0.0844305,0.00270681,0.00067495,3.81241e-05,0.000761171,4.36995e-05,0,0.823965,true
646,16,0.0318726,0.00010336,0.317692,0.1,0.0317692,0.00125675,1.38767e-10,0.00125675,288.585,0.00329328,0.890015,0,0.0275793,0.056853,0.0390915,0.0273939,0.00641807,0.0116454,0.0174535,0.000559717,0.000139525,7.88696e-06,0.000157354,9.03296e-06,0,0.170329,0.00798698,0.133356,0.0259904,0.00299504,0.0310473,0.0563344,0.0844308,0.00270762,0.00067495,3.8153e-05,0.000761199,4.36968e-05,0,0.823961,true
647,16,0.0318702,0.000103358,0.317668,0.1,0.0317668,0.0012457,-3.14844e-11,0.0012457,288.574,0.00327429,0.890015,0,0.0275793,0.0568523,0.0390909,0.0273923,0.00641807,0.0116452,0.0174532,0.000559874,0.000139522,7.89282e-06,0.000157357,9.03221e-06,0,0.170325,0.00798697,0.133354,0.0259897,0.00299475,0.0310479,0.0563347,0.0844312,0.00270843,0.00067495,3.81821e-05,0.000761227,4.3694e-05,0,0.823959,true
648,16,0.0318677,0.000103356,0.317644,0.1,0.0317644,0.00125799,-9.19587e-11,0.00125799,288.563,0.00336924,0.890015,0,0.0275793,0.0568517,0.0390903,0.0273908,0.00641806,0.0116451,0.017453,0.000560033,0.00013952,7.89868e-06,0.00015736,9.03142e-06,0,0.170321,0.00798697,0.133351,0.0259889,0.00299447,0.0310484,0.0563351,0.0844316,0.00270925,0.00067495,3.82112e-05,0.000761254,4.3691e-05,0,0.823957,true
649,16,0.0318653,0.000103354,0.317619,0.1,0.0317619,0.00123418,-8.37314e-11,0.00123418,288.551,0.00329091,0.890015,0,0.0275793,0.0568511,0.0390898,0.0273893,0.00641807,0.011645,0.0174527,0.000560192,0.000139517,7.90457e-06,0.000157363,9.03069e-06,0,0.170318,0.00798697,0.133348,0.0259882,0.00299418,0.031049,0.0563355,0.0844319,0.00271007,0.000674949,3.82404e-05,0.000761282,4.36882e-05,0,0.823955,true
650,16,0.0318628,0.000103352,0.317595,0.1,0.0317595,0.00123409,5.75783e-11,0.00123409,288.54,0.0033229,0.890015,0,0.0275793,0.0568506,0.0390892,0.0273877,0.00641806,0.0116448,0.0174525,0.00056035,0.000139514,7.91047e-06,0.000157365,9.02992e-06,0,0.170314,0.00798696,0.133346,0.0259875,0.00299389,0.0310496,0.0563359,0.0844323,0.00271089,0.000674947,3.82696e-05,0.00076131,4.36853e-05,0,0.823953,true
651,16,0.0318604,0.00010335,0.31757,0.1,0.031757,0.0012326,-9.11388e-11,0.0012326,288.529,0.00335463,0.890015,0,0.0275792,0.0568498,0.0390887,0.0273862,0.00641806,0.0116447,0.0174522,0.00056051,0.000139511,7.91639e-06,0.000157368,9.02917e-06,0,0.17031,0.00798695,0.133343,0.0259868,0.00299361,0.0310502,0.0563364,0.0844326,0.00271171,0.000674947,3.8299e-05,0.000761338,4.36825e-05,0,0.82395,true
652,16,0.0318579,0.000103348,0.317546,0.1,0.0317546,0.00120883,6.54887e-12,0.00120883,288.518,0.00329117,0.890015,0,0.0275792,0.0568494,0.0390881,0.0273847,0.00641806,0.0116446,0.0174519,0.000560673,0.000139508,7.92235e-06,0.000157371,9.02841e-06,0,0.170307,0.00798695,0.13334,0.0259861,0.00299333,0.0310508,0.0563367,0.084433,0.00271255,0.000674946,3.83286e-05,0.000761364,4.36797e-05,0,0.823948,true
653,16,0.0318555,0.000103346,0.317521,0.1,0.0317521,0.00122077,3.77709e-12,0.00122077,288.507,0.0033835,0.890015,0,0.0275792,0.0568489,0.0390877,0.0273831,0.00641806,0.0116444,0.0174517,0.000560833,0.000139506,7.92831e-06,0.000157374,9.02764e-06,0,0.170303,0.00798694,0.133338,0.0259853,0.00299306,0.0310513,0.056337,0.0844334,0.00271338,0.000674947,3.83581e-05,0.000761392,4.36768e-05,0,0.823946,true
654,16,0.031853,0.000103344,0.317497,0.1,0.0317497,0.0011999,1.52867e-11,0.0011999,288.496,0.00332544,0.890015,0,0.0275792,0.0568482,0.039087,0.0273817,0.00641806,0.0116443,0.0174515,0.000560997,0.000139503,7.93429e-06,0.000157377,9.02691e-06,0,0.170299,0.00798694,0.133335,0.0259847,0.00299279,0.0310519,0.0563373,0.0844338,0.00271422,0.000674946,3.83878e-05,0.000761421,4.36741e-05,0,0.823943,true
655,16,0.0318506,0.000103342,0.317472,0.1,0.0317472,0.00118208,-9.79387e-11,0.00118208,288.485,0.00329724,0.890015,0,0.0275792,0.0568477,0.0390865,0.0273803,0.00641806,0.0116441,0.0174512,0.000561159,0.0001395,7.94026e-06,0.000157379,9.02619e-06,0,0.170296,0.00798694,0.133332,0.025984,0.00299253,0.0310525,0.0563377,0.0844343,0.00271506,0.000674944,3.84174e-05,0.000761445,4.36714e-05,0,0.823941,true
656,16,0.0318481,0.00010334,0.317448,0.1,0.0317448,0.00119679,3.20594e-11,0.00119679,288.474,0.00340741,0.890015,0,0.0275792,0.0568471,0.039086,0.0273788,0.00641806,0.011644,0.017451,0.000561321,0.000139497,7.94626e-06,0.000157382,9.0254e-06,0,0.170292,0.00798693,0.13333,0.0259832,0.00299227,0.0310531,0.0563381,0.0844347,0.00271589,0.000674943,3.84471e-05,0.000761474,4.36684e-05,0,0.823939,true
657,16,0.0318457,0.000103338,0.317423,0.1,0.0317423,0.00115832,-1.05352e-11,0.00115832,288.462,0.00326017,0.890015,0,0.0275792,0.0568464,0.0390854,0.0273774,0.00641805,0.0116438,0.0174507,0.000561486,0.000139495,7.95226e-06,0.000157384,9.02473e-06,0,0.170288,0.00798693,0.133327,0.0259825,0.002992,0.0310536,0.0563385,0.0844351,0.00271674,0.000674942,3.84769e-05,0.000761499,4.3666e-05,0,0.823937,true
658,16,0.0318432,0.000103336,0.317399,0.1,0.0317399,0.00116536,-3.73266e-11,0.00116536,288.451,0.00333876,0.890015,0,0.0275792,0.0568459,0.0390849,0.0273758,0.00641805,0.0116437,0.0174505,0.000561647,0.000139492,7.95827e-06,0.000157387,9.02395e-06,0,0.170285,0.00798692,0.133324,0.0259817,0.00299173,0.0310542,0.056339,0.0844354,0.00271757,0.00067494,3.85067e-05,0.000761527,4.3663e-05,0,0.823935,true
659,16,0.0318407,0.000103334,0.317374,0.1,0.0317374,0.00115669,-3.41054e-11,0.00115669,288.44,0.00334053,0.890015,0,0.0275792,0.0568453,0.0390843,0.0273743,0.00641806,0.0116436,0.0174502,0.000561807,0.000139489,7.96433e-06,0.000157389,9.02325e-06,0,0.170281,0.00798692,0.133321,0.025981,0.00299145,0.0310548,0.0563395,0.0844357,0.0027184,0.000674941,3.85367e-05,0.000761554,4.36605e-05,0,0.823933,true
660,16,0.0318383,0.000103332,0.317349,0.1,0.0317349,0.00113511,8.81538e-11,0.00113511,288.429,0.00328478,0.890015,0,0.0275792,0.0568448,0.0390837,0.0273728,0.00641806,0.0116434,0.01745,0.000561972,0.000139486,7.97034e-06,0.000157392,9.02255e-06,0,0.170277,0.00798692,0.133319,0.0259803,0.00299117,0.0310554,0.0563398,0.0844361,0.00271925,0.000674941,3.85666e-05,0.000761581,4.36579e-05,0,0.823931,true
661,16,0.0318358,0.00010333,0.317325,0.1,0.0317325,0.0011529,3.48834e-11,0.0011529,288.418,0.00339422,0.890015,0,0.0275791,0.056844,0.0390832,0.0273713,0.00641806,0.0116433,0.0174497,0.000562132,0.000139484,7.97637e-06,0.000157395,9.02182e-06,0,0.170274,0.00798691,0.133316,0.0259796,0.00299087,0.031056,0.0563401,0.0844365,0.00272007,0.00067494,3.85965e-05,0.000761611,4.36552e-05,0,0.823929,true
662,16,0.0318333,0.000103328,0.3173,0.1,0.03173,0.00113325,8.957e-11,0.00113325,288.406,0.00334255,0.890015,0,0.0275791,0.0568435,0.0390826,0.0273696,0.00641806,0.0116431,0.0174495,0.000562296,0.000139481,7.98241e-06,0.000157397,9.02115e-06,0,0.17027,0.00798691,0.133314,0.0259789,0.00299058,0.0310566,0.0563405,0.084437,0.00272092,0.000674939,3.86264e-05,0.000761636,4.36528e-05,0,0.823926,true
663,16,0.0318309,0.000103326,0.317275,0.1,0.0317275,0.00111873,5.79169e-11,0.00111873,288.395,0.0033209,0.890015,0,0.0275792,0.0568428,0.039082,0.0273681,0.00641806,0.011643,0.0174492,0.00056246,0.000139478,7.98848e-06,0.0001574,9.02046e-06,0,0.170266,0.00798691,0.133311,0.0259782,0.0029903,0.0310572,0.0563409,0.0844374,0.00272176,0.000674939,3.86565e-05,0.000761664,4.36503e-05,0,0.823924,true
664,16,0.0318284,0.000103324,0.317251,0.1,0.0317251,0.0011299,-1.13758e-10,0.0011299,288.384,0.0034091,0.890015,0,0.0275791,0.0568422,0.0390814,0.0273665,0.00641805,0.0116429,0.017449,0.000562624,0.000139476,7.99455e-06,0.000157403,9.01978e-06,0,0.170263,0.0079869,0.133308,0.0259774,0.00299002,0.0310578,0.0563413,0.0844377,0.00272261,0.00067494,3.86866e-05,0.000761694,4.36478e-05,0,0.823922,true
665,16,0.0318259,0.000103323,0.317226,0.1,0.0317226,0.00109887,-1.27699e-10,0.00109887,288.373,0.00330618,0.890015,0,0.0275791,0.0568416,0.0390808,0.0273651,0.00641805,0.0116427,0.0174487,0.00056279,0.000139473,8.00062e-06,0.000157406,9.01913e-06,0,0.170259,0.00798689,0.133306,0.0259767,0.00298974,0.0310583,0.0563417,0.0844381,0.00272346,0.000674938,3.87167e-05,0.000761721,4.36455e-05,0,0.823919,true
666,16,0.0318234,0.000103321,0.317201,0.1,0.0317201,0.00109482,-1.18528e-10,0.00109482,288.362,0.00332568,0.890015,0,0.0275792,0.0568411,0.0390803,0.0273636,0.00641805,0.0116426,0.0174485,0.000562954,0.00013947,8.00672e-06,0.000157408,9.01846e-06,0,0.170255,0.00798688,0.133303,0.025976,0.00298947,0.0310589,0.056342,0.0844385,0.00272431,0.000674938,3.8747e-05,0.000761748,4.36431e-05,0,0.823917,true
667,16,0.031821,0.000103319,0.317176,0.1,0.0317176,0.001093,-4.89579e-11,0.001093,288.35,0.00336055,0.890015,0,0.0275791,0.0568404,0.0390799,0.0273621,0.00641805,0.0116424,0.0174482,0.000563118,0.000139467,8.01284e-06,0.000157411,9.0178e-06,0,0.170251,0.00798688,0.1333,0.0259752,0.00298919,0.0310595,0.0563423,0.0844389,0.00272515,0.000674937,3.87774e-05,0.000761777,4.36407e-05,0,0.823915,true
668,16,0.0318185,0.000103317,0.317152,0.1,0.0317152,0.00107005,3.19808e-11,0.00107005,288.339,0.00329511,0.890015,0,0.0275791,0.0568398,0.0390793,0.0273606,0.00641805,0.0116423,0.017448,0.000563283,0.000139464,8.01897e-06,0.000157414,9.01717e-06,0,0.170248,0.00798687,0.133298,0.0259745,0.00298892,0.0310601,0.0563427,0.0844393,0.002726,0.000674937,3.88077e-05,0.000761804,4.36385e-05,0,0.823912,true
669,16,0.031816,0.000103315,0.317127,0.1,0.0317127,0.00107592,3.99178e-12,0.00107592,288.328,0.0033611,0.890015,0,0.0275791,0.0568392,0.0390787,0.027359,0.00641804,0.0116421,0.0174477,0.000563447,0.000139462,8.02509e-06,0.000157417,9.01648e-06,0,0.170244,0.00798687,0.133295,0.0259738,0.00298862,0.0310607,0.0563431,0.0844395,0.00272685,0.000674936,3.88381e-05,0.000761833,4.3636e-05,0,0.82391,true
670,16,0.0318135,0.000103313,0.317102,0.1,0.0317102,0.00106474,1.10956e-11,0.00106474,288.316,0.00335118,0.890015,0,0.0275791,0.0568387,0.0390781,0.0273575,0.00641805,0.011642,0.0174474,0.000563613,0.000139459,8.03123e-06,0.00015742,9.01583e-06,0,0.170241,0.00798687,0.133292,0.025973,0.00298834,0.0310613,0.0563434,0.0844398,0.0027277,0.000674935,3.88686e-05,0.000761862,4.36337e-05,0,0.823909,true
671,16,0.031811,0.000103311,0.317077,0.1,0.0317077,0.0010522,-1.60232e-11,0.0010522,288.305,0.00333076,0.890015,0,0.0275792,0.0568381,0.0390776,0.027356,0.00641804,0.0116418,0.0174471,0.000563777,0.000139456,8.0374e-06,0.000157423,9.01522e-06,0,0.170237,0.00798686,0.13329,0.0259723,0.00298805,0.0310619,0.0563438,0.0844401,0.00272855,0.000674935,3.88991e-05,0.000761891,4.36316e-05,0,0.823907,true
672,16,0.0318085,0.000103309,0.317052,0.1,0.0317052,0.00105365,-1.21048e-10,0.00105365,288.294,0.00337597,0.890015,0,0.0275791,0.0568375,0.0390771,0.0273544,0.00641804,0.0116417,0.0174469,0.000563944,0.000139453,8.04356e-06,0.000157426,9.01456e-06,0,0.170233,0.00798686,0.133287,0.0259716,0.00298775,0.0310624,0.0563442,0.0844404,0.00272941,0.000674935,3.89297e-05,0.000761919,4.36292e-05,0,0.823904,true
673,16,0.031806,0.000103307,0.317027,0.1,0.0317027,0.00103627,8.33116e-11,0.00103627,288.283,0.00334191,0.890015,0,0.0275791,0.0568369,0.0390765,0.0273529,0.00641804,0.0116415,0.0174466,0.000564108,0.000139451,8.04971e-06,0.000157429,9.01397e-06,0,0.170229,0.00798685,0.133284,0.0259709,0.00298746,0.031063,0.0563445,0.084441,0.00273025,0.000674935,3.89602e-05,0.000761949,4.36272e-05,0,0.823902,true
674,16,0.0318036,0.000103305,0.317003,0.1,0.0317002,0.00103142,-3.69502e-11,0.00103142,288.271,0.00335628,0.890015,0,0.0275791,0.0568363,0.0390761,0.0273513,0.00641804,0.0116414,0.0174464,0.000564275,0.000139448,8.05592e-06,0.000157432,9.01331e-06,0,0.170225,0.00798684,0.133282,0.0259701,0.00298719,0.0310636,0.056345,0.0844412,0.00273112,0.000674935,3.8991e-05,0.000761979,4.36248e-05,0,0.823899,true
675,16,0.0318011,0.000103303,0.316978,0.1,0.0316978,0.00102704,7.92708e-11,0.00102704,288.26,0.00337777,0.890015,0,0.0275791,0.0568357,0.0390754,0.0273498,0.00641804,0.0116413,0.0174461,0.000564442,0.000139445,8.06211e-06,0.000157435,9.01271e-06,0,0.170222,0.00798684,0.133279,0.0259694,0.0029869,0.0310642,0.0563453,0.0844416,0.00273198,0.000674935,3.90217e-05,0.000762009,4.36228e-05,0,0.823896,true
676,16,0.0317986,0.000103301,0.316953,0.1,0.0316953,0.00100972,7.16885e-11,0.00100972,288.249,0.00334475,0.890015,0,0.0275791,0.0568352,0.0390748,0.0273483,0.00641804,0.0116411,0.0174459,0.000564609,0.000139443,8.06833e-06,0.000157439,9.01214e-06,0,0.170218,0.00798683,0.133276,0.0259687,0.00298663,0.0310648,0.0563457,0.084442,0.00273284,0.000674935,3.90526e-05,0.000762039,4.36208e-05,0,0.823895,true
677,16,0.0317961,0.000103299,0.316928,0.1,0.0316928,0.000990579,-1.06344e-11,0.000990579,288.237,0.00330382,0.890015,0,0.027579,0.0568346,0.0390742,0.0273468,0.00641804,0.011641,0.0174456,0.000564775,0.00013944,8.07458e-06,0.000157442,9.01159e-06,0,0.170214,0.00798683,0.133273,0.0259679,0.00298635,0.0310654,0.0563462,0.0844423,0.0027337,0.000674935,3.90836e-05,0.000762069,4.3619e-05,0,0.823893,true
678,16,0.0317936,0.000103297,0.316903,0.1,0.0316903,0.00100432,-2.54593e-11,0.00100432,288.226,0.00339944,0.890015,0,0.0275791,0.056834,0.0390736,0.0273452,0.00641803,0.0116408,0.0174453,0.000564941,0.000139437,8.08084e-06,0.000157445,9.011e-06,0,0.170211,0.00798682,0.13327,0.0259672,0.00298606,0.031066,0.0563466,0.0844427,0.00273455,0.000674935,3.91146e-05,0.0007621,4.3617e-05,0,0.823891,true
679,16,0.0317911,0.000103295,0.316878,0.1,0.0316878,0.000983016,-9.3544e-11,0.000983016,288.214,0.00334055,0.890015,0,0.0275791,0.0568333,0.0390731,0.0273436,0.00641804,0.0116407,0.0174451,0.000565107,0.000139435,8.0871e-06,0.000157448,9.01045e-06,0,0.170207,0.00798682,0.133268,0.0259665,0.00298577,0.0310666,0.056347,0.0844431,0.00273541,0.000674935,3.91457e-05,0.000762128,4.36152e-05,0,0.823887,true
680,16,0.0317886,0.000103293,0.316853,0.1,0.0316853,0.000969858,-4.32705e-11,0.000969858,288.203,0.00333653,0.890015,0,0.027579,0.0568327,0.0390725,0.027342,0.00641803,0.0116406,0.0174448,0.000565272,0.000139432,8.09337e-06,0.000157451,9.00993e-06,0,0.170203,0.00798681,0.133265,0.0259657,0.00298547,0.0310671,0.0563473,0.0844435,0.00273625,0.000674935,3.91768e-05,0.000762159,4.36135e-05,0,0.823886,true
681,16,0.0317861,0.000103291,0.316828,0.1,0.0316828,0.000982354,2.00699e-11,0.000982354,288.192,0.0034464,0.890015,0,0.027579,0.056832,0.039072,0.0273405,0.00641803,0.0116404,0.0174446,0.000565438,0.000139429,8.09966e-06,0.000157455,9.00939e-06,0,0.1702,0.0079868,0.133263,0.025965,0.00298517,0.0310677,0.0563477,0.0844439,0.00273712,0.000674935,3.9208e-05,0.000762192,4.36117e-05,0,0.823885,true
682,16,0.0317835,0.000103289,0.316803,0.1,0.0316803,0.000949984,8.55607e-11,0.000949984,288.18,0.00333869,0.890015,0,0.027579,0.0568315,0.0390715,0.0273388,0.00641803,0.0116403,0.0174443,0.000565606,0.000139427,8.10595e-06,0.000157458,9.00886e-06,0,0.170196,0.0079868,0.13326,0.0259642,0.00298486,0.0310683,0.0563481,0.0844442,0.00273798,0.000674936,3.92392e-05,0.000762223,4.361e-05,0,0.823883,true
683,16,0.031781,0.000103287,0.316777,0.1,0.0316777,0.000957772,-2.0092e-11,0.000957772,288.169,0.00340249,0.890015,0,0.027579,0.0568308,0.0390709,0.0273372,0.00641803,0.0116401,0.0174441,0.000565775,0.000139424,8.11225e-06,0.000157462,9.0083e-06,0,0.170192,0.0079868,0.133257,0.0259635,0.00298456,0.0310689,0.0563485,0.0844446,0.00273885,0.000674936,3.92704e-05,0.000762254,4.36081e-05,0,0.823881,true
684,16,0.0317785,0.000103285,0.316752,0.1,0.0316752,0.000945092,8.21809e-11,0.000945092,288.157,0.00339628,0.890015,0,0.0275791,0.0568303,0.0390704,0.0273356,0.00641803,0.01164,0.0174438,0.000565945,0.000139422,8.11852e-06,0.000157465,9.00779e-06,0,0.170189,0.00798679,0.133254,0.0259628,0.00298426,0.0310695,0.0563488,0.084445,0.00273973,0.000674936,3.93016e-05,0.000762283,4.36065e-05,0,0.823879,true
685,16,0.031776,0.000103283,0.316727,0.1,0.0316727,0.000924536,4.11195e-11,0.000924536,288.146,0.00335559,0.890015,0,0.027579,0.0568297,0.0390698,0.0273341,0.00641803,0.0116398,0.0174435,0.000566112,0.000139419,8.12484e-06,0.000157468,9.00731e-06,0,0.170185,0.00798679,0.133252,0.025962,0.00298399,0.0310701,0.0563492,0.0844453,0.00274059,0.000674935,3.93329e-05,0.000762313,4.3605e-05,0,0.823875,true
686,16,0.0317735,0.000103281,0.316702,0.1,0.0316702,0.000923865,5.56854e-11,0.000923865,288.134,0.00339085,0.890015,0,0.027579,0.056829,0.0390692,0.0273326,0.00641802,0.0116397,0.0174433,0.000566282,0.000139416,8.1312e-06,0.000157471,9.00677e-06,0,0.170181,0.00798678,0.133249,0.0259613,0.0029837,0.0310707,0.0563495,0.0844456,0.00274146,0.000674935,3.93645e-05,0.000762342,4.36032e-05,0,0.823873,true
687,16,0.0317709,0.000103279,0.316677,0.1,0.0316677,0.000909572,-2.57883e-11,0.000909572,288.123,0.00337365,0.890015,0,0.027579,0.0568284,0.0390687,0.027331,0.00641802,0.0116395,0.017443,0.000566452,0.000139413,8.13756e-06,0.000157474,9.00624e-06,0,0.170177,0.00798678,0.133246,0.0259606,0.00298341,0.0310713,0.05635,0.084446,0.00274234,0.000674934,3.9396e-05,0.000762372,4.36015e-05,0,0.823871,true
688,16,0.0317684,0.000103277,0.316651,0.1,0.0316651,0.000891772,4.35528e-11,0.000891772,288.111,0.00333498,0.890015,0,0.027579,0.0568278,0.0390681,0.0273295,0.00641802,0.0116394,0.0174427,0.000566621,0.00013941,8.14394e-06,0.000157477,9.00569e-06,0,0.170173,0.00798677,0.133244,0.0259598,0.00298313,0.0310719,0.0563504,0.0844464,0.00274321,0.000674935,3.94276e-05,0.000762401,4.35997e-05,0,0.823868,true
689,16,0.0317659,0.000103275,0.316626,0.1,0.0316626,0.000895189,-4.75292e-12,0.000895189,288.1,0.00339426,0.890015,0,0.027579,0.0568272,0.0390675,0.0273279,0.00641802,0.0116392,0.0174425,0.000566789,0.000139408,8.15036e-06,0.00015748,9.00514e-06,0,0.170169,0.00798676,0.133241,0.0259591,0.00298283,0.0310725,0.0563508,0.0844467,0.00274408,0.000674934,3.94595e-05,0.000762431,4.35979e-05,0,0.823865,true
690,16,0.0317633,0.000103273,0.316601,0.1,0.0316601,0.000884173,-1.29334e-11,0.000884174,288.088,0.00339213,0.890015,0,0.027579,0.0568266,0.039067,0.0273263,0.00641802,0.0116391,0.0174422,0.000566957,0.000139405,8.15679e-06,0.000157483,9.00462e-06,0,0.170166,0.00798675,0.133238,0.0259584,0.00298253,0.0310731,0.0563511,0.0844471,0.00274494,0.000674935,3.94914e-05,0.000762459,4.35962e-05,0,0.823864,true
691,16,0.0317608,0.000103271,0.316575,0.1,0.0316575,0.000867941,4.69706e-11,0.00086794,288.077,0.00337073,0.890015,0,0.027579,0.056826,0.0390664,0.0273247,0.00641802,0.011639,0.0174419,0.000567129,0.000139402,8.16319e-06,0.000157486,9.00408e-06,0,0.170162,0.00798675,0.133236,0.0259576,0.00298225,0.0310737,0.0563515,0.0844475,0.00274583,0.000674934,3.95232e-05,0.000762488,4.35944e-05,0,0.823861,true
692,16,0.0317582,0.000103269,0.31655,0.1,0.031655,0.000874612,8.38919e-11,0.000874612,288.065,0.00344326,0.890015,0,0.027579,0.0568254,0.0390658,0.0273232,0.00641802,0.0116388,0.0174417,0.0005673,0.000139399,8.16962e-06,0.000157489,9.00351e-06,0,0.170158,0.00798674,0.133233,0.0259569,0.00298196,0.0310743,0.056352,0.0844479,0.00274671,0.000674933,3.95551e-05,0.000762516,4.35925e-05,0,0.82386,true
693,16,0.0317557,0.000103267,0.316524,0.1,0.0316524,0.000852526,-8.80175e-11,0.000852526,288.054,0.00338802,0.890015,0,0.0275789,0.0568248,0.0390653,0.0273216,0.00641802,0.0116387,0.0174414,0.000567469,0.000139397,8.17603e-06,0.000157491,9.00297e-06,0,0.170154,0.00798674,0.13323,0.0259561,0.00298167,0.0310749,0.0563524,0.0844483,0.00274758,0.000674932,3.95869e-05,0.000762542,4.35907e-05,0,0.823857,true
694,16,0.0317531,0.000103265,0.316499,0.1,0.0316499,0.000837658,-4.55383e-11,0.000837658,288.042,0.00337249,0.890015,0,0.0275789,0.0568242,0.0390647,0.0273202,0.00641801,0.0116385,0.0174412,0.000567644,0.000139394,8.18247e-06,0.000157493,9.00236e-06,0,0.170151,0.00798674,0.133227,0.0259554,0.0029814,0.0310755,0.0563527,0.0844487,0.00274848,0.000674932,3.96188e-05,0.000762568,4.35886e-05,0,0.823854,true
695,16,0.0317506,0.000103263,0.316473,0.1,0.0316473,0.000842071,8.30108e-11,0.000842071,288.03,0.00343822,0.890015,0,0.0275789,0.0568235,0.0390641,0.0273186,0.00641801,0.0116384,0.0174409,0.000567816,0.000139391,8.18895e-06,0.000157496,9.00178e-06,0,0.170147,0.00798674,0.133225,0.0259546,0.00298111,0.0310761,0.0563531,0.0844491,0.00274937,0.000674932,3.96509e-05,0.000762595,4.35867e-05,0,0.823853,true
