step,horizon,loss,diff_rollout_loss_scaled,critic_loss_raw,critic_loss_weight,critic_loss_scaled,critic_output_mean,critic_target_mean,critic_error_mean,critic_error_norm,grad_norm,success_rate_batch,action_saturation_rate,final_position_norm_mean,final_velocity_norm_mean,final_attitude_error_mean,final_angular_velocity_norm_mean,loss_position_mean,loss_velocity_mean,loss_attitude_mean,loss_angular_velocity_mean,loss_linear_acceleration_mean,loss_angular_acceleration_mean,loss_action_magnitude_mean,loss_action_smoothness_mean,loss_saturation_mean,loss_terminal_mean,loss_terminal_position_mean,loss_terminal_velocity_mean,loss_terminal_attitude_mean,loss_terminal_angular_velocity_mean,ratio_position,ratio_velocity,ratio_attitude,ratio_angular_velocity,ratio_linear_acceleration,ratio_angular_acceleration,ratio_action_magnitude,ratio_action_smoothness,ratio_saturation,ratio_terminal,finite
258,16,0.0446039,0.000109855,0.44494,0.1,0.044494,0.141545,1.17027e-10,0.141545,341.524,0.0315361,0.87915,0,0.0276776,0.0590115,0.0405328,0.0277147,0.00643986,0.0128859,0.0179453,0.000834695,0.000292917,2.70837e-05,0.0002602,0.000528717,0,0.180496,0.00804697,0.141746,0.0277432,0.00295939,0.0293107,0.0586494,0.0816773,0.00379907,0.00133319,0.00012327,0.00118429,0.00240643,0,0.821516,true
259,16,0.0445415,0.000109527,0.44432,0.1,0.044432,0.141573,-1.89284e-11,0.141573,341.286,0.0315957,0.879395,0,0.0276811,0.0588126,0.0405341,0.027676,0.0064404,0.0129168,0.0179456,0.000835776,0.000290546,2.72871e-05,0.000257974,0.000530416,0,0.179809,0.00804924,0.141063,0.0277445,0.00295103,0.0294011,0.0589667,0.0819235,0.0038154,0.00132637,0.000124568,0.00117768,0.0024214,0,0.820845,true
260,16,0.0444788,0.000109229,0.443696,0.1,0.0443696,0.141567,-2.58612e-11,0.141567,341.046,0.0316517,0.879761,0,0.0276846,0.0586307,0.0405347,0.0276461,0.00644093,0.0129504,0.0179456,0.000837347,0.000288275,2.74951e-05,0.000255779,0.000532111,0,0.179179,0.00805155,0.140438,0.027745,0.00294464,0.0294837,0.059281,0.0821468,0.00383301,0.0013196,0.00012586,0.00117084,0.00243577,0,0.820202,true
261,16,0.0444157,0.000108962,0.443068,0.1,0.0443068,0.141533,1.23953e-10,0.141533,340.804,0.0317052,0.880493,0,0.0276882,0.0584667,0.0405353,0.0276197,0.0064415,0.0129862,0.0179455,0.000839287,0.000286123,2.77007e-05,0.000253628,0.000533808,0,0.17861,0.00805387,0.139872,0.0277451,0.00293909,0.0295585,0.0595904,0.0823478,0.00385129,0.00131295,0.000127112,0.00116384,0.00244952,0,0.819599,true
262,16,0.0443524,0.000108727,0.442436,0.1,0.0442436,0.141472,-1.45497e-11,0.141472,340.561,0.0317559,0.880615,0,0.0276918,0.0583209,0.0405358,0.0275942,0.00644204,0.0130243,0.0179455,0.000841537,0.000284104,2.79009e-05,0.000251536,0.000535512,0,0.178102,0.00805623,0.139366,0.0277454,0.00293374,0.0296249,0.0598945,0.0825255,0.00386996,0.0013065,0.000128307,0.00115673,0.00246265,0,0.819031,true
263,16,0.0442887,0.000108523,0.441802,0.1,0.0441802,0.141389,-9.08472e-11,0.141389,340.317,0.0318047,0.880981,0,0.0276955,0.0581928,0.0405363,0.0275692,0.0064426,0.0130644,0.0179455,0.000844068,0.000282228,2.8096e-05,0.000249512,0.000537227,0,0.177652,0.00805864,0.13892,0.0277456,0.00292849,0.0296831,0.0601916,0.0826804,0.00388889,0.00130031,0.000129447,0.00114958,0.00247517,0,0.8185,true
264,16,0.0442247,0.000108349,0.441164,0.1,0.0441164,0.141285,2.98008e-11,0.141285,340.071,0.0318514,0.881714,0,0.0276992,0.0580822,0.0405372,0.0275444,0.00644316,0.0131063,0.0179454,0.000846823,0.000280502,2.82889e-05,0.000247566,0.000538955,0,0.177262,0.00806104,0.138532,0.0277459,0.00292333,0.0297333,0.0604816,0.0828126,0.00390784,0.00129444,0.000130545,0.00114244,0.00248712,0,0.81801,true
265,16,0.0441605,0.000108204,0.440523,0.1,0.0440523,0.141164,-1.17372e-10,0.141164,339.824,0.0318969,0.882568,0,0.0277029,0.0579886,0.040538,0.0275203,0.0064437,0.0131497,0.0179453,0.000849718,0.000278931,2.84838e-05,0.000245706,0.000540702,0,0.176926,0.00806344,0.138199,0.0277462,0.00291835,0.0297756,0.0607634,0.0829234,0.00392645,0.00128891,0.00013162,0.00113538,0.00249852,0,0.817556,true
266,16,0.0440961,0.000108087,0.43988,0.1,0.043988,0.141029,-4.56813e-11,0.141029,339.576,0.0319407,0.882812,0,0.0277066,0.0579106,0.0405387,0.0274978,0.00644426,0.0131945,0.0179453,0.000852673,0.000277519,2.86852e-05,0.000243939,0.000542471,0,0.176644,0.00806584,0.137918,0.0277464,0.00291372,0.0298107,0.0610368,0.0830135,0.0039444,0.00128378,0.000132695,0.00112844,0.00250943,0,0.817141,true
267,16,0.0440315,0.000107994,0.439235,0.1,0.0439235,0.14088,-5.45938e-11,0.14088,339.327,0.0319839,0.883179,0,0.0277102,0.0578473,0.0405394,0.0274778,0.00644481,0.0132404,0.0179452,0.000855621,0.000276263,2.88974e-05,0.000242269,0.000544262,0,0.17641,0.00806823,0.137686,0.0277465,0.00290959,0.0298387,0.0613014,0.0830842,0.00396143,0.00127907,0.000133792,0.00112168,0.00251987,0,0.816759,true
268,16,0.0439667,0.000107925,0.438588,0.1,0.0438588,0.140721,-6.67352e-12,0.140721,339.077,0.0320261,0.883423,0,0.0277138,0.0577976,0.0405401,0.0274605,0.00644533,0.0132872,0.0179451,0.000858516,0.000275166,2.9123e-05,0.000240701,0.000546082,0,0.176223,0.00807061,0.137499,0.0277466,0.00290606,0.0298603,0.0615574,0.0831371,0.00397738,0.0012748,0.000134922,0.00111513,0.00252992,0,0.816414,true
269,16,0.0439018,0.000107877,0.437939,0.1,0.0437939,0.140553,8.88778e-12,0.140553,338.826,0.0320675,0.883911,0,0.0277174,0.0577603,0.0405406,0.0274459,0.00644586,0.0133345,0.0179451,0.00086136,0.000274223,2.93625e-05,0.000239236,0.00054793,0,0.176076,0.00807296,0.137354,0.0277465,0.00290306,0.029876,0.0618043,0.0831738,0.00399233,0.001271,0.000136093,0.00110884,0.00253961,0,0.816097,true
270,16,0.0438367,0.000107848,0.437289,0.1,0.0437289,0.140377,-6.91297e-12,0.140377,338.574,0.0321084,0.884155,0,0.0277209,0.0577341,0.040541,0.0274334,0.00644638,0.0133824,0.017945,0.000864175,0.000273434,2.96147e-05,0.000237878,0.00054981,0,0.175967,0.00807526,0.137245,0.0277464,0.00290049,0.0298864,0.0620426,0.0831956,0.00400644,0.00126768,0.000137298,0.00110284,0.002549,0,0.815812,true
271,16,0.0437715,0.000107836,0.436636,0.1,0.0436636,0.140194,-9.68494e-11,0.140194,338.322,0.0321487,0.884155,0,0.0277244,0.0577178,0.0405415,0.0274225,0.00644691,0.0134305,0.0179449,0.000867009,0.000272792,2.98767e-05,0.000236627,0.000551724,0,0.175893,0.00807755,0.13717,0.0277462,0.00289821,0.0298921,0.0622725,0.0832042,0.00402002,0.00126484,0.000138528,0.00109716,0.00255815,0,0.815554,true
272,16,0.0437061,0.00010784,0.435982,0.1,0.0435982,0.140007,6.37991e-11,0.140007,338.068,0.0321887,0.884155,0,0.0277278,0.05771,0.040542,0.0274123,0.0064474,0.0134786,0.0179447,0.000869936,0.000272295,3.01452e-05,0.000235485,0.000553673,0,0.175847,0.00807979,0.137125,0.0277462,0.00289609,0.0298935,0.062494,0.0832011,0.00403347,0.0012625,0.000139769,0.00109183,0.00256711,0,0.815317,true
273,16,0.0436405,0.000107856,0.435327,0.1,0.0435327,0.139815,3.40699e-11,0.139815,337.814,0.0322287,0.884155,0,0.0277311,0.0577101,0.0405424,0.0274026,0.00644789,0.0135267,0.0179447,0.000873016,0.000271938,3.04166e-05,0.000234449,0.00055566,0,0.175827,0.008082,0.137105,0.027746,0.00289409,0.0298912,0.0627074,0.0831883,0.00404714,0.00126066,0.000141006,0.00108686,0.00257594,0,0.815101,true
274,16,0.0435748,0.000107883,0.434669,0.1,0.0434669,0.139619,-9.48341e-11,0.139619,337.559,0.0322683,0.884155,0,0.0277343,0.0577167,0.040543,0.027393,0.00644838,0.0135746,0.0179446,0.000876299,0.000271717,3.06885e-05,0.000233521,0.000557687,0,0.175829,0.00808415,0.137107,0.027746,0.00289208,0.0298859,0.0629133,0.0831667,0.00406132,0.00125931,0.00014223,0.00108228,0.00258467,0,0.814905,true
275,16,0.0435089,0.00010792,0.43401,0.1,0.043401,0.139421,-2.26e-11,0.139421,337.303,0.0323077,0.884277,0,0.0277375,0.0577289,0.0405437,0.0273832,0.00644886,0.0136221,0.0179445,0.000879806,0.000271627,3.09593e-05,0.0002327,0.000559753,0,0.175851,0.00808625,0.137128,0.027746,0.00289006,0.0298779,0.0631118,0.0831378,0.00407618,0.00125846,0.000143436,0.00107811,0.00259336,0,0.814724,true
276,16,0.0434429,0.000107965,0.433349,0.1,0.0433349,0.139221,3.42792e-11,0.139221,337.046,0.0323472,0.884521,0,0.0277407,0.0577455,0.0405443,0.0273731,0.00644934,0.0136692,0.0179445,0.000883532,0.000271663,3.12293e-05,0.000231983,0.000561861,0,0.175887,0.0080883,0.137165,0.027746,0.00288802,0.0298676,0.0633038,0.083103,0.00409174,0.0012581,0.000144626,0.00107434,0.00260205,0,0.814554,true
277,16,0.0433767,0.000108017,0.432687,0.1,0.0432687,0.139019,1.07832e-10,0.139019,336.788,0.0323861,0.884521,0,0.0277437,0.0577658,0.0405452,0.0273629,0.00644978,0.0137158,0.0179445,0.000887444,0.00027182,3.14997e-05,0.000231369,0.000564014,0,0.175938,0.00809031,0.137215,0.0277461,0.00288597,0.0298555,0.0634892,0.0830635,0.0041079,0.00125823,0.00014581,0.00107099,0.00261077,0,0.8144,true
278,16,0.0433103,0.000108073,0.432022,0.1,0.0432022,0.138814,8.59847e-11,0.138814,336.529,0.0324252,0.884277,0,0.0277466,0.0577892,0.0405462,0.027353,0.00645023,0.0137617,0.0179444,0.000891498,0.000272092,3.17732e-05,0.000230856,0.000566213,0,0.175997,0.00809224,0.137275,0.0277463,0.00288397,0.029842,0.0636684,0.0830196,0.00412452,0.00125884,0.000146999,0.00106806,0.00261958,0,0.81425,true
279,16,0.0432438,0.000108133,0.431357,0.1,0.0431357,0.138609,4.9277e-11,0.138609,336.27,0.0324637,0.884399,0,0.0277495,0.0578146,0.040547,0.0273436,0.00645065,0.013807,0.0179443,0.000895647,0.000272475,3.20526e-05,0.000230441,0.000568454,0,0.176065,0.00809415,0.137343,0.0277464,0.00288213,0.0298273,0.0638425,0.082973,0.0041414,0.0012599,0.000148209,0.00106554,0.00262849,0,0.814112,true
280,16,0.0431772,0.000108197,0.43069,0.1,0.043069,0.138401,5.1889e-11,0.138401,336.01,0.0325016,0.884277,0,0.0277523,0.0578417,0.0405479,0.0273353,0.0064511,0.0138516,0.0179442,0.000899844,0.000272964,3.23404e-05,0.00023012,0.000570745,0,0.176141,0.008096,0.137417,0.0277464,0.00288051,0.0298119,0.0640111,0.0829242,0.00415837,0.00126142,0.000149452,0.00106343,0.00263753,0,0.813983,true
281,16,0.0431104,0.000108262,0.430021,0.1,0.0430021,0.138192,-2.28454e-11,0.138192,335.749,0.0325393,0.884399,0,0.027755,0.0578696,0.0405488,0.0273281,0.00645149,0.0138955,0.0179441,0.000904063,0.000273552,3.26383e-05,0.00022989,0.000573081,0,0.176219,0.0080978,0.137496,0.0277465,0.00287911,0.0297958,0.0641753,0.0828738,0.00417535,0.00126338,0.000150738,0.00106173,0.00264673,0,0.813855,true
282,16,0.0430435,0.000108328,0.429351,0.1,0.0429351,0.137981,8.07014e-11,0.137981,335.488,0.0325764,0.884399,0,0.0277576,0.0578985,0.0405496,0.0273219,0.0064519,0.0139386,0.0179441,0.000908286,0.000274235,3.29471e-05,0.000229746,0.000575464,0,0.176301,0.00809954,0.137577,0.0277466,0.00287791,0.0297794,0.0643351,0.0828228,0.00419228,0.00126576,0.000152071,0.00106042,0.00265611,0,0.813736,true
283,16,0.0429764,0.000108396,0.42868,0.1,0.042868,0.137768,7.48074e-12,0.137768,335.225,0.0326126,0.884277,0,0.0277602,0.0579274,0.0405503,0.0273158,0.0064523,0.0139812,0.0179441,0.000912524,0.000275009,3.32661e-05,0.000229687,0.000577896,0,0.176385,0.00810126,0.137661,0.0277467,0.0028767,0.0297627,0.0644915,0.0827713,0.00420923,0.00126854,0.000153447,0.00105949,0.00266568,0,0.813618,true
284,16,0.0429093,0.000108463,0.428008,0.1,0.0428008,0.137552,1.0524e-10,0.137552,334.962,0.0326484,0.884155,0,0.0277628,0.0579564,0.0405516,0.0273086,0.0064527,0.014023,0.0179442,0.000916795,0.000275869,3.35936e-05,0.000229708,0.000580377,0,0.17647,0.00810292,0.137745,0.0277472,0.00287515,0.0297461,0.0646443,0.0827203,0.0042263,0.00127172,0.000154862,0.00105892,0.00267546,0,0.813502,true
285,16,0.0428419,0.00010853,0.427334,0.1,0.0427334,0.137333,-1.48963e-11,0.137333,334.699,0.0326831,0.884155,0,0.0277652,0.0579853,0.0405529,0.0272981,0.00645308,0.0140642,0.0179443,0.000921131,0.000276812,3.39274e-05,0.000229803,0.000582907,0,0.176554,0.00810454,0.137829,0.0277481,0.00287279,0.0297294,0.064794,0.0826692,0.00424365,0.00127527,0.000156304,0.0010587,0.00268545,0,0.813387,true
286,16,0.0427745,0.000108597,0.426659,0.1,0.0426659,0.137111,5.07364e-11,0.137111,334.434,0.0327173,0.884277,0,0.0277676,0.0580139,0.0405547,0.0272831,0.00645347,0.0141049,0.0179445,0.000925571,0.000277835,3.42659e-05,0.000229973,0.000585483,0,0.176639,0.00810613,0.137914,0.0277496,0.00286937,0.0297128,0.064941,0.0826194,0.00426148,0.0012792,0.000157766,0.00105883,0.00269566,0,0.813273,true
287,16,0.0427068,0.000108664,0.425982,0.1,0.0425982,0.136886,-1.18618e-10,0.136886,334.168,0.0327503,0.884399,0,0.0277699,0.058042,0.0405569,0.0272635,0.00645383,0.0141448,0.0179449,0.000930169,0.00027893,3.46083e-05,0.000230211,0.000588111,0,0.176722,0.00810771,0.137998,0.0277518,0.00286495,0.0296963,0.0650852,0.0825706,0.00428003,0.00128346,0.000159245,0.00105928,0.0027061,0,0.81316,true
288,16,0.042639,0.000108729,0.425302,0.1,0.0425302,0.136656,1.38105e-11,0.136656,333.902,0.0327828,0.884277,0,0.0277722,0.0580694,0.0405599,0.0272397,0.0064542,0.0141842,0.0179453,0.000935022,0.000280099,3.49552e-05,0.000230514,0.000590785,0,0.176804,0.00810922,0.138081,0.0277545,0.00285966,0.0296801,0.0652271,0.082523,0.00429977,0.00128805,0.000160744,0.00106004,0.00271677,0,0.813044,true
289,16,0.0425708,0.000108794,0.42462,0.1,0.042462,0.136422,4.92816e-11,0.136422,333.634,0.0328141,0.884033,0,0.0277745,0.0580962,0.0405637,0.0272114,0.00645456,0.014223,0.0179459,0.000940157,0.000281332,3.53091e-05,0.000230881,0.000593512,0,0.176883,0.00811071,0.138161,0.0277579,0.00285351,0.0296642,0.0653669,0.0824766,0.00432082,0.00129296,0.000162275,0.00106109,0.00272769,0,0.812927,true
290,16,0.0425025,0.000108857,0.423936,0.1,0.0423936,0.136184,3.03452e-11,0.136184,333.365,0.0328447,0.884033,0,0.0277766,0.0581218,0.0405678,0.0271797,0.00645491,0.0142613,0.0179466,0.000945499,0.00028263,3.56732e-05,0.000231305,0.000596286,0,0.17696,0.00811217,0.138239,0.0277615,0.00284668,0.0296486,0.0655046,0.082432,0.00434285,0.00129817,0.000163854,0.00106243,0.00273885,0,0.81281,true
291,16,0.042434,0.000108918,0.42325,0.1,0.042325,0.135939,1.59021e-10,0.135939,333.095,0.032874,0.883911,0,0.0277789,0.0581468,0.0405721,0.0271462,0.00645527,0.014299,0.0179473,0.000950812,0.000283986,3.60485e-05,0.000231785,0.000599111,0,0.177033,0.0081136,0.138315,0.0277654,0.0028395,0.0296335,0.0656409,0.0823889,0.00436479,0.00130366,0.000165484,0.00106403,0.00275027,0,0.812687,true
292,16,0.0423654,0.000108978,0.422565,0.1,0.0422565,0.13569,-6.53719e-12,0.13569,332.825,0.0329017,0.883911,0,0.027781,0.0581701,0.0405761,0.0271143,0.00645561,0.0143361,0.0179479,0.000955854,0.000285397,3.64348e-05,0.000232316,0.000601985,0,0.177104,0.00811501,0.138388,0.027769,0.00283266,0.0296189,0.0657755,0.0823468,0.00438554,0.00130943,0.000167166,0.00106589,0.00276196,0,0.812567,true
293,16,0.0422969,0.000109035,0.421879,0.1,0.0421879,0.135434,9.82451e-11,0.135434,332.555,0.0329276,0.883667,0,0.027783,0.0581924,0.0405793,0.0270894,0.00645597,0.0143728,0.0179485,0.000960605,0.000286857,3.68303e-05,0.000232895,0.000604906,0,0.177171,0.00811637,0.138456,0.0277719,0.00282721,0.029605,0.0659089,0.0823059,0.00440502,0.00131543,0.000168892,0.00106798,0.0027739,0,0.812449,true
294,16,0.0422284,0.000109091,0.421193,0.1,0.0421193,0.135172,7.65936e-11,0.135172,332.285,0.0329514,0.883545,0,0.0277851,0.0582135,0.0405815,0.0270733,0.0064563,0.014409,0.0179488,0.000965248,0.000288363,3.7232e-05,0.000233516,0.000607876,0,0.177235,0.00811773,0.13852,0.027774,0.00282359,0.0295914,0.0660415,0.0822656,0.00442406,0.00132167,0.000170647,0.00107028,0.0027861,0,0.812329,true
295,16,0.0421597,0.000109145,0.420505,0.1,0.0420505,0.134904,1.2767e-10,0.134904,332.013,0.0329739,0.883301,0,0.027787,0.0582336,0.0405834,0.0270638,0.00645663,0.0144451,0.0179491,0.00096999,0.000289913,3.76354e-05,0.000234176,0.000610893,0,0.177297,0.00811906,0.138581,0.0277753,0.00282142,0.0295782,0.0661738,0.0822257,0.00444358,0.00132811,0.00017241,0.00107278,0.00279854,0,0.812207,true
296,16,0.0420908,0.000109198,0.419816,0.1,0.0419816,0.134628,1.78328e-11,0.134628,331.741,0.0329949,0.883301,0,0.027789,0.0582528,0.0405847,0.0270575,0.00645697,0.014481,0.0179492,0.000974962,0.000291506,3.80361e-05,0.000234872,0.000613956,0,0.177356,0.00812038,0.138639,0.0277763,0.00282003,0.0295654,0.0663062,0.0821862,0.00446418,0.00133475,0.000174161,0.00107544,0.0028112,0,0.812082,true
297,16,0.0420216,0.000109251,0.419123,0.1,0.0419123,0.134345,2.08936e-11,0.134345,331.467,0.0330142,0.883057,0,0.027791,0.0582716,0.0405863,0.0270524,0.00645729,0.0145169,0.0179493,0.000980202,0.000293138,3.84311e-05,0.000235601,0.000617066,0,0.177414,0.0081217,0.138696,0.0277769,0.00281897,0.0295526,0.0664385,0.0821471,0.00448602,0.00134159,0.000175885,0.00107826,0.00282408,0,0.811957,true
298,16,0.0419522,0.000109303,0.418429,0.1,0.0418429,0.134054,-7.19199e-11,0.134054,331.193,0.0330321,0.882935,0,0.027793,0.0582898,0.0405876,0.0270475,0.00645762,0.0145529,0.0179493,0.000985707,0.000294809,3.88191e-05,0.000236361,0.000620223,0,0.17747,0.00812298,0.138751,0.0277774,0.002818,0.0295401,0.0665714,0.0821083,0.00450907,0.00134859,0.000177576,0.00108122,0.00283718,0,0.811826,true
299,16,0.0418826,0.000109354,0.417732,0.1,0.0417732,0.133756,-2.03104e-11,0.133756,330.917,0.0330484,0.882812,0,0.0277949,0.0583077,0.0405889,0.0270428,0.00645795,0.0145889,0.0179494,0.000991441,0.000296517,3.92018e-05,0.00023715,0.000623423,0,0.177525,0.00812428,0.138805,0.0277778,0.00281709,0.0295277,0.0667047,0.0820698,0.00453316,0.00135576,0.000179242,0.00108432,0.00285048,0,0.811696,true
300,16,0.0418128,0.000109406,0.417033,0.1,0.0417033,0.13345,-1.2471e-11,0.13345,330.64,0.0330632,0.882568,0,0.0277969,0.0583253,0.0405902,0.0270381,0.00645828,0.0146251,0.0179493,0.00099735,0.000298261,3.95824e-05,0.000237965,0.00062667,0,0.177578,0.0081256,0.138858,0.0277782,0.00281627,0.0295153,0.0668388,0.0820312,0.00455804,0.0013631,0.000180898,0.00108754,0.00286398,0,0.81156,true
301,16,0.0417427,0.000109457,0.416333,0.1,0.0416333,0.133137,8.90531e-11,0.133137,330.362,0.0330764,0.882202,0,0.0277988,0.0583426,0.0405916,0.0270341,0.00645862,0.0146614,0.0179494,0.00100336,0.00030004,3.99649e-05,0.000238806,0.000629963,0,0.177633,0.00812691,0.138911,0.0277786,0.0028156,0.029503,0.0669735,0.0819929,0.00458338,0.00137058,0.00018256,0.00109087,0.00287768,0,0.811427,true
302,16,0.0416725,0.000109508,0.41563,0.1,0.041563,0.132817,-7.10851e-12,0.132817,330.083,0.0330879,0.881958,0,0.0278008,0.05836,0.040593,0.0270308,0.00645893,0.0146979,0.0179494,0.00100942,0.000301851,4.03538e-05,0.000239672,0.000633302,0,0.177686,0.0081282,0.138963,0.0277789,0.00281511,0.0294907,0.0671089,0.0819546,0.00460886,0.00137821,0.00018425,0.00109431,0.00289157,0,0.811289,true
303,16,0.0416022,0.000109559,0.414926,0.1,0.0414926,0.13249,4.51752e-11,0.13249,329.804,0.0330976,0.88208,0,0.0278028,0.0583769,0.0405943,0.0270285,0.00645929,0.0147346,0.0179493,0.00101545,0.000303696,4.0753e-05,0.000240561,0.000636687,0,0.177738,0.00812952,0.139015,0.0277791,0.00281483,0.0294785,0.067245,0.081916,0.00463423,0.00138599,0.000185986,0.00109786,0.00290567,0,0.81115,true
304,16,0.0415317,0.000109611,0.414221,0.1,0.0414221,0.132156,-8.98782e-11,0.132156,329.523,0.0331055,0.88208,0,0.0278048,0.0583939,0.0405955,0.0270274,0.00645961,0.0147717,0.0179493,0.00102142,0.000305573,4.11645e-05,0.000241474,0.000640118,0,0.177791,0.00813085,0.139066,0.0277794,0.00281477,0.0294661,0.0673824,0.0818775,0.00465932,0.0013939,0.000187776,0.00110151,0.00291996,0,0.811011,true
305,16,0.0414611,0.000109662,0.413515,0.1,0.0413515,0.131816,-1.11598e-10,0.131816,329.242,0.0331117,0.881958,0,0.0278068,0.0584108,0.0405966,0.0270274,0.00645995,0.0148088,0.0179493,0.00102732,0.000307481,4.15897e-05,0.000242408,0.000643599,0,0.177845,0.00813214,0.139117,0.0277796,0.00281496,0.0294538,0.0675201,0.081839,0.00468401,0.00140194,0.000189626,0.00110525,0.00293446,0,0.810874,true
306,16,0.0413904,0.000109714,0.412807,0.1,0.0412807,0.13147,8.21612e-12,0.13147,328.96,0.0331162,0.881836,0,0.0278087,0.0584276,0.0405979,0.0270285,0.00646029,0.0148463,0.0179493,0.00103316,0.000309418,4.20275e-05,0.000243364,0.000647123,0,0.177897,0.00813348,0.139169,0.0277796,0.00281536,0.0294415,0.0676591,0.0818003,0.0047084,0.00141011,0.000191532,0.00110908,0.00294914,0,0.810731,true
307,16,0.0413196,0.000109766,0.412098,0.1,0.0412098,0.131119,-1.38954e-10,0.131119,328.678,0.0331189,0.881836,0,0.0278107,0.0584444,0.0405989,0.0270303,0.00646061,0.014884,0.0179493,0.00103895,0.000311387,4.24761e-05,0.000244339,0.000650694,0,0.17795,0.00813483,0.13922,0.0277798,0.0028159,0.029429,0.0677989,0.0817615,0.00473257,0.00141841,0.000193485,0.001113,0.00296401,0,0.810589,true
308,16,0.0412487,0.000109818,0.411388,0.1,0.0411389,0.130763,-2.96879e-11,0.130763,328.395,0.0331199,0.881714,0,0.0278127,0.0584611,0.0406001,0.0270326,0.00646098,0.014922,0.0179492,0.00104475,0.000313384,4.29324e-05,0.000245335,0.000654312,0,0.178003,0.00813618,0.139271,0.0277799,0.00281653,0.0294167,0.0679395,0.0817225,0.00475671,0.00142683,0.000195471,0.00111701,0.00297907,0,0.810446,true
309,16,0.0411776,0.00010987,0.410678,0.1,0.0410678,0.130403,3.74443e-11,0.130403,328.111,0.0331193,0.881592,0,0.0278148,0.0584779,0.0406012,0.0270348,0.00646131,0.0149602,0.0179492,0.00105058,0.00031541,4.33932e-05,0.000246351,0.000657979,0,0.178056,0.00813751,0.139321,0.02778,0.00281714,0.0294043,0.0680811,0.0816834,0.00478101,0.00143537,0.000197474,0.0011211,0.00299434,0,0.8103,true
310,16,0.0411065,0.000109923,0.409966,0.1,0.0409966,0.13004,2.91128e-11,0.13004,327.826,0.0331174,0.88147,0,0.0278168,0.0584944,0.0406023,0.0270366,0.00646163,0.0149986,0.0179491,0.00105649,0.000317465,4.38553e-05,0.000247386,0.00066169,0,0.178109,0.00813887,0.139372,0.0277801,0.00281767,0.0293917,0.0682235,0.0816444,0.00480561,0.00144404,0.000199482,0.00112527,0.0030098,0,0.810155,true
311,16,0.0410353,0.000109975,0.409253,0.1,0.0409253,0.129674,4.08361e-11,0.129674,327.541,0.0331139,0.88147,0,0.0278188,0.058511,0.0406035,0.0270378,0.006462,0.0150373,0.0179491,0.0010625,0.000319549,4.43166e-05,0.000248441,0.000665446,0,0.178162,0.00814022,0.139423,0.0277804,0.00281808,0.0293793,0.0683668,0.0816052,0.00483063,0.00145282,0.000201484,0.00112953,0.00302544,0,0.810008,true
312,16,0.040964,0.000110028,0.40854,0.1,0.040854,0.129306,-4.90511e-11,0.129306,327.256,0.033109,0.88147,0,0.0278208,0.0585275,0.0406049,0.0270384,0.00646234,0.0150761,0.0179491,0.00106862,0.000321663,4.47756e-05,0.000249518,0.00066925,0,0.178214,0.00814159,0.139474,0.0277806,0.00281835,0.0293669,0.0685107,0.0815663,0.00485613,0.00146174,0.000203474,0.00113389,0.00304128,0,0.80986,true
313,16,0.0408927,0.00011008,0.407826,0.1,0.0407826,0.128938,-3.70284e-11,0.128938,326.97,0.033103,0.88147,0,0.0278229,0.0585438,0.0406061,0.0270381,0.00646269,0.0151152,0.017949,0.00107484,0.000323806,4.52324e-05,0.000250615,0.000673104,0,0.178266,0.00814295,0.139524,0.0277809,0.00281846,0.0293545,0.0686553,0.0815271,0.00488207,0.00147078,0.000205452,0.00113833,0.00305733,0,0.809709,true
314,16,0.0408213,0.000110132,0.407112,0.1,0.0407112,0.12857,-8.90594e-11,0.12857,326.683,0.0330954,0.88147,0,0.0278249,0.0585597,0.0406075,0.0270373,0.00646304,0.0151543,0.0179491,0.00108114,0.00032598,4.56877e-05,0.000251734,0.000677002,0,0.178317,0.00814433,0.139573,0.0277812,0.00281849,0.0293421,0.0688005,0.0814888,0.00490837,0.00147995,0.000207422,0.00114287,0.00307358,0,0.809557,true
315,16,0.0407499,0.000110184,0.406398,0.1,0.0406398,0.128203,8.54531e-11,0.128203,326.397,0.0330869,0.881348,0,0.0278269,0.0585754,0.0406089,0.0270365,0.00646338,0.0151936,0.0179491,0.00108749,0.000328184,4.61432e-05,0.000252875,0.000680948,0,0.178366,0.00814567,0.139621,0.0277815,0.00281846,0.0293299,0.0689462,0.0814504,0.00493489,0.00148925,0.000209391,0.00114751,0.00309005,0,0.809401,true
316,16,0.0406786,0.000110236,0.405683,0.1,0.0405683,0.127838,3.17976e-11,0.127838,326.11,0.0330769,0.881348,0,0.027829,0.0585908,0.0406104,0.0270354,0.00646374,0.0152329,0.0179491,0.00109387,0.00033042,4.66005e-05,0.00025404,0.00068494,0,0.178415,0.00814703,0.139668,0.0277819,0.00281841,0.0293179,0.0690925,0.0814123,0.0049615,0.0014987,0.000211368,0.00115226,0.00310671,0,0.809246,true
317,16,0.0406072,0.000110286,0.404969,0.1,0.0404969,0.127477,-1.05353e-10,0.127477,325.823,0.0330659,0.88147,0,0.027831,0.0586058,0.0406118,0.0270345,0.00646407,0.0152722,0.0179491,0.00110023,0.000332688,4.70616e-05,0.000255229,0.000688982,0,0.178463,0.00814839,0.139714,0.0277823,0.0028184,0.0293058,0.069239,0.0813748,0.00498807,0.00150829,0.000213361,0.00115712,0.0031236,0,0.80909,true
