seed,group,phase,rows,first_step,last_step,first_loss,median_loss,final_loss,loss_slope,median_final_p,median_final_v,median_final_w,final_p,final_v,final_w,median_actor_grad_norm_pre_clip,actor_grad_clip_fraction,median_actor_grad_clip_scale,median_action_grad_norm_pre_clip,action_grad_clip_fraction,median_action_grad_clip_scale,action_mean,action_std,action_abs_mean,action_saturation_ratio,action_delta_mean,action_delta_max,loss_position_fraction,loss_velocity_fraction,loss_angular_velocity_fraction,loss_terminal_position_fraction,loss_terminal_velocity_fraction,loss_terminal_angular_velocity_fraction,training_success_rate,eval_euler_success,eval_l2f_success
3,success_control,H128_medium,2000,4000,5999,1877.29,2453.58,2429.35,0.276168084042021,2.906995,4.33979,4.766445,3.22463,5.19001,3.3242,254361.5,1.0,0.00019657,13654.05,0.0,1.0,0.5282865,0.11449200000000001,0.5284580000000001,0.0,0.011430599999999999,0.16739300000000001,0.00834953435920132,0.0055641010987693435,0.010682635027033033,0.20265754213283582,0.37565270034755793,0.317677187707747,0.0,0.5633333333333334,0.5066666666666667
3,success_control,H128_full,6000,6000,11999,3532.69,359.635,166.418,-0.5611388564760793,1.5295,1.2517800000000001,1.47237,0.844834,0.748245,1.80183,168037.0,1.0,0.0002975535,7870.23,0.0,1.0,0.6663129999999999,0.08389785,0.6663165,0.0,0.0058677799999999995,0.20439849999999998,0.02520180758738918,0.009524026010591357,0.01710700540289252,0.36599712994934536,0.2471267809291304,0.15931394652013953,0.25,0.5633333333333334,0.5066666666666667
6,failed,H16_easy,500,0,499,5999.68,236.84,67.4202,-11.888296192384772,0.16280250000000002,1.065475,2.405135,0.188845,1.03552,0.783583,3869.0950000000003,1.0,0.012923150000000001,486.5095,0.0,1.0,-0.042912599999999995,0.162364,0.13915899999999998,0.0,0.013683,0.06328935,0.0007726038844611534,0.00293802071831959,0.0284306886456571,0.006068593298091991,0.19437221905273802,0.7090173319182653,1.0,0.04,0.05666666666666667
6,failed,H32_easy,500,500,999,285.059,241.50400000000002,192.603,-0.18528256513026056,0.386707,2.009855,1.1846999999999999,0.394552,1.89163,0.79581,3212.79,1.0,0.015562800000000002,359.54650000000004,0.0,1.0,0.0033525350000000002,0.07741895,0.06353655,0.0,0.00886902,0.06861824999999999,0.0023003092099695404,0.009718396428359083,0.017568585390405816,0.03231816250743538,0.6986584852067248,0.16112972855029578,0.5,0.04,0.05666666666666667
6,failed,H64_easy,500,1000,1499,709.076,522.252,287.343,-0.8451563126252505,1.15205,3.20704,0.8751454999999999,0.975685,2.29477,0.560886,9344.965,1.0,0.00535058,932.1424999999999,0.0,1.0,0.15971649999999998,0.077204,0.1646865,0.0,0.007657025,0.100775,0.005559404405784989,0.011528628387691519,0.004095813341463815,0.12625154074714984,0.7837897102339773,0.04051249918819201,0.0,0.04,0.05666666666666667
6,failed,H128_easy,2500,1500,3999,1153.07,518.4415,479.725,-0.2694457783113245,1.91499,1.8325,1.53697,1.16639,0.579138,3.74866,135113.5,1.0,0.000370059,7628.04,0.0,1.0,0.5111525,0.123307,0.5115545,0.0,0.01698905,0.173717,0.019542719687762933,0.008100784009042725,0.00659176712224634,0.3728609990251871,0.3054954646475131,0.12848862036639397,0.0,0.04,0.05666666666666667
6,failed,H128_medium,2000,4000,5999,274.722,1505.155,7087.95,3.4083181590795397,1.36595,1.22993,6.2057649999999995,4.44956,8.29689,8.97509,223794.5,1.0,0.0002234195,11133.55,0.0,1.0,0.647168,0.169941,0.6475169999999999,0.0146484,0.018488749999999998,0.20255450000000003,0.005157725415424333,0.0027341827665025684,0.018754009708976664,0.10295094828369418,0.06894662920299685,0.6945403240620839,0.0,0.04,0.05666666666666667
6,failed,H128_full,6000,6000,11999,6430.33,1951.4850000000001,720.87,-0.9517352892148692,2.667285,3.962715,4.418325,1.98262,1.72767,2.27642,454217.5,1.0,0.0001100795,22686.800000000003,0.0,1.0,0.8860135,0.13692149999999997,0.8860725,0.228027,0.01019515,0.237452,0.00969043834536332,0.007110536545261711,0.012802577069698066,0.20248544803797666,0.4026035266783089,0.26540440015261213,0.0,0.04,0.05666666666666667
7,success_control,H16_easy,500,0,499,3030.59,411.1885,137.32,-5.79813627254509,0.1658615,1.087635,3.345365,0.250732,1.07548,1.35119,4154.16,1.0,0.0120374,727.637,0.0,1.0,-0.06312665,0.1212645,0.112677,0.0,0.009467095,0.04200745,0.00043238159795918197,0.0017262771316518275,0.022273205055095606,0.0035375136056764603,0.11479329334794869,0.8162757781900933,0.75,0.5833333333333334,0.5533333333333333
7,success_control,H32_easy,500,500,999,227.906,234.6285,221.994,-0.011847695390781576,0.3950675,2.0181649999999998,0.9504155000000001,0.316233,1.98718,0.651159,2472.36,1.0,0.02022405,287.255,0.0,1.0,0.0183573,0.07616780000000001,0.06540125,0.0,0.00783002,0.0553117,0.0023862739537521254,0.010100423454889658,0.019031420288015948,0.03454211297769369,0.7199541308678561,0.11282342555223598,0.5,0.5833333333333334,0.5533333333333333
7,success_control,H64_easy,500,1000,1499,587.078,530.4955,310.658,-0.5539478957915831,1.16869,3.199,0.939824,0.930027,2.48636,0.576113,7974.58,1.0,0.006269955,805.5844999999999,0.0,1.0,0.147042,0.0760507,0.152686,0.0,0.00674285,0.07796495,0.005547271543897146,0.011418209208578896,0.004240079444322357,0.12465061809492634,0.7738155359667598,0.05073922269036721,0.0,0.5833333333333334,0.5533333333333333
7,success_control,H128_easy,2500,1500,3999,1177.95,862.325,3062.94,0.7542977190876351,2.0994900000000003,2.2717650000000003,2.770995,2.52497,5.36328,5.75452,113224.0,1.0,0.00044160200000000003,6450.360000000001,0.0,1.0,0.4952335,0.12186949999999999,0.4953465,0.0,0.01405665,0.17376350000000002,0.014795489706420448,0.006252099337596002,0.010153595436077863,0.28977257154068037,0.26514310030337696,0.34213577476770873,0.0,0.5833333333333334,0.5533333333333333
7,success_control,H128_medium,2000,4000,5999,3510.74,766.7735,856.139,-1.3279644822411203,2.316235,2.356815,1.6355849999999998,2.25624,2.34169,1.56515,234306.0,1.0,0.00021339649999999998,12791.7,0.0,1.0,0.6030765,0.09843115,0.6030895000000001,0.0,0.007265515,0.2103935,0.021627859952308093,0.009871977684693061,0.008112681966627204,0.3973659542430431,0.36075889302488956,0.11652128448809626,0.0,0.5833333333333334,0.5533333333333333
7,success_control,H128_full,6000,6000,11999,627.225,195.76600000000002,70.0395,-0.09287972995499251,1.217535,0.732631,1.034185,0.722452,0.413347,0.626836,123305.5,1.0,0.000405498,5265.7,0.0,1.0,0.6806574999999999,0.09762309999999999,0.6806975,0.0,0.00737139,0.244282,0.03896804381002115,0.012170036676046943,0.02263816218061007,0.454428909938869,0.14743499882416775,0.16533953749573,0.5,0.5833333333333334,0.5533333333333333
9,failed,H16_easy,500,0,499,5486.16,355.709,75.2504,-10.843506212424849,0.16021200000000002,1.03625,3.039635,0.127428,0.98443,0.82212,5321.360000000001,1.0,0.009396095,707.173,0.0,1.0,0.017555849999999998,0.11197850000000001,0.09278149999999999,0.0,0.009788905,0.0596171,0.0005182417397180126,0.0017918858515120777,0.02602125743227434,0.003702656433284709,0.11969310944451078,0.7975954228862674,0.75,0.013333333333333334,0.0033333333333333335
9,failed,H32_easy,500,500,999,165.574,265.72,224.343,0.11777354709418833,0.3972175,2.015395,1.28562,0.427225,2.00158,0.784306,4235.09,1.0,0.011806150000000001,458.2505,0.0,1.0,0.03214565,0.06378415,0.059507199999999996,0.0,0.0064864,0.06049595,0.0022051798518157037,0.00881167703039683,0.019820281831670013,0.030347375653281928,0.6446289768002752,0.17819101720574873,0.5,0.013333333333333334,0.0033333333333333335
9,failed,H64_easy,500,1000,1499,646.294,599.5809999999999,468.372,-0.3565571142284569,1.221185,3.43847,0.9454065,1.11579,3.0255,0.844196,7512.63,1.0,0.00665547,744.482,0.0,1.0,0.08711375,0.059565400000000004,0.09556045,0.0,0.00541888,0.06983555,0.005170559272931781,0.01118454889758944,0.00474573568459338,0.11986458725710294,0.790696991062342,0.04287967996762864,0.0,0.013333333333333334,0.0033333333333333335
9,failed,H128_easy,2500,1500,3999,2427.02,1151.38,1841.88,-0.23414965986394554,2.9177099999999996,3.610755,1.137365,2.57848,2.67633,4.95857,80961.05,1.0,0.0006175810000000001,5237.889999999999,0.0,1.0,0.35710600000000003,0.09864824999999999,0.3578695,0.0,0.010655350000000001,0.14061,0.01565087240960336,0.008455730035357139,0.0031832238666249946,0.3671349536645376,0.5004270008710071,0.03216164783476814,0.0,0.013333333333333334,0.0033333333333333335
9,failed,H128_medium,2000,4000,5999,2122.76,1802.645,7816.93,2.848509254627314,2.64569,3.760765,3.357965,5.29065,10.3132,5.80273,221269.0,1.0,0.0002259695,13140.7,0.0,1.0,0.5598559999999999,0.109374,0.5598559999999999,0.0,0.00785364,0.1832045,0.010078137081267896,0.006714906173244069,0.01005731125446181,0.23834672455989517,0.40606445379968475,0.19669569265138107,0.0,0.013333333333333334,0.0033333333333333335
9,failed,H128_full,6000,6000,11999,3041.11,396.157,1258.18,-0.29720453408901487,1.6268,1.3143500000000001,1.66799,2.62143,3.17234,3.20231,222034.0,1.0,0.00022519100000000002,10074.35,0.0,1.0,0.68431,0.09521405,0.684314,0.0,0.0064925650000000005,0.2124035,0.025562878778583036,0.009812231742392484,0.014995771304000156,0.3517863414780929,0.23227321327454198,0.20929029674603228,0.25,0.013333333333333334,0.0033333333333333335
